Date,StageHeight_FW,Inundated?,StageHeight_Ist,Estimated_Inundation?,Inundation
11/2/2012,15.18,No,3.67,No,FALSE
11/3/2012,15.13,No,3.6,No,FALSE
11/4/2012,15.08,No,3.47,No,FALSE
11/5/2012,15.02,No,3.39,No,FALSE
11/6/2012,14.96,No,3.41,No,FALSE
11/7/2012,14.78,No,3.48,No,FALSE
11/8/2012,14.68,No,3.71,No,FALSE
11/9/2012,14.69,No,3.53,No,FALSE
11/10/2012,15.07,No,3.34,No,FALSE
11/11/2012,15.52,No,3.06,No,FALSE
11/12/2012,15.98,No,2.98,No,FALSE
11/13/2012,16.43,No,3.13,No,FALSE
11/14/2012,16.88,No,3.32,No,FALSE
11/15/2012,17.34,No,3.47,No,FALSE
11/16/2012,17.79,No,3.59,No,FALSE
11/17/2012,18.25,No,3.91,No,FALSE
11/18/2012,18.7,No,4.15,No,FALSE
11/19/2012,19.15,No,4.36,No,FALSE
11/20/2012,19.61,No,4.82,No,FALSE
11/21/2012,20.06,No,4.9,No,FALSE
11/22/2012,20.52,No,4.58,No,FALSE
11/23/2012,20.97,No,4.86,No,FALSE
11/24/2012,21.42,No,5.25,No,FALSE
11/25/2012,21.88,No,4.91,No,FALSE
11/26/2012,22.33,No,4.58,No,FALSE
11/27/2012,22.79,No,4.48,No,FALSE
11/28/2012,23.24,No,4.8,No,FALSE
11/29/2012,23.69,No,5.22,No,FALSE
11/30/2012,24.15,No,6.42,No,FALSE
12/1/2012,24.6,No,9.93,No,FALSE
12/2/2012,25.06,No,14.63,No,FALSE
12/3/2012,25.51,No,17.18,Yes,TRUE
12/4/2012,25.96,No,17.55,Yes,TRUE
12/5/2012,26.42,No,17.47,Yes,TRUE
12/6/2012,26.87,No,17.62,Yes,TRUE
12/7/2012,27.32,No,17.64,Yes,TRUE
12/8/2012,27.78,No,17.4,Yes,TRUE
12/9/2012,28.23,No,16.15,No,FALSE
12/10/2012,28.41,No,14.03,No,FALSE
12/11/2012,26.51,No,11.84,No,FALSE
12/12/2012,24.87,No,10.47,No,FALSE
12/13/2012,23.6,No,9.52,No,FALSE
12/14/2012,22.77,No,8.83,No,FALSE
12/15/2012,22.16,No,8.17,No,FALSE
12/16/2012,21.63,No,7.58,No,FALSE
12/17/2012,20.85,No,7.4,No,FALSE
12/18/2012,20.34,No,7.72,No,FALSE
12/19/2012,21.8,No,8.71,No,FALSE
12/20/2012,22.1,No,9.04,No,FALSE
12/21/2012,21.69,No,8.95,No,FALSE
12/22/2012,23.21,No,10.33,No,FALSE
12/23/2012,29.18,No,14.36,No,FALSE
12/24/2012,32.35,Yes,17.87,Yes,TRUE
12/25/2012,34.39,Yes,19.9,Yes,TRUE
12/26/2012,34.93,Yes,21.13,Yes,TRUE
12/27/2012,34.83,Yes,20.85,Yes,TRUE
12/28/2012,34.51,Yes,20.14,Yes,TRUE
12/29/2012,33.68,Yes,19.29,Yes,TRUE
12/30/2012,31.77,No,17.64,Yes,TRUE
12/31/2012,29.23,No,15.29,No,FALSE
1/1/2013,27.03,No,13.04,No,FALSE
1/2/2013,25.39,No,11.19,No,FALSE
1/3/2013,24.17,No,10.28,No,FALSE
1/4/2013,23.32,No,9.63,No,FALSE
1/5/2013,22.4,No,8.84,No,FALSE
1/6/2013,21.83,No,8.52,No,FALSE
1/7/2013,21.46,No,8.1,No,FALSE
1/8/2013,21.11,No,7.79,No,FALSE
1/9/2013,20.91,No,7.67,No,FALSE
1/10/2013,20.79,No,7.66,No,FALSE
1/11/2013,20.72,No,7.54,No,FALSE
1/12/2013,20.58,No,7.42,No,FALSE
1/13/2013,20.5,No,7.32,No,FALSE
1/14/2013,20.44,No,7.03,No,FALSE
1/15/2013,20.3,No,6.61,No,FALSE
1/16/2013,20.12,No,6.2,No,FALSE
1/17/2013,19.88,No,5.92,No,FALSE
1/18/2013,19.71,No,5.79,No,FALSE
1/19/2013,19.59,No,5.67,No,FALSE
1/20/2013,19.39,No,5.47,No,FALSE
1/21/2013,19.24,No,5.4,No,FALSE
1/22/2013,19.1,No,5.43,No,FALSE
1/23/2013,18.99,No,5.55,No,FALSE
1/24/2013,18.87,No,5.61,No,FALSE
1/25/2013,18.77,No,5.62,No,FALSE
1/26/2013,18.74,No,5.92,No,FALSE
1/27/2013,18.81,No,6.25,No,FALSE
1/28/2013,18.91,No,6.11,No,FALSE
1/29/2013,18.99,No,6.04,No,FALSE
1/30/2013,19.03,No,5.89,No,FALSE
1/31/2013,19.05,No,5.86,No,FALSE
2/1/2013,19.02,No,5.79,No,FALSE
2/2/2013,18.97,No,5.69,No,FALSE
2/3/2013,18.83,No,5.68,No,FALSE
2/4/2013,18.7,No,5.61,No,FALSE
2/5/2013,18.59,No,5.73,No,FALSE
2/6/2013,18.55,No,5.85,No,FALSE
2/7/2013,18.45,No,5.81,No,FALSE
2/8/2013,18.34,No,5.75,No,FALSE
2/9/2013,18.22,No,5.61,No,FALSE
2/10/2013,18.14,No,5.48,No,FALSE
2/11/2013,18.1,No,5.34,No,FALSE
2/12/2013,18,No,5.14,No,FALSE
2/13/2013,17.82,No,4.93,No,FALSE
2/14/2013,17.63,No,4.74,No,FALSE
2/15/2013,17.39,No,4.55,No,FALSE
2/16/2013,16.9,No,4.44,No,FALSE
2/17/2013,16.69,No,4.49,No,FALSE
2/18/2013,16.61,No,4.61,No,FALSE
2/19/2013,16.6,No,4.82,No,FALSE
2/20/2013,16.56,No,4.68,No,FALSE
2/21/2013,16.53,No,4.43,No,FALSE
2/22/2013,16.44,No,4.37,No,FALSE
2/23/2013,16.38,No,4.37,No,FALSE
2/24/2013,16.27,No,4.14,No,FALSE
2/25/2013,16.12,No,4.11,No,FALSE
2/26/2013,16.03,No,4.03,No,FALSE
2/27/2013,15.94,No,4,No,FALSE
2/28/2013,15.86,No,3.98,No,FALSE
3/1/2013,15.78,No,3.9,No,FALSE
3/2/2013,15.67,No,3.88,No,FALSE
3/3/2013,15.59,No,4.04,No,FALSE
3/4/2013,15.58,No,4.12,No,FALSE
3/5/2013,15.54,No,4.2,No,FALSE
3/6/2013,15.51,No,4.57,No,FALSE
3/7/2013,15.54,No,4.15,No,FALSE
3/8/2013,15.6,No,4.23,No,FALSE
3/9/2013,15.61,No,4.08,No,FALSE
3/10/2013,15.65,No,3.81,No,FALSE
3/11/2013,15.78,No,3.96,No,FALSE
3/12/2013,16.36,No,4.51,No,FALSE
3/13/2013,16.74,No,4.68,No,FALSE
3/14/2013,16.81,No,4.67,No,FALSE
3/15/2013,16.75,No,4.71,No,FALSE
3/16/2013,16.77,No,4.73,No,FALSE
3/17/2013,16.85,No,4.78,No,FALSE
3/18/2013,16.98,No,4.75,No,FALSE
3/19/2013,16.98,No,4.61,No,FALSE
3/20/2013,16.59,No,4.34,No,FALSE
3/21/2013,16.38,No,4.18,No,FALSE
3/22/2013,16.64,No,4.06,No,FALSE
3/23/2013,16.87,No,4.14,No,FALSE
3/24/2013,16.65,No,4.12,No,FALSE
3/25/2013,16.34,No,4.11,No,FALSE
3/26/2013,16.15,No,4.18,No,FALSE
3/27/2013,16.01,No,4.13,No,FALSE
3/28/2013,15.7,No,3.9,No,FALSE
3/29/2013,15.39,No,3.81,No,FALSE
3/30/2013,15.33,No,3.97,No,FALSE
3/31/2013,15.47,No,4.25,No,FALSE
4/1/2013,16.46,No,4.51,No,FALSE
4/2/2013,17.58,No,4.85,No,FALSE
4/3/2013,18.33,No,5.13,No,FALSE
4/4/2013,18.32,No,5.29,No,FALSE
4/5/2013,18.19,No,5.2,No,FALSE
4/6/2013,17.92,No,4.94,No,FALSE
4/7/2013,18.09,No,4.99,No,FALSE
4/8/2013,18.35,No,5.17,No,FALSE
4/9/2013,18.37,No,4.84,No,FALSE
4/10/2013,18.17,No,4.83,No,FALSE
4/11/2013,17.91,No,4.91,No,FALSE
4/12/2013,17.53,No,4.75,No,FALSE
4/13/2013,17.19,No,4.63,No,FALSE
4/14/2013,16.9,No,4.5,No,FALSE
4/15/2013,16.58,No,4.46,No,FALSE
4/16/2013,16.09,No,3.77,No,FALSE
4/17/2013,15.27,No,3.04,No,FALSE
4/18/2013,14.76,No,2.9,No,FALSE
4/19/2013,14.16,No,2.73,No,FALSE
4/20/2013,13.5,No,2.53,No,FALSE
4/21/2013,13.18,No,2.68,No,FALSE
4/22/2013,12.86,No,2.66,No,FALSE
4/23/2013,12.66,No,2.7,No,FALSE
4/24/2013,12.36,No,3.14,No,FALSE
4/25/2013,12.4,No,3.54,No,FALSE
4/26/2013,12.84,No,3.35,No,FALSE
4/27/2013,13.69,No,3.55,No,FALSE
4/28/2013,14.56,No,3.83,No,FALSE
4/29/2013,15.06,No,3.96,No,FALSE
4/30/2013,15.4,No,4,No,FALSE
5/1/2013,15.69,No,3.76,No,FALSE
5/2/2013,15.38,No,3.54,No,FALSE
5/3/2013,14.86,No,3.29,No,FALSE
5/4/2013,14.43,No,3.27,No,FALSE
5/5/2013,14,No,3.67,No,FALSE
5/6/2013,13.7,No,3.38,No,FALSE
5/7/2013,13.84,No,3.41,No,FALSE
5/8/2013,14.65,No,3.65,No,FALSE
5/9/2013,15.63,No,3.97,No,FALSE
5/10/2013,16.04,No,4.1,No,FALSE
5/11/2013,16.18,No,4.01,No,FALSE
5/12/2013,16.12,No,3.92,No,FALSE
5/13/2013,16.16,No,3.91,No,FALSE
5/14/2013,15.96,No,3.84,No,FALSE
5/15/2013,16.04,No,3.94,No,FALSE
5/16/2013,15.77,No,3.73,No,FALSE
5/17/2013,15.85,No,3.69,No,FALSE
5/18/2013,15.99,No,3.48,No,FALSE
5/19/2013,16.3,No,3.43,No,FALSE
5/20/2013,16.44,No,3.63,No,FALSE
5/21/2013,16.26,No,3.97,No,FALSE
5/22/2013,16.1,No,3.87,No,FALSE
5/23/2013,16.06,No,3.9,No,FALSE
5/24/2013,16.17,No,3.98,No,FALSE
5/25/2013,16.21,No,4.11,No,FALSE
5/26/2013,16.24,No,4.26,No,FALSE
5/27/2013,16.29,No,4.21,No,FALSE
5/28/2013,16.42,No,4.15,No,FALSE
5/29/2013,16.66,No,4.35,No,FALSE
5/30/2013,16.89,No,4.21,No,FALSE
5/31/2013,16.92,No,3.95,No,FALSE
6/1/2013,16.76,No,3.88,No,FALSE
6/2/2013,16.37,No,3.82,No,FALSE
6/3/2013,16.02,No,4.09,No,FALSE
6/4/2013,15.7,No,4.4,No,FALSE
6/5/2013,15.46,No,4.33,No,FALSE
6/6/2013,15.2,No,4.25,No,FALSE
6/7/2013,14.89,No,4.12,No,FALSE
6/8/2013,14.99,No,4.06,No,FALSE
6/9/2013,15.78,No,4.99,No,FALSE
6/10/2013,15.98,No,4.73,No,FALSE
6/11/2013,15.94,No,4.35,No,FALSE
6/12/2013,16.21,No,4.36,No,FALSE
6/13/2013,16.54,No,4.3,No,FALSE
6/14/2013,16.62,No,3.98,No,FALSE
6/15/2013,16.35,No,3.95,No,FALSE
6/16/2013,16.04,No,3.84,No,FALSE
6/17/2013,15.93,No,3.8,No,FALSE
6/18/2013,15.87,No,3.93,No,FALSE
6/19/2013,16.02,No,4.08,No,FALSE
6/20/2013,15.86,No,3.95,No,FALSE
6/21/2013,15.68,No,4.06,No,FALSE
6/22/2013,15.68,No,4.24,No,FALSE
6/23/2013,15.81,No,4.65,No,FALSE
6/24/2013,16.04,No,4.68,No,FALSE
6/25/2013,16.33,No,4.72,No,FALSE
6/26/2013,16.78,No,4.97,No,FALSE
6/27/2013,17.75,No,5.23,No,FALSE
6/28/2013,18.68,No,5.44,No,FALSE
6/29/2013,18.75,No,5.45,No,FALSE
6/30/2013,18.43,No,5.4,No,FALSE
7/1/2013,18.14,No,5.34,No,FALSE
7/2/2013,17.99,No,5.35,No,FALSE
7/3/2013,17.85,No,5.48,No,FALSE
7/4/2013,17.58,No,5.39,No,FALSE
7/5/2013,17.34,No,5.44,No,FALSE
7/6/2013,17.39,No,5.52,No,FALSE
7/7/2013,17.57,No,5.6,No,FALSE
7/8/2013,17.56,No,5.52,No,FALSE
7/9/2013,17.56,No,5.3,No,FALSE
7/10/2013,17.62,No,5.29,No,FALSE
7/11/2013,17.61,No,5.3,No,FALSE
7/12/2013,17.49,No,5.17,No,FALSE
7/13/2013,17.46,No,5.03,No,FALSE
7/14/2013,17.5,No,5.04,No,FALSE
7/15/2013,17.63,No,5.19,No,FALSE
7/16/2013,17.55,No,5.28,No,FALSE
7/17/2013,17.49,No,5.09,No,FALSE
7/18/2013,17.55,No,5.15,No,FALSE
7/19/2013,17.63,No,5.34,No,FALSE
7/20/2013,17.67,No,5.51,No,FALSE
7/21/2013,17.74,No,5.72,No,FALSE
7/22/2013,17.8,No,5.77,No,FALSE
7/23/2013,17.9,No,5.63,No,FALSE
7/24/2013,17.87,No,5.52,No,FALSE
7/25/2013,17.87,No,5.5,No,FALSE
7/26/2013,17.94,No,5.43,No,FALSE
7/27/2013,17.98,No,5.34,No,FALSE
7/28/2013,17.91,No,5.34,No,FALSE
7/29/2013,17.98,No,5.45,No,FALSE
7/30/2013,17.97,No,5.32,No,FALSE
7/31/2013,17.65,No,5.28,No,FALSE
8/1/2013,17.52,No,5.2,No,FALSE
8/2/2013,17.6,No,5.14,No,FALSE
8/3/2013,17.63,No,5.21,No,FALSE
8/4/2013,17.54,No,5.23,No,FALSE
8/5/2013,17.5,No,5.1,No,FALSE
8/6/2013,17.52,No,5.11,No,FALSE
8/7/2013,17.51,No,5.17,No,FALSE
8/8/2013,17.51,No,5.01,No,FALSE
8/9/2013,17.52,No,4.9,No,FALSE
8/10/2013,17.5,No,5.04,No,FALSE
8/11/2013,17.51,No,4.98,No,FALSE
8/12/2013,17.57,No,5.02,No,FALSE
8/13/2013,17.7,No,5.03,No,FALSE
8/14/2013,17.76,No,5.07,No,FALSE
8/15/2013,17.83,No,5.23,No,FALSE
8/16/2013,17.99,No,5.42,No,FALSE
8/17/2013,18.17,No,5.53,No,FALSE
8/18/2013,18.31,No,5.63,No,FALSE
8/19/2013,18.14,No,5.59,No,FALSE
8/20/2013,17.9,No,5.67,No,FALSE
8/21/2013,17.96,No,5.72,No,FALSE
8/22/2013,18.17,No,5.7,No,FALSE
8/23/2013,18.37,No,5.66,No,FALSE
8/24/2013,18.45,No,5.64,No,FALSE
8/25/2013,18.47,No,5.61,No,FALSE
8/26/2013,18.38,No,5.53,No,FALSE
8/27/2013,18.31,No,5.45,No,FALSE
8/28/2013,18.21,No,5.4,No,FALSE
8/29/2013,18.19,No,5.32,No,FALSE
8/30/2013,18.12,No,5.22,No,FALSE
8/31/2013,18,No,5.22,No,FALSE
9/1/2013,17.83,No,5.2,No,FALSE
9/2/2013,17.64,No,5.14,No,FALSE
9/3/2013,17.46,No,5.06,No,FALSE
9/4/2013,17.42,No,5.03,No,FALSE
9/5/2013,17.45,No,5.06,No,FALSE
9/6/2013,17.53,No,5,No,FALSE
9/7/2013,17.52,No,4.98,No,FALSE
9/8/2013,17.5,No,5.03,No,FALSE
9/9/2013,17.37,No,5,No,FALSE
9/10/2013,17.25,No,5.1,No,FALSE
9/11/2013,17.17,No,5.04,No,FALSE
9/12/2013,16.91,No,4.67,No,FALSE
9/13/2013,16.61,No,4.5,No,FALSE
9/14/2013,16.42,No,4.51,No,FALSE
9/15/2013,16.4,No,4.57,No,FALSE
9/16/2013,16.42,No,4.49,No,FALSE
9/17/2013,16.35,No,4.39,No,FALSE
9/18/2013,16.21,No,4.05,No,FALSE
9/19/2013,16.09,No,3.96,No,FALSE
9/20/2013,15.82,No,4.01,No,FALSE
9/21/2013,15.56,No,3.98,No,FALSE
9/22/2013,15.57,No,3.93,No,FALSE
9/23/2013,15.69,No,3.95,No,FALSE
9/24/2013,15.72,No,3.92,No,FALSE
9/25/2013,15.59,No,3.81,No,FALSE
9/26/2013,15.48,No,3.5,No,FALSE
9/27/2013,15.4,No,3.11,No,FALSE
9/28/2013,15.4,No,3.28,No,FALSE
9/29/2013,15.36,No,3.47,No,FALSE
9/30/2013,15.11,No,3.43,No,FALSE
10/1/2013,14.93,No,3.38,No,FALSE
10/2/2013,14.64,No,3.26,No,FALSE
10/3/2013,14.5,No,3.02,No,FALSE
10/4/2013,14.45,No,2.85,No,FALSE
10/5/2013,14.36,No,2.85,No,FALSE
10/6/2013,14.29,No,2.96,No,FALSE
10/7/2013,14.26,No,3.19,No,FALSE
10/8/2013,14.25,No,3.36,No,FALSE
10/9/2013,14.2,No,3.53,No,FALSE
10/10/2013,14.05,No,3.46,No,FALSE
10/11/2013,13.95,No,3.24,No,FALSE
10/12/2013,13.85,No,3.15,No,FALSE
10/13/2013,13.75,No,3.08,No,FALSE
10/14/2013,13.61,No,2.72,No,FALSE
10/15/2013,13.52,No,2.7,No,FALSE
10/16/2013,13.47,No,2.76,No,FALSE
10/17/2013,13.38,No,2.91,No,FALSE
10/18/2013,13.22,No,3,No,FALSE
10/19/2013,13.05,No,2.95,No,FALSE
10/20/2013,12.8,No,2.95,No,FALSE
10/21/2013,12.61,No,3.04,No,FALSE
10/22/2013,12.64,No,3.01,No,FALSE
10/23/2013,12.66,No,3.06,No,FALSE
10/24/2013,12.77,No,3.2,No,FALSE
10/25/2013,12.52,No,2.9,No,FALSE
10/26/2013,12.36,No,2.59,No,FALSE
10/27/2013,12.44,No,2.9,No,FALSE
10/28/2013,12.99,No,3.32,No,FALSE
10/29/2013,13.19,No,2.95,No,FALSE
10/30/2013,13.43,No,2.96,No,FALSE
10/31/2013,13.75,No,2.95,No,FALSE
11/1/2013,14.08,No,3,No,FALSE
11/2/2013,14.51,No,3.32,No,FALSE
11/3/2013,14.8,No,3.37,No,FALSE
11/4/2013,14.78,No,3.41,No,FALSE
11/5/2013,14.64,No,3.41,No,FALSE
11/6/2013,14.51,No,3.32,No,FALSE
11/7/2013,14.45,No,3.36,No,FALSE
11/8/2013,14.44,No,3.35,No,FALSE
11/9/2013,14.26,No,3.16,No,FALSE
11/10/2013,14.15,No,3.11,No,FALSE
11/11/2013,14.05,No,3.05,No,FALSE
11/12/2013,13.93,No,2.96,No,FALSE
11/13/2013,13.81,No,2.92,No,FALSE
11/14/2013,13.75,No,3.1,No,FALSE
11/15/2013,13.72,No,3.21,No,FALSE
11/16/2013,13.7,No,3.22,No,FALSE
11/17/2013,13.67,No,3.15,No,FALSE
11/18/2013,13.67,No,3.16,No,FALSE
11/19/2013,13.68,No,3.18,No,FALSE
11/20/2013,13.7,No,3.37,No,FALSE
11/21/2013,13.79,No,3.25,No,FALSE
11/22/2013,14.13,No,2.99,No,FALSE
11/23/2013,14.23,No,3,No,FALSE
11/24/2013,14.22,No,2.85,No,FALSE
11/25/2013,14.1,No,2.63,No,FALSE
11/26/2013,13.87,No,2.56,No,FALSE
11/27/2013,13.68,No,2.71,No,FALSE
11/28/2013,13.57,No,2.97,No,FALSE
11/29/2013,13.51,No,2.95,No,FALSE
11/30/2013,13.5,No,2.93,No,FALSE
12/1/2013,13.55,No,3.01,No,FALSE
12/2/2013,13.57,No,3.2,No,FALSE
12/3/2013,13.56,No,3.6,No,FALSE
12/4/2013,13.54,No,2.9,No,FALSE
12/5/2013,13.49,No,2.5,No,FALSE
12/6/2013,13.38,No,2.68,No,FALSE
12/7/2013,13.48,No,2.91,No,FALSE
12/8/2013,13.59,No,2.37,No,FALSE
12/9/2013,13.64,No,2.23,No,FALSE
12/10/2013,13.63,No,2.3,No,FALSE
12/11/2013,13.56,No,2.56,No,FALSE
12/12/2013,13.53,No,2.66,No,FALSE
12/13/2013,13.61,No,2.87,No,FALSE
12/14/2013,13.57,No,2.89,No,FALSE
12/15/2013,13.62,No,2.86,No,FALSE
12/16/2013,13.62,No,3.01,No,FALSE
12/17/2013,13.6,No,3.11,No,FALSE
12/18/2013,13.65,No,3.3,No,FALSE
12/19/2013,13.69,No,3.31,No,FALSE
12/20/2013,13.61,No,3.14,No,FALSE
12/21/2013,13.56,No,3.06,No,FALSE
12/22/2013,13.61,No,2.87,No,FALSE
12/23/2013,13.57,No,2.69,No,FALSE
12/24/2013,13.56,No,2.67,No,FALSE
12/25/2013,13.52,No,2.64,No,FALSE
12/26/2013,13.49,No,2.69,No,FALSE
12/27/2013,13.49,No,2.8,No,FALSE
12/28/2013,13.49,No,3.06,No,FALSE
12/29/2013,13.52,No,3.19,No,FALSE
12/30/2013,13.51,No,3.21,No,FALSE
12/31/2013,13.56,No,3.3,No,FALSE
1/1/2014,13.58,No,3.34,No,FALSE
1/2/2014,13.54,No,3.28,No,FALSE
1/3/2014,13.46,No,3.25,No,FALSE
1/4/2014,13.42,No,3.24,No,FALSE
1/5/2014,13.39,No,3.09,No,FALSE
1/6/2014,13.3,No,2.86,No,FALSE
1/7/2014,13.27,No,2.78,No,FALSE
1/8/2014,13.03,No,2.72,No,FALSE
1/9/2014,12.73,No,2.63,No,FALSE
1/10/2014,12.65,No,2.49,No,FALSE
1/11/2014,12.57,No,2.58,No,FALSE
1/12/2014,12.48,No,2.49,No,FALSE
1/13/2014,12.48,No,2.37,No,FALSE
1/14/2014,12.58,No,2.43,No,FALSE
1/15/2014,12.66,No,2.47,No,FALSE
1/16/2014,12.6,No,2.54,No,FALSE
1/17/2014,12.4,No,2.54,No,FALSE
1/18/2014,12.16,No,2.51,No,FALSE
1/19/2014,12.06,No,2.5,No,FALSE
1/20/2014,12.12,No,2.44,No,FALSE
1/21/2014,11.99,No,2.25,No,FALSE
1/22/2014,11.92,No,2.2,No,FALSE
1/23/2014,11.92,No,2.34,No,FALSE
1/24/2014,11.96,No,2.43,No,FALSE
1/25/2014,11.94,No,2.46,No,FALSE
1/26/2014,11.97,No,2.7,No,FALSE
1/27/2014,12,No,2.9,No,FALSE
1/28/2014,11.99,No,2.87,No,FALSE
1/29/2014,12.06,No,2.88,No,FALSE
1/30/2014,12.31,No,3.03,No,FALSE
1/31/2014,12.68,No,3.09,No,FALSE
2/1/2014,12.91,No,2.84,No,FALSE
2/2/2014,12.81,No,2.74,No,FALSE
2/3/2014,12.65,No,2.69,No,FALSE
2/4/2014,12.6,No,2.54,No,FALSE
2/5/2014,12.59,No,2.42,No,FALSE
2/6/2014,12.89,No,2.58,No,FALSE
2/7/2014,13.25,No,2.95,No,FALSE
2/8/2014,13.61,No,3.53,No,FALSE
2/9/2014,14.73,No,4.4,No,FALSE
2/10/2014,17.9,No,5.72,No,FALSE
2/11/2014,20.83,No,6.65,No,FALSE
2/12/2014,21.49,No,6.86,No,FALSE
2/13/2014,19.15,No,5.72,No,FALSE
2/14/2014,16.93,No,4.53,No,FALSE
2/15/2014,16.14,No,3.97,No,FALSE
2/16/2014,15.9,No,3.78,No,FALSE
2/17/2014,15.56,No,3.46,No,FALSE
2/18/2014,15.28,No,3.24,No,FALSE
2/19/2014,15.05,No,3.11,No,FALSE
2/20/2014,14.65,No,2.83,No,FALSE
2/21/2014,14.33,No,2.82,No,FALSE
2/22/2014,13.94,No,2.85,No,FALSE
2/23/2014,13.52,No,2.92,No,FALSE
2/24/2014,13.35,No,2.89,No,FALSE
2/25/2014,13.27,No,3.06,No,FALSE
2/26/2014,13.23,No,3.21,No,FALSE
2/27/2014,13.3,No,3.51,No,FALSE
2/28/2014,14,No,3.78,No,FALSE
3/1/2014,17.77,No,5.02,No,FALSE
3/2/2014,20.37,No,6.32,No,FALSE
3/3/2014,20.86,No,6.29,No,FALSE
3/4/2014,19.53,No,5.75,No,FALSE
3/5/2014,20.7,No,5.87,No,FALSE
3/6/2014,23.91,No,7.76,No,FALSE
3/7/2014,23.57,No,8.14,No,FALSE
3/8/2014,22.85,No,7.44,No,FALSE
3/9/2014,21.59,No,6.58,No,FALSE
3/10/2014,19.64,No,5.68,No,FALSE
3/11/2014,19.45,No,4.84,No,FALSE
3/12/2014,23.09,No,6.11,No,FALSE
3/13/2014,21.95,No,6.55,No,FALSE
3/14/2014,19.64,No,5.65,No,FALSE
3/15/2014,17.7,No,4.49,No,FALSE
3/16/2014,16.6,No,3.73,No,FALSE
3/17/2014,15.88,No,3.5,No,FALSE
3/18/2014,15.28,No,3.17,No,FALSE
3/19/2014,14.54,No,3.07,No,FALSE
3/20/2014,14,No,2.95,No,FALSE
3/21/2014,13.8,No,3.08,No,FALSE
3/22/2014,13.73,No,3.1,No,FALSE
3/23/2014,13.79,No,3.05,No,FALSE
3/24/2014,13.78,No,2.97,No,FALSE
3/25/2014,13.65,No,3.03,No,FALSE
3/26/2014,13.52,No,3.13,No,FALSE
3/27/2014,13.68,No,3.06,No,FALSE
3/28/2014,13.8,No,2.96,No,FALSE
3/29/2014,14.03,No,3.22,No,FALSE
3/30/2014,14.3,No,3.42,No,FALSE
3/31/2014,17.42,No,4.02,No,FALSE
4/1/2014,19.73,No,5.39,No,FALSE
4/2/2014,19.23,No,5.65,No,FALSE
4/3/2014,19.31,No,5.42,No,FALSE
4/4/2014,18.83,No,5.22,No,FALSE
4/5/2014,17.82,No,4.6,No,FALSE
4/6/2014,16.83,No,3.88,No,FALSE
4/7/2014,16.06,No,3.39,No,FALSE
4/8/2014,15.45,No,3.14,No,FALSE
4/9/2014,15.24,No,3.29,No,FALSE
4/10/2014,14.95,No,3.22,No,FALSE
4/11/2014,14.81,No,3.29,No,FALSE
4/12/2014,14.78,No,3.64,No,FALSE
4/13/2014,14.68,No,3.49,No,FALSE
4/14/2014,14.53,No,3.33,No,FALSE
4/15/2014,14.26,No,3.25,No,FALSE
4/16/2014,13.89,No,3.13,No,FALSE
4/17/2014,13.41,No,3.12,No,FALSE
4/18/2014,13.12,No,3.14,No,FALSE
4/19/2014,13.23,No,3.27,No,FALSE
4/20/2014,13.19,No,2.93,No,FALSE
4/21/2014,13.25,No,2.99,No,FALSE
4/22/2014,13.28,No,3.28,No,FALSE
4/23/2014,13.13,No,2.88,No,FALSE
4/24/2014,12.89,No,2.83,No,FALSE
4/25/2014,12.74,No,2.88,No,FALSE
4/26/2014,12.63,No,2.93,No,FALSE
4/27/2014,12.58,No,2.88,No,FALSE
4/28/2014,12.58,No,2.74,No,FALSE
4/29/2014,12.54,No,2.56,No,FALSE
4/30/2014,12.4,No,2.63,No,FALSE
5/1/2014,12.28,No,2.76,No,FALSE
5/2/2014,12.02,No,2.73,No,FALSE
5/3/2014,11.82,No,2.85,No,FALSE
5/4/2014,11.76,No,2.85,No,FALSE
5/5/2014,11.73,No,2.68,No,FALSE
5/6/2014,11.62,No,2.32,No,FALSE
5/7/2014,11.45,No,2.18,No,FALSE
5/8/2014,11.2,No,2.21,No,FALSE
5/9/2014,11.3,No,2.3,No,FALSE
5/10/2014,11.51,No,2.31,No,FALSE
5/11/2014,11.53,No,2.07,No,FALSE
5/12/2014,11.59,No,2.25,No,FALSE
5/13/2014,11.57,No,2.34,No,FALSE
5/14/2014,11.45,No,2.41,No,FALSE
5/15/2014,11.22,No,2.61,No,FALSE
5/16/2014,11.13,No,2.86,No,FALSE
5/17/2014,11.2,No,3.09,No,FALSE
5/18/2014,11.24,No,3.16,No,FALSE
5/19/2014,11.48,No,3.14,No,FALSE
5/20/2014,11.85,No,2.96,No,FALSE
5/21/2014,11.78,No,2.66,No,FALSE
5/22/2014,11.79,No,2.71,No,FALSE
5/23/2014,11.79,No,2.8,No,FALSE
5/24/2014,11.87,No,2.91,No,FALSE
5/25/2014,12.06,No,2.98,No,FALSE
5/26/2014,12.2,No,3.04,No,FALSE
5/27/2014,12.4,No,3.13,No,FALSE
5/28/2014,12.5,No,3.03,No,FALSE
5/29/2014,12.76,No,3.05,No,FALSE
5/30/2014,13.04,No,3.28,No,FALSE
5/31/2014,12.84,No,3.21,No,FALSE
6/1/2014,12.78,No,3.16,No,FALSE
6/2/2014,13.03,No,3.43,No,FALSE
6/3/2014,13.25,No,3.24,No,FALSE
6/4/2014,13.23,No,3,No,FALSE
6/5/2014,13.21,No,3.03,No,FALSE
