Date,Conductivity,Temperature,Turbidity,DO,pH,Chl
6/28/2019 20:56,457,23.5,,6.35,8.07,4.06
6/28/2019 21:11,458,23.4,,6.53,8.09,4.36
6/28/2019 21:26,456,23.4,,6.55,8.09,4.62
6/28/2019 21:41,451,23.3,,6.49,8.09,5.59
6/28/2019 21:56,444,23.3,,6.55,8.11,5.16
6/28/2019 22:11,437,23.3,,6.65,8.12,4
6/28/2019 22:26,426,23.2,,6.8,8.16,4.33
6/28/2019 22:41,417,23.1,,6.91,8.19,4.89
6/28/2019 22:56,412,23,,6.94,8.2,3.91
6/28/2019 23:11,407,22.9,,7.05,8.22,3.71
6/28/2019 23:26,394,22.7,,7.08,8.23,4.6
6/28/2019 23:41,384,22.5,,7.24,8.29,3.53
6/28/2019 23:56,373,22.4,,7.42,8.34,3.3
6/29/2019 0:11,360,22.2,,7.43,8.38,3.27
6/29/2019 0:26,349,22,,7.61,8.44,3.01
6/29/2019 0:41,343,22,,7.64,8.47,3.55
6/29/2019 0:56,337,22,,7.91,8.57,2.8
6/29/2019 1:11,329,22,,8.01,8.59,3.04
6/29/2019 1:26,322,22,,8.15,8.66,2.26
6/29/2019 1:41,315,21.9,,8.18,8.68,2.28
6/29/2019 1:56,307,21.9,,8.14,8.68,2.5
6/29/2019 2:11,299,21.8,,8.09,8.69,2.36
6/29/2019 2:26,293,21.8,,8.07,8.69,2.15
6/29/2019 2:41,295,21.7,,8.03,8.7,2.14
6/29/2019 2:56,293,21.7,,7.91,8.67,2.33
6/29/2019 3:11,292,21.7,,7.74,8.68,2.07
6/29/2019 3:26,293,21.6,,7.51,8.66,3.19
6/29/2019 3:41,295,21.6,,7.79,8.67,2.8
6/29/2019 3:56,293,21.6,,7.72,8.67,2.01
6/29/2019 4:11,291,21.6,,7.69,8.63,2.12
6/29/2019 4:26,291,21.6,,7.61,8.62,2.72
6/29/2019 4:41,291,21.6,,7.7,8.64,2.25
6/29/2019 4:56,293,21.6,,7.51,8.45,
6/29/2019 5:11,298,21.6,,7.13,8.27,
6/29/2019 5:26,304,21.6,,7.55,8.6,3.3
6/29/2019 5:41,308,21.6,,7.61,8.57,2.37
6/29/2019 5:56,306,21.6,,7.75,8.58,2.42
6/29/2019 6:11,313,21.6,,7.67,8.55,2.46
6/29/2019 6:26,316,21.7,,7.39,8.37,2.76
6/29/2019 6:41,316,21.6,,7.56,8.5,2.61
6/29/2019 6:56,318,21.6,,7.51,8.49,2.57
6/29/2019 7:11,322,21.6,,7.37,8.43,2.75
6/29/2019 7:26,327,21.6,,7.25,8.4,2.83
6/29/2019 7:41,333,21.7,,7.23,8.38,2.7
6/29/2019 7:56,339,21.8,,7.17,8.34,2.94
6/29/2019 8:11,346,21.8,,6.95,8.27,5.52
6/29/2019 8:26,354,22,,6.96,8.26,3.05
6/29/2019 8:41,361,22,,6.9,8.24,3.22
6/29/2019 8:56,369,22.2,,6.8,8.2,3.65
6/29/2019 9:11,377,22.3,,6.63,8.16,4.22
6/29/2019 9:26,384,22.4,,6.55,8.15,3.64
6/29/2019 9:41,393,22.5,,6.47,8.12,4.06
6/29/2019 9:56,404,22.6,,6.29,8.09,5.47
6/29/2019 10:11,412,22.7,,6.04,8.02,7.32
6/29/2019 10:26,419,22.8,,6.05,8.04,7.42
6/29/2019 10:41,433,22.9,,5.91,8.01,6.61
6/29/2019 10:56,440,23,,5.33,7.97,6.3
6/29/2019 11:11,449,23.1,,5.6,7.96,6.67
6/29/2019 11:26,458,23.3,,6.19,8,5.47
6/29/2019 11:41,465,23.4,,6.25,8.02,6.51
6/29/2019 11:56,468,23.4,,6.28,8.05,6.44
6/29/2019 12:11,467,23.4,,6.15,8.06,4.85
6/29/2019 12:26,464,23.5,,6.37,8.06,6.52
6/29/2019 12:41,454,23.4,,6.35,8.06,
6/29/2019 12:56,446,23.3,,6.38,8.04,7.12
6/29/2019 13:11,437,23.3,,6.34,8.04,6.22
6/29/2019 13:26,430,23.2,,6.16,8,5.58
6/29/2019 13:41,425,23.1,,6.23,8.06,5.56
6/29/2019 13:56,419,23.1,,6.37,8.15,4.8
6/29/2019 14:11,411,23.1,,6.46,8.14,5.31
6/29/2019 14:26,405,23.1,,6.58,8.18,4.98
6/29/2019 14:41,400,23.1,,6.62,8.19,5.73
6/29/2019 14:56,390,23.1,,6.76,8.23,4.37
6/29/2019 15:11,386,23.1,,6.95,8.27,4.45
6/29/2019 15:26,380,23,,7.07,8.31,3.6
6/29/2019 15:41,374,23,,7.09,8.32,3.76
6/29/2019 15:56,369,23,,7.04,8.35,
6/29/2019 16:11,363,23,,7.02,8.36,4.27
6/29/2019 16:26,363,22.9,,6.9,8.34,3.74
6/29/2019 16:41,359,22.9,,6.28,8.31,4.06
6/29/2019 16:56,355,22.8,,6.85,8.37,3.68
6/29/2019 17:11,352,22.9,,7.12,8.36,5.26
6/29/2019 17:26,352,23,,7.15,8.38,2.45
6/29/2019 17:41,350,23,,7.16,8.34,4.25
6/29/2019 17:56,354,23,,7.1,8.34,4.83
6/29/2019 18:11,353,23,,6.98,8.33,4.59
6/29/2019 18:26,351,23,,7.09,8.34,3.38
6/29/2019 18:41,351,23,,6.95,8.32,2.95
6/29/2019 18:56,352,23,,7.19,8.32,3.62
6/29/2019 19:11,354,23,,7.05,8.31,2.98
6/29/2019 19:26,356,22.9,,6.9,8.28,4.38
6/29/2019 19:41,361,22.9,,6.76,8.26,3.37
6/29/2019 19:56,364,22.9,,6.61,8.23,4.33
6/29/2019 20:11,366,22.9,,6.53,8.21,3.86
6/29/2019 20:26,374,22.9,,6.23,8.17,4.01
6/29/2019 20:41,379,22.9,,6.03,8.1,6.44
6/29/2019 20:56,381,22.9,,5.69,8.07,4.74
6/29/2019 21:11,388,22.9,,5.51,8.06,5.41
6/29/2019 21:26,393,22.9,,5.34,8,4.29
6/29/2019 21:41,398,23,,5.36,8.03,4.55
6/29/2019 21:56,403,23,,6.33,8.11,4.04
6/29/2019 22:11,402,22.9,,6.58,8.13,3.56
6/29/2019 22:26,398,22.9,,6.57,8.15,3.77
6/29/2019 22:41,393,22.9,,6.8,8.17,3.58
6/29/2019 22:56,389,22.9,,6.9,8.2,3.35
6/29/2019 23:11,382,22.8,,6.98,8.23,3.32
6/29/2019 23:26,377,22.8,,7.1,8.26,3.25
6/29/2019 23:41,370,22.7,,7.17,8.3,3.3
6/29/2019 23:56,366,22.6,,7.27,8.35,3.03
6/30/2019 0:11,361,22.6,,7.39,8.36,3.22
6/30/2019 0:26,356,22.5,,7.33,8.39,3.16
6/30/2019 0:41,348,22.4,,7.48,8.44,2.95
6/30/2019 0:56,338,22.3,,7.43,8.43,3.11
6/30/2019 1:11,340,22.2,,7.33,8.49,3.15
6/30/2019 1:26,327,22.1,,7.53,8.52,2.49
6/30/2019 1:41,325,22,,7.7,8.56,2.9
6/30/2019 1:56,319,22,,7.7,8.58,2.4
6/30/2019 2:11,310,21.9,,7.89,8.61,2.28
6/30/2019 2:26,306,21.8,,7.84,8.6,2.17
6/30/2019 2:41,297,21.8,,7.77,8.58,
6/30/2019 2:56,296,21.7,,7.52,8.57,2.42
6/30/2019 3:11,291,21.7,,7.45,8.56,2.25
6/30/2019 3:26,287,21.6,,7.38,8.51,3.41
6/30/2019 3:41,284,21.6,,7.02,8.42,6.66
6/30/2019 3:56,285,21.6,,6.66,8.42,2.37
6/30/2019 4:11,290,21.5,,7.16,8.44,2.38
6/30/2019 4:26,284,21.5,,7.37,8.48,2.74
6/30/2019 4:41,284,21.5,,6.9,8.27,3.93
6/30/2019 4:56,292,21.5,,7.35,8.49,2.19
6/30/2019 5:11,287,21.5,,7.46,8.48,2.5
6/30/2019 5:26,287,21.5,,7.53,8.51,2.56
6/30/2019 5:41,290,21.5,,7.49,8.53,2.13
6/30/2019 5:56,291,21.5,,7.45,8.52,2.22
6/30/2019 6:11,294,21.6,,7.48,8.5,2.77
6/30/2019 6:26,295,21.6,,7.5,8.52,2.36
6/30/2019 6:41,298,21.6,,7.5,8.51,2.32
6/30/2019 6:56,301,21.7,,7.44,8.49,3.75
6/30/2019 7:11,305,21.7,,7.39,8.5,2.45
6/30/2019 7:26,309,21.7,,7.43,8.5,2.53
6/30/2019 7:41,313,21.8,,7.38,8.48,2.25
6/30/2019 7:56,316,21.8,,7.27,8.44,2.47
6/30/2019 8:11,320,21.9,,7.08,8.39,2.73
6/30/2019 8:26,323,22,,7.27,8.41,2.56
6/30/2019 8:41,328,22.1,,7.14,8.37,2.62
6/30/2019 8:56,331,22.2,,7.16,8.36,2.75
6/30/2019 9:11,336,22.2,,7.09,8.34,2.72
6/30/2019 9:26,340,22.3,,6.98,8.29,2.88
6/30/2019 9:41,347,22.4,,6.89,8.27,5.48
6/30/2019 9:56,351,22.5,,6.82,8.26,2.84
6/30/2019 10:11,357,22.5,,6.51,8.18,5.18
6/30/2019 10:26,362,22.6,,6.55,8.18,6.35
6/30/2019 10:41,368,22.7,,6.48,8.13,6.25
6/30/2019 10:56,372,22.9,,6.21,8.1,
6/30/2019 11:11,379,23,,6.07,8.07,4.27
6/30/2019 11:26,387,23.1,,5.97,7.99,6.25
6/30/2019 11:41,391,23.3,,5.43,7.94,5.82
6/30/2019 11:56,400,23.4,,4.93,7.92,6.13
6/30/2019 12:11,409,23.5,,6.16,8,5.75
6/30/2019 12:26,414,23.7,,6.02,8,5.86
6/30/2019 12:41,417,23.8,,5.99,8.05,4.85
6/30/2019 12:56,419,23.7,,6.06,8.03,4.52
6/30/2019 13:11,418,23.8,,5.98,8.03,5.63
6/30/2019 13:26,415,23.9,,5.99,8.02,4.77
6/30/2019 13:41,408,24.1,,6.3,7.98,6.69
6/30/2019 13:56,401,24,,6.24,8,7.75
6/30/2019 14:11,397,23.9,,6.49,8.09,4.6
6/30/2019 14:26,391,23.8,,6.51,8.11,
6/30/2019 14:41,381,23.7,,6.73,8.17,5.24
6/30/2019 14:56,374,23.8,,6.89,8.21,4.03
6/30/2019 15:11,370,23.8,,7.06,8.23,4.47
6/30/2019 15:26,364,23.8,,7.11,8.26,4.55
6/30/2019 15:41,360,23.8,,7.35,8.29,4.68
6/30/2019 15:56,356,23.8,,7.23,8.26,5.23
6/30/2019 16:11,349,23.8,,7.38,8.32,4.31
6/30/2019 16:26,345,23.8,,7.68,8.34,4.57
6/30/2019 16:41,338,23.8,,7.79,8.4,6.47
6/30/2019 16:56,336,23.8,,7.71,8.38,5.96
6/30/2019 17:11,333,23.7,,7.7,8.38,3.57
6/30/2019 17:26,328,23.7,,7.65,8.4,5.36
6/30/2019 17:41,326,23.6,,7.12,8.36,3.73
6/30/2019 17:56,325,23.6,,7.27,8.33,6.4
6/30/2019 18:11,325,23.6,,7.34,8.37,
6/30/2019 18:26,329,23.6,,7.4,8.33,
6/30/2019 18:41,329,23.6,,7.42,8.35,4.22
6/30/2019 18:56,328,23.6,,7.37,8.39,
6/30/2019 19:11,331,23.5,,7.22,8.39,
6/30/2019 19:26,331,23.5,,7.44,8.39,5.91
6/30/2019 19:41,334,23.5,,7.4,8.38,3.13
6/30/2019 19:56,335,23.4,,7.37,8.39,3.03
6/30/2019 20:11,340,23.4,,7.25,8.34,3.06
6/30/2019 20:26,342,23.4,,7.01,8.33,3.1
6/30/2019 20:41,344,23.3,,7.01,8.28,7.8
6/30/2019 20:56,347,23.3,,6.58,8.16,
6/30/2019 21:11,349,23.3,,6.64,8.22,
6/30/2019 21:26,352,23.2,,6.63,8.2,
6/30/2019 21:41,356,23.2,,6.38,8.2,
6/30/2019 21:56,357,23.2,,6.15,8.13,3.91
6/30/2019 22:11,365,23.2,,6,8.08,3.8
6/30/2019 22:26,367,23.2,,6.4,8.14,4.88
6/30/2019 22:41,370,23.2,,6.45,8.14,6.83
6/30/2019 22:56,372,23.2,,6.79,8.16,5.51
6/30/2019 23:11,371,23.2,,6.96,8.16,6.15
6/30/2019 23:26,369,23.2,,6.97,8.18,9.13
6/30/2019 23:41,366,23.2,,7.1,8.24,4.02
6/30/2019 23:56,360,23.2,,7.22,8.27,4.1
7/1/2019 0:11,359,23.1,,7.36,8.32,3.1
7/1/2019 0:26,353,23.1,,7.41,8.34,4.95
7/1/2019 0:41,352,23.1,,7.49,8.38,3.68
7/1/2019 0:56,348,23.1,,7.45,8.34,8.21
7/1/2019 1:11,343,23,,7.55,8.36,5.44
7/1/2019 1:26,341,22.9,,7.54,8.4,3.19
7/1/2019 1:41,333,22.8,,7.68,8.42,3.68
7/1/2019 1:56,328,22.6,,7.63,8.41,3.41
7/1/2019 2:11,319,22.4,,7.64,8.42,4.18
7/1/2019 2:26,307,22.3,,7.71,8.44,3.54
7/1/2019 2:41,304,22.2,,7.55,8.43,4.54
7/1/2019 2:56,303,22.1,,7.57,8.45,4.61
7/1/2019 3:11,296,22,,7.6,8.44,
7/1/2019 3:26,288,21.9,,7.84,8.46,4.07
7/1/2019 3:41,282,21.9,,7.73,8.42,4.25
7/1/2019 3:56,280,21.8,,7.75,8.34,5.55
7/1/2019 4:11,279,21.8,,7.36,8.33,5.16
7/1/2019 4:26,278,21.7,,6.86,8.25,4.88
7/1/2019 4:41,278,21.7,,6.61,8.24,5.32
7/1/2019 4:56,281,21.7,,7.09,8.3,5.06
7/1/2019 5:11,280,21.7,,7.19,8.33,2.67
7/1/2019 5:26,280,21.7,,7.42,8.32,
7/1/2019 5:41,279,21.6,,7.49,8.35,2.49
7/1/2019 5:56,278,21.6,,7.4,8.34,2.85
7/1/2019 6:11,279,21.6,,7.49,8.37,2.81
7/1/2019 6:26,281,21.7,,7.51,8.39,4.68
7/1/2019 6:41,283,21.7,,7.5,8.38,2.38
7/1/2019 6:56,281,21.7,,7.52,8.4,2.41
7/1/2019 7:11,285,21.7,,7.53,8.41,2.22
7/1/2019 7:26,289,21.8,,7.49,8.41,2.28
7/1/2019 7:41,292,21.9,,7.46,8.41,2.9
7/1/2019 7:56,295,21.9,,7.31,8.38,2.59
7/1/2019 8:11,297,22,,7.3,8.4,2.44
7/1/2019 8:26,300,22.1,,7.4,8.38,2.69
7/1/2019 8:41,303,22.2,,7.36,8.37,2.69
7/1/2019 8:56,308,22.3,,7.32,8.36,2.52
7/1/2019 9:11,313,22.4,,7.3,8.34,2.72
7/1/2019 9:26,316,22.5,,7.23,8.34,2.71
7/1/2019 9:41,319,22.6,,7.24,8.32,2.82
