Date,Conductivity,Temperature,Turbidity,DO,pH,Chl
7/11/2019 10:30,906,23.7,30.33,6,7.97,8.58
7/11/2019 10:45,905,23.6,31.2,5.79,7.95,9.25
7/11/2019 11:00,904,23.6,30.82,5.69,7.94,8.61
7/11/2019 11:15,903,23.6,33.22,5.66,7.94,8.05
7/11/2019 11:30,902,23.7,35.44,5.74,7.95,8.47
7/11/2019 11:45,901,23.7,35.16,5.65,7.93,8.98
7/11/2019 12:00,904,23.9,34.23,5.78,7.95,9.37
7/11/2019 12:15,907,24,34.09,5.9,7.95,9.37
7/11/2019 12:30,906,24.1,32.25,5.96,7.96,8.67
7/11/2019 12:45,905,24.1,33.69,5.84,7.96,8.99
7/11/2019 13:00,908,24.3,30.93,6.11,7.97,9.07
7/11/2019 13:15,909,24.4,31.21,6.07,7.97,9.05
7/11/2019 13:30,908,24.2,31.87,6.02,7.97,8.66
7/11/2019 13:45,905,24.1,31.79,5.75,7.96,9.5
7/11/2019 14:00,909,24.5,32.76,5.91,7.96,10.15
7/11/2019 14:15,905,23.9,30.85,5.17,7.91,9.88
7/11/2019 14:30,903,24.4,30.88,5.73,7.96,10.21
7/11/2019 14:45,915,25.2,28.88,6.64,8.02,9.79
7/11/2019 15:00,918,25.4,28.86,6.72,8.03,8.92
7/11/2019 15:15,919,25.5,28.09,6.73,8.03,9.61
7/11/2019 15:30,924,25.6,28.88,6.84,8.04,9.31
7/11/2019 15:45,925,25.6,27.86,6.92,8.03,9.86
7/11/2019 16:00,928,25.8,25.6,6.88,8.04,8.92
7/11/2019 16:15,931,25.7,25.46,6.72,8.02,9.95
7/11/2019 16:30,939,25.4,28.94,6.75,8.02,10.08
7/11/2019 16:45,938,25.9,26.51,6.8,8.02,10.11
7/11/2019 17:00,953,26.1,25.97,6.92,8.02,9.74
7/11/2019 17:15,952,26.5,26.19,7.13,8.05,9.72
7/11/2019 17:30,966,26.2,26.71,6.88,8.02,9.7
7/11/2019 17:45,969,26,26.16,6.78,8.01,10.03
7/11/2019 18:00,966,26.3,25.57,6.9,8.03,9.33
7/11/2019 18:15,962,26.5,25.16,6.96,8.04,9.15
7/11/2019 18:30,963,26.4,24.97,6.82,8.03,8.43
7/11/2019 18:45,965,26.3,24.8,6.61,8.01,8.53
7/11/2019 19:00,966,26.2,24.92,6.4,7.99,8.99
7/11/2019 19:15,963,26.2,25.22,6.46,8.01,9.1
7/11/2019 19:30,966,26,25.6,6.21,7.99,9.29
7/11/2019 19:45,968,25.9,25.18,5.98,7.96,8.72
7/11/2019 20:00,967,25.9,24.69,5.99,7.96,9.06
