Date,Flow,Conductivity,Temperature,pH,Turbidity,DO,DO_Sat,fDOM,Nitrogen,Chl-RFU,Phyco,Phyco_RFU,Chl
8/9/2019 10:00,"-72,700  ",133  ,21.7  ,7.5  ,8.0  ,7.9  ,90  ,22.9  ,0.15  ,0.3  ,0.25  ,0.24  ,1.2  
8/9/2019 10:15,"-74,200  ",133  ,21.7  ,7.5  ,8.2  ,7.9  ,90  ,22.4  ,0.15  ,0.3  ,0.20  ,0.20  ,1.2  
8/9/2019 10:30,"-72,000  ",134  ,21.7  ,7.5  ,8.1  ,7.9  ,89  ,23.5  ,0.15  ,0.3  ,0.21  ,0.20  ,1.2  
8/9/2019 10:45,"-69,000  ",133  ,21.8  ,7.5  ,7.1  ,7.9  ,90  ,22.5  ,0.15  ,0.2  ,0.07  ,0.07  ,1.1  
8/9/2019 11:00,"-67,000  ",133  ,21.8  ,7.5  ,7.0  ,7.9  ,90  ,22.7  ,0.15  ,0.3  ,0.22  ,0.21  ,1.3  
8/9/2019 11:15,"-62,100  ",133  ,21.8  ,7.5  ,7.4  ,7.9  ,90  ,23.5  ,0.15  ,0.2  ,0.21  ,0.20  ,1.1  
8/9/2019 11:30,"-57,500  ",133  ,21.8  ,7.5  ,6.9  ,7.9  ,90  ,23.0  ,0.15  ,0.3  ,0.16  ,0.15  ,1.1  
8/9/2019 11:45,"-51,000  ",133  ,21.9  ,7.6  ,7.3  ,7.9  ,90  ,23.9  ,0.15  ,0.3  ,0.15  ,0.15  ,1.2  
8/9/2019 12:00,"-45,200  ",132  ,21.9  ,7.6  ,6.3  ,7.9  ,90  ,22.9  ,0.14  ,0.3  ,0.23  ,0.22  ,1.2  
8/9/2019 12:15,"-38,900  ",132  ,22.0  ,7.6  ,5.6  ,7.9  ,90  ,23.8  ,0.15  ,0.2  ,0.16  ,0.15  ,1.0  
8/9/2019 12:30,"-32,500  ",132  ,22.0  ,7.6  ,4.8  ,7.9  ,91  ,23.3  ,0.15  ,0.3  ,0.13  ,0.13  ,1.2  
8/9/2019 12:45,"-25,500  ",131  ,21.9  ,7.6  ,4.5  ,7.9  ,91  ,22.2  ,0.15  ,0.3  ,0.19  ,0.19  ,1.4  
8/9/2019 13:00,"-16,900  ",131  ,22.0  ,7.6  ,4.6  ,7.9  ,91  ,22.6  ,0.15  ,0.3  ,0.15  ,0.15  ,1.3  
8/9/2019 13:15,"-8,060  ",131  ,22.0  ,7.6  ,4.5  ,7.9  ,91  ,22.1  ,0.15  ,0.3  ,0.16  ,0.15  ,1.4  
8/9/2019 13:30,"2,800  ",131  ,22.0  ,7.6  ,4.0  ,8.0  ,91  ,22.1  ,0.15  ,0.3  ,0.14  ,0.13  ,1.4  
8/9/2019 13:45,"14,400  ",131  ,22.0  ,7.6  ,4.0  ,8.0  ,92  ,21.7  ,0.15  ,0.3  ,0.15  ,0.14  ,1.3  
8/9/2019 14:00,"26,900  ",132  ,22.1  ,7.7  ,4.1  ,8.2  ,94  ,22.2  ,0.15  ,0.3  ,0.25  ,0.24  ,1.3  
8/9/2019 14:15,"38,800  ",132  ,22.1  ,7.7  ,3.8  ,8.2  ,94  ,21.6  ,0.14  ,0.3  ,0.13  ,0.13  ,1.1  
8/9/2019 14:30,"46,100  ",131  ,22.1  ,7.6  ,4.2  ,8.2  ,94  ,21.6  ,0.14  ,0.3  ,0.23  ,0.22  ,1.2  
8/9/2019 14:45,"51,300  ",131  ,22.1  ,7.7  ,5.0  ,8.2  ,94  ,21.5  ,0.14  ,0.3  ,0.26  ,0.25  ,1.1  
8/9/2019 15:00,"58,000  ",132  ,22.1  ,7.6  ,5.0  ,8.2  ,94  ,21.4  ,0.14  ,0.2  ,0.19  ,0.18  ,1.1  
8/9/2019 15:15,"60,500  ",132  ,22.0  ,7.6  ,5.6  ,8.2  ,93  ,21.5  ,0.15  ,0.2  ,0.13  ,0.13  ,1.0  
8/9/2019 15:30,"58,000  ",132  ,22.0  ,7.6  ,6.2  ,8.2  ,94  ,21.4  ,0.15  ,0.3  ,0.13  ,0.13  ,1.1  
8/9/2019 15:45,"57,100  ",132  ,22.0  ,7.6  ,6.3  ,8.2  ,94  ,21.4  ,0.15  ,0.3  ,0.18  ,0.17  ,1.1  
8/9/2019 16:00,"54,800  ",132  ,22.0  ,7.6  ,6.3  ,8.1  ,93  ,21.5  ,0.15  ,0.2  ,0.24  ,0.23  ,0.9  
8/9/2019 16:15,"54,300  ",133  ,22.0  ,7.6  ,6.9  ,8.1  ,93  ,21.4  ,0.15  ,0.3  ,0.13  ,0.12  ,1.2  
8/9/2019 16:30,"52,900  ",133  ,22.0  ,7.7  ,5.6  ,8.2  ,93  ,21.5  ,0.14  ,0.3  ,0.23  ,0.22  ,1.3  
8/9/2019 16:45,"50,000  ",133  ,22.0  ,7.6  ,6.3  ,8.1  ,93  ,21.7  ,0.14  ,0.3  ,0.19  ,0.18  ,1.2  
8/9/2019 17:00,"44,700  ",133  ,22.0  ,7.6  ,5.6  ,8.1  ,93  ,21.6  ,0.14  ,0.2  ,0.17  ,0.17  ,1.0  
8/9/2019 17:15,"39,300  ",134  ,22.0  ,7.7  ,5.7  ,8.1  ,92  ,21.8  ,0.14  ,0.2  ,0.29  ,0.28  ,1.1  
8/9/2019 17:30,"33,400  ",134  ,22.0  ,7.7  ,4.1  ,8.1  ,92  ,21.9  ,0.14  ,0.3  ,0.21  ,0.20  ,1.2  
8/9/2019 17:45,"26,100  ",134  ,22.0  ,7.7  ,4.3  ,8.1  ,92  ,22.0  ,0.14  ,0.3  ,0.11  ,0.11  ,1.1  
8/9/2019 18:00,"17,000  ",134  ,22.0  ,7.7  ,3.5  ,8.0  ,92  ,22.2  ,0.14  ,0.3  ,0.19  ,0.18  ,1.2  
8/9/2019 18:15,"6,500  ",134  ,22.0  ,7.6  ,4.3  ,8.1  ,92  ,22.0  ,0.14  ,0.2  ,0.19  ,0.18  ,1.0  
8/9/2019 18:30,"-6,600  ",134  ,22.0  ,7.6  ,4.7  ,8.0  ,92  ,22.1  ,0.14  ,0.3  ,0.16  ,0.15  ,1.3  
8/9/2019 18:45,"-20,100  ",135  ,22.0  ,7.5  ,6.2  ,8.0  ,91  ,24.1  ,0.16  ,0.3  ,0.19  ,0.18  ,1.1  
8/9/2019 19:00,"-33,900  ",135  ,22.0  ,7.5  ,5.2  ,8.0  ,91  ,23.5  ,0.15  ,0.3  ,0.21  ,0.20  ,1.2  
8/9/2019 19:15,"-43,300  ",135  ,22.0  ,7.5  ,5.8  ,8.0  ,91  ,24.1  ,0.15  ,0.3  ,0.18  ,0.17  ,1.3  
8/9/2019 19:30,"-58,500  ",135  ,22.0  ,7.5  ,8.1  ,8.0  ,91  ,23.2  ,0.15  ,0.3  ,0.15  ,0.14  ,1.4  
8/9/2019 19:45,"-66,800  ",134  ,22.0  ,7.5  ,7.5  ,8.0  ,91  ,23.1  ,0.15  ,0.3  ,0.14  ,0.14  ,1.3  
8/9/2019 20:00,"-72,400  ",132  ,22.0  ,7.5  ,8.1  ,8.1  ,93  ,21.3  ,0.14  ,0.3  ,0.14  ,0.13  ,1.2  
8/9/2019 20:15,"-77,800  ",133  ,22.0  ,7.5  ,7.3  ,8.0  ,91  ,22.4  ,0.16  ,0.3  ,0.16  ,0.16  ,1.3  
8/9/2019 20:30,"-79,600  ",133  ,22.0  ,7.5  ,6.8  ,8.0  ,91  ,22.6  ,0.16  ,0.3  ,0.20  ,0.19  ,1.3  
8/9/2019 20:45,"-81,700  ",133  ,22.0  ,7.5  ,7.7  ,8.0  ,91  ,22.4  ,0.16  ,0.3  ,0.18  ,0.18  ,1.3  
8/9/2019 21:00,"-83,000  ",133  ,22.0  ,7.5  ,7.0  ,8.0  ,91  ,22.6  ,0.16  ,0.3  ,0.19  ,0.18  ,1.3  
8/9/2019 21:15,"-81,700  ",132  ,22.0  ,7.5  ,7.6  ,8.0  ,91  ,22.4  ,0.16  ,0.3  ,0.08  ,0.07  ,1.2  
8/9/2019 21:30,"-78,800  ",132  ,22.0  ,7.5  ,6.9  ,8.0  ,91  ,22.1  ,0.16  ,0.3  ,0.11  ,0.10  ,1.3  
8/9/2019 21:45,"-77,200  ",132  ,22.0  ,7.5  ,6.2  ,8.0  ,91  ,22.3  ,0.16  ,0.3  ,0.19  ,0.18  ,1.2  
8/9/2019 22:00,"-74,500  ",131  ,22.0  ,7.5  ,7.4  ,8.0  ,91  ,21.9  ,0.16  ,0.3  ,0.16  ,0.16  ,1.4  
8/9/2019 22:15,"-70,300  ",131  ,22.0  ,7.5  ,6.4  ,8.0  ,91  ,21.6  ,0.17  ,0.3  ,0.29  ,0.28  ,1.3  
8/9/2019 22:30,"-65,700  ",131  ,22.0  ,7.5  ,6.3  ,8.0  ,91  ,21.8  ,0.17  ,0.4  ,0.25  ,0.24  ,1.5  
8/9/2019 22:45,"-61,900  ",131  ,22.0  ,7.5  ,6.7  ,8.0  ,91  ,21.6  ,0.17  ,0.3  ,0.23  ,0.22  ,1.1  
8/9/2019 23:00,"-58,400  ",131  ,22.0  ,7.5  ,6.7  ,8.0  ,91  ,22.0  ,0.17  ,0.3  ,0.21  ,0.20  ,1.1  
8/9/2019 23:15,"-52,500  ",131  ,22.0  ,7.6  ,5.9  ,8.0  ,91  ,22.1  ,0.17  ,0.3  ,0.24  ,0.23  ,1.4  
8/9/2019 23:30,"-46,400  ",130  ,22.0  ,7.6  ,5.6  ,7.9  ,91  ,22.2  ,0.17  ,0.3  ,0.19  ,0.18  ,1.2  
8/9/2019 23:45,"-40,000  ",130  ,22.0  ,7.6  ,5.0  ,7.9  ,91  ,21.9  ,0.17  ,0.3  ,0.17  ,0.17  ,1.3  
8/10/2019 0:00,"-30,800  ",130  ,22.0  ,7.6  ,4.5  ,7.9  ,91  ,22.7  ,0.18  ,0.4  ,0.19  ,0.18  ,1.6  
8/10/2019 0:15,"-21,800  ",130  ,22.0  ,7.6  ,4.0  ,7.9  ,91  ,22.4  ,0.17  ,0.3  ,0.23  ,0.22  ,1.4  
8/10/2019 0:30,"-6,860  ",130  ,22.0  ,7.6  ,4.2  ,7.9  ,91  ,21.7  ,0.17  ,0.4  ,0.19  ,0.19  ,1.7  
8/10/2019 0:45,"5,370  ",130  ,22.0  ,7.6  ,4.2  ,7.9  ,91  ,21.8  ,0.16  ,0.3  ,0.13  ,0.12  ,1.2  
8/10/2019 1:00,"24,700  ",129  ,22.0  ,7.6  ,3.6  ,8.0  ,91  ,21.0  ,0.16  ,0.3  ,0.23  ,0.22  ,1.4  
8/10/2019 1:15,"44,200  ",130  ,22.0  ,7.6  ,4.2  ,8.0  ,91  ,21.2  ,0.16  ,0.2  ,0.18  ,0.17  ,1.1  
8/10/2019 1:30,"59,700  ",130  ,22.0  ,7.6  ,5.4  ,8.0  ,91  ,20.9  ,0.16  ,0.4  ,0.20  ,0.19  ,1.7  
8/10/2019 1:45,"69,900  ",130  ,22.0  ,7.6  ,5.1  ,8.0  ,91  ,20.8  ,0.15  ,0.4  ,0.21  ,0.20  ,1.6  
8/10/2019 2:00,"78,800  ",130  ,21.9  ,7.6  ,6.5  ,7.9  ,90  ,20.9  ,0.16  ,0.4  ,0.18  ,0.17  ,1.5  
8/10/2019 2:15,"83,300  ",131  ,21.8  ,7.5  ,8.2  ,7.8  ,89  ,20.9  ,0.16  ,0.2  ,0.23  ,0.22  ,1.1  
8/10/2019 2:30,"81,000  ",131  ,21.8  ,7.5  ,6.6  ,7.8  ,89  ,21.2  ,0.16  ,0.3  ,0.22  ,0.21  ,1.1  
8/10/2019 2:45,"82,600  ",131  ,21.8  ,7.5  ,8.2  ,7.8  ,89  ,21.1  ,0.16  ,0.3  ,0.15  ,0.15  ,1.2  
8/10/2019 3:00,"81,900  ",131  ,21.8  ,7.5  ,6.2  ,7.8  ,89  ,21.3  ,0.16  ,0.3  ,0.22  ,0.22  ,1.4  
8/10/2019 3:15,"81,500  ",131  ,21.8  ,7.6  ,5.8  ,7.8  ,89  ,21.4  ,0.16  ,0.2  ,0.17  ,0.17  ,1.1  
8/10/2019 3:30,"80,300  ",131  ,21.8  ,7.6  ,6.2  ,7.8  ,90  ,21.3  ,0.16  ,0.3  ,0.15  ,0.14  ,1.1  
8/10/2019 3:45,"80,700  ",131  ,21.8  ,7.5  ,5.9  ,7.8  ,88  ,21.5  ,0.17  ,0.3  ,0.15  ,0.14  ,1.2  
8/10/2019 4:00,"78,400  ",131  ,21.8  ,7.6  ,6.4  ,7.8  ,89  ,21.4  ,0.16  ,0.3  ,0.27  ,0.26  ,1.2  
8/10/2019 4:15,"78,300  ",132  ,21.8  ,7.5  ,5.6  ,7.7  ,88  ,21.6  ,0.16  ,2.2  ,3.46  ,3.34  ,8.8  
8/10/2019 4:30,"77,100  ",132  ,21.8  ,7.6  ,6.1  ,7.8  ,89  ,21.6  ,0.16  ,0.3  ,0.21  ,0.20  ,1.1  
8/10/2019 4:45,"77,200  ",132  ,21.8  ,7.6  ,7.5  ,7.8  ,89  ,21.7  ,0.16  ,0.3  ,0.15  ,0.14  ,1.2  
8/10/2019 5:00,"75,700  ",132  ,21.7  ,7.5  ,5.0  ,7.7  ,88  ,21.8  ,0.16  ,0.3  ,0.17  ,0.17  ,1.2  
8/10/2019 5:15,"74,200  ",133  ,21.8  ,7.6  ,6.4  ,7.8  ,89  ,22.1  ,0.16  ,0.2  ,0.13  ,0.13  ,1.0  
8/10/2019 5:30,"74,100  ",133  ,21.7  ,7.6  ,6.2  ,7.8  ,88  ,22.1  ,0.16  ,0.2  ,0.18  ,0.17  ,1.0  
8/10/2019 5:45,"72,600  ",134  ,21.7  ,7.6  ,5.4  ,7.8  ,88  ,22.4  ,0.15  ,0.2  ,0.18  ,0.18  ,1.0  
8/10/2019 6:00,"71,900  ",134  ,21.7  ,7.6  ,5.1  ,7.8  ,88  ,22.4  ,0.16  ,0.2  ,0.10  ,0.09  ,1.0  
8/10/2019 6:15,"69,900  ",135  ,21.7  ,7.6  ,5.3  ,7.8  ,89  ,23.0  ,0.15  ,0.3  ,0.26  ,0.25  ,1.2  
8/10/2019 6:30,"67,200  ",134  ,21.6  ,7.6  ,5.0  ,7.7  ,88  ,22.8  ,0.15  ,0.3  ,0.22  ,0.21  ,1.1  
8/10/2019 6:45,"64,900  ",136  ,21.6  ,7.6  ,5.0  ,7.8  ,88  ,23.2  ,0.15  ,0.2  ,0.18  ,0.17  ,1.0  
8/10/2019 7:00,"61,700  ",135  ,21.6  ,7.6  ,5.1  ,7.7  ,88  ,23.0  ,0.15  ,0.3  ,0.20  ,0.19  ,1.3  
8/10/2019 7:15,"59,000  ",137  ,21.6  ,7.6  ,5.2  ,7.8  ,88  ,23.4  ,0.14  ,0.3  ,0.20  ,0.19  ,1.2  
8/10/2019 7:30,"55,500  ",138  ,21.6  ,7.6  ,5.9  ,7.8  ,89  ,23.8  ,0.14  ,0.2  ,0.20  ,0.20  ,1.0  
8/10/2019 7:45,"51,300  ",139  ,21.6  ,7.7  ,6.3  ,7.8  ,89  ,24.0  ,0.14  ,0.3  ,0.16  ,0.16  ,1.1  
8/10/2019 8:00,"44,400  ",139  ,21.6  ,7.7  ,5.9  ,7.8  ,89  ,24.1  ,0.13  ,0.2  ,0.17  ,0.17  ,1.0  
8/10/2019 8:15,"36,900  ",140  ,21.6  ,7.7  ,5.8  ,7.8  ,89  ,24.5  ,0.13  ,0.2  ,0.18  ,0.18  ,1.1  
8/10/2019 8:30,"28,900  ",140  ,21.6  ,7.7  ,5.6  ,7.8  ,89  ,24.4  ,0.13  ,0.2  ,0.15  ,0.14  ,1.0  
8/10/2019 8:45,"16,600  ",140  ,21.6  ,7.7  ,5.5  ,7.8  ,89  ,24.3  ,0.13  ,0.3  ,0.30  ,0.29  ,1.2  
8/10/2019 9:00,583  ,141  ,21.6  ,7.7  ,5.6  ,7.9  ,89  ,24.5  ,0.12  ,0.2  ,0.14  ,0.14  ,0.9  
8/10/2019 9:15,"-16,300  ",141  ,21.6  ,7.6  ,6.3  ,7.8  ,89  ,24.3  ,0.12  ,0.2  ,0.16  ,0.16  ,1.1  
8/10/2019 9:30,"-31,700  ",142  ,21.6  ,7.6  ,7.3  ,7.9  ,89  ,24.3  ,0.12  ,0.3  ,0.19  ,0.18  ,1.2  
8/10/2019 9:45,"-44,900  ",142  ,21.6  ,7.6  ,7.7  ,7.9  ,89  ,26.3  ,0.13  ,0.3  ,0.15  ,0.14  ,1.1  
8/10/2019 10:00,"-56,500  ",142  ,21.6  ,7.6  ,10.2  ,7.9  ,89  ,26.2  ,0.13  ,0.3  ,0.25  ,0.24  ,1.1  
8/10/2019 10:15,"-63,800  ",135  ,21.4  ,7.5  ,8.5  ,7.9  ,89  ,22.4  ,0.13  ,0.3  ,0.27  ,0.26  ,1.4  
8/10/2019 10:30,"-70,500  ",132  ,21.6  ,7.5  ,12.6  ,7.9  ,90  ,22.9  ,0.13  ,0.3  ,0.24  ,0.23  ,1.2  
8/10/2019 10:45,"-73,100  ",135  ,21.6  ,7.5  ,9.3  ,7.9  ,90  ,24.1  ,0.14  ,0.2  ,0.30  ,0.29  ,1.1  
8/10/2019 11:00,"-75,000  ",135  ,21.6  ,7.5  ,8.4  ,7.9  ,90  ,23.0  ,0.13  ,0.2  ,0.20  ,0.20  ,1.0  
8/10/2019 11:15,"-75,900  ",137  ,21.7  ,7.5  ,9.3  ,7.8  ,89  ,26.7  ,0.15  ,0.3  ,0.20  ,0.19  ,1.3  
8/10/2019 11:30,"-75,100  ",137  ,21.7  ,7.5  ,8.8  ,7.8  ,89  ,26.9  ,0.16  ,0.3  ,0.22  ,0.22  ,1.4  
8/10/2019 11:45,"-73,900  ",135  ,21.7  ,7.5  ,7.7  ,7.9  ,90  ,23.0  ,0.14  ,0.3  ,0.19  ,0.19  ,1.2  
8/10/2019 12:00,"-71,700  ",135  ,21.7  ,7.5  ,7.2  ,7.9  ,90  ,23.6  ,0.14  ,0.3  ,0.20  ,0.19  ,1.1  
8/10/2019 12:15,"-68,100  ",135  ,21.8  ,7.5  ,7.3  ,7.9  ,90  ,23.3  ,0.14  ,0.3  ,0.16  ,0.15  ,1.2  
8/10/2019 12:30,"-63,800  ",135  ,21.8  ,7.5  ,7.1  ,7.9  ,90  ,23.2  ,0.15  ,0.3  ,0.23  ,0.22  ,1.1  
8/10/2019 12:45,"-59,200  ",134  ,21.8  ,7.5  ,6.4  ,7.9  ,90  ,22.8  ,0.15  ,0.2  ,0.17  ,0.16  ,1.0  
8/10/2019 13:00,"-54,500  ",134  ,21.9  ,7.6  ,5.5  ,7.9  ,90  ,22.9  ,0.15  ,0.3  ,0.19  ,0.18  ,1.2  
8/10/2019 13:15,"-50,000  ",134  ,21.9  ,7.6  ,5.9  ,7.9  ,90  ,23.6  ,0.15  ,0.3  ,0.20  ,0.19  ,1.4  
8/10/2019 13:30,"-44,300  ",134  ,21.9  ,7.6  ,5.4  ,7.9  ,90  ,23.2  ,0.16  ,0.3  ,0.10  ,0.09  ,1.1  
8/10/2019 13:45,"-36,500  ",134  ,21.9  ,7.6  ,5.8  ,7.9  ,90  ,22.8  ,0.16  ,0.3  ,0.09  ,0.08  ,1.4  
8/10/2019 14:00,"-29,400  ",133  ,21.9  ,7.6  ,5.8  ,7.9  ,90  ,22.8  ,0.15  ,0.3  ,0.17  ,0.17  ,1.2  
8/10/2019 14:15,"-20,900  ",133  ,21.9  ,7.6  ,5.4  ,7.9  ,90  ,22.4  ,0.15  ,0.3  ,0.21  ,0.21  ,1.2  
8/10/2019 14:30,"-13,200  ",133  ,22.0  ,7.6  ,3.5  ,7.9  ,90  ,22.6  ,0.16  ,0.3  ,0.16  ,0.15  ,1.2  
8/10/2019 14:45,"-3,310  ",133  ,22.0  ,7.6  ,4.3  ,8.0  ,91  ,22.7  ,0.15  ,0.3  ,0.24  ,0.24  ,1.2  
8/10/2019 15:00,"8,280  ",133  ,22.0  ,7.6  ,4.0  ,8.0  ,92  ,22.4  ,0.15  ,0.3  ,0.16  ,0.16  ,1.3  
8/10/2019 15:15,"19,800  ",134  ,22.0  ,7.7  ,4.6  ,8.2  ,93  ,22.7  ,0.15  ,0.2  ,0.18  ,0.17  ,1.1  
8/10/2019 15:30,"31,700  ",133  ,22.0  ,7.7  ,4.1  ,8.1  ,93  ,22.2  ,0.15  ,0.3  ,0.14  ,0.13  ,1.2  
8/10/2019 15:45,"40,200  ",133  ,22.0  ,7.6  ,4.2  ,8.1  ,93  ,21.9  ,0.15  ,0.3  ,0.20  ,0.19  ,1.1  
8/10/2019 16:00,"52,800  ",133  ,22.0  ,7.6  ,5.1  ,8.2  ,94  ,21.9  ,0.15  ,0.2  ,0.25  ,0.24  ,1.0  
8/10/2019 16:15,"60,400  ",133  ,22.0  ,7.7  ,5.4  ,8.2  ,94  ,21.9  ,0.14  ,0.3  ,0.14  ,0.13  ,1.1  
8/10/2019 16:30,"59,200  ",133  ,22.0  ,7.6  ,6.6  ,8.2  ,93  ,19.2  ,0.14  ,0.6  ,0.81  ,0.78  ,2.5  
8/10/2019 16:45,"60,200  ",134  ,22.0  ,7.6  ,5.6  ,8.1  ,93  ,21.9  ,0.14  ,0.3  ,0.23  ,0.22  ,1.2  
8/10/2019 17:00,"57,500  ",134  ,22.0  ,7.6  ,7.0  ,8.2  ,94  ,21.8  ,0.14  ,0.3  ,0.17  ,0.16  ,1.2  
8/10/2019 17:15,"54,700  ",133  ,22.0  ,7.6  ,6.9  ,8.1  ,93  ,21.7  ,0.14  ,0.3  ,0.18  ,0.17  ,1.3  
8/10/2019 17:30,"54,500  ",134  ,22.0  ,7.6  ,5.6  ,8.1  ,92  ,21.7  ,0.14  ,0.3  ,0.21  ,0.20  ,1.3  
8/10/2019 17:45,"52,300  ",133  ,22.0  ,7.6  ,6.6  ,8.1  ,93  ,21.7  ,0.14  ,0.3  ,0.13  ,0.12  ,1.2  
8/10/2019 18:00,"49,200  ",134  ,22.0  ,7.6  ,5.4  ,8.1  ,93  ,21.8  ,0.14  ,0.3  ,0.18  ,0.17  ,1.2  
8/10/2019 18:15,"44,300  ",134  ,21.9  ,7.6  ,4.6  ,8.1  ,92  ,21.9  ,0.14  ,0.3  ,0.15  ,0.14  ,1.1  
8/10/2019 18:30,"38,300  ",134  ,21.9  ,7.6  ,4.4  ,8.1  ,92  ,21.9  ,0.14  ,0.3  ,0.22  ,0.21  ,1.2  
8/10/2019 18:45,"29,500  ",134  ,21.9  ,7.6  ,3.5  ,8.0  ,92  ,22.1  ,0.14  ,0.3  ,0.22  ,0.21  ,1.3  
8/10/2019 19:00,"20,800  ",134  ,21.9  ,7.6  ,4.6  ,8.0  ,92  ,22.0  ,0.14  ,0.2  ,0.22  ,0.22  ,1.1  
8/10/2019 19:15,"9,520  ",134  ,21.9  ,7.6  ,4.4  ,8.0  ,92  ,22.0  ,0.14  ,0.4  ,0.18  ,0.18  ,1.5  
8/10/2019 19:30,"-3,280  ",134  ,21.9  ,7.6  ,4.9  ,8.0  ,92  ,22.0  ,0.14  ,0.3  ,0.15  ,0.14  ,1.2  
8/10/2019 19:45,"-18,200  ",134  ,21.9  ,7.5  ,5.7  ,8.0  ,91  ,22.4  ,0.14  ,0.3  ,0.17  ,0.16  ,1.2  
8/10/2019 20:00,"-31,100  ",135  ,21.9  ,7.5  ,5.9  ,8.0  ,91  ,23.4  ,0.15  ,0.3  ,0.14  ,0.14  ,1.3  
8/10/2019 20:15,"-42,800  ",135  ,21.9  ,7.5  ,5.3  ,8.0  ,91  ,22.7  ,0.15  ,0.3  ,0.20  ,0.19  ,1.4  
8/10/2019 20:30,"-53,100  ",135  ,21.9  ,7.5  ,6.8  ,8.0  ,91  ,23.1  ,0.17  ,0.3  ,0.20  ,0.19  ,1.3  
8/10/2019 20:45,"-63,500  ",132  ,21.9  ,7.5  ,7.0  ,8.1  ,92  ,22.5  ,0.15  ,0.4  ,0.24  ,0.23  ,1.5  
8/10/2019 21:00,"-68,500  ",133  ,22.0  ,7.5  ,7.6  ,8.1  ,92  ,22.9  ,0.15  ,0.3  ,0.16  ,0.15  ,1.2  
8/10/2019 21:15,"-72,900  ",133  ,21.9  ,7.5  ,7.2  ,8.0  ,92  ,22.8  ,0.16  ,0.4  ,0.29  ,0.28  ,1.5  
8/10/2019 21:30,"-76,000  ",133  ,21.9  ,7.5  ,7.2  ,8.0  ,91  ,22.8  ,0.15  ,0.4  ,0.10  ,0.09  ,1.8  
8/10/2019 21:45,"-78,600  ",134  ,22.0  ,7.5  ,6.9  ,8.0  ,91  ,24.7  ,0.18  ,0.3  ,0.22  ,0.21  ,1.4  
8/10/2019 22:00,"-81,400  ",136  ,22.0  ,7.5  ,8.2  ,7.9  ,91  ,26.9  ,0.19  ,0.4  ,0.16  ,0.16  ,1.8  
8/10/2019 22:15,"-79,300  ",132  ,22.0  ,7.5  ,5.7  ,8.0  ,91  ,22.2  ,0.16  ,0.3  ,0.18  ,0.17  ,1.2  
8/10/2019 22:30,"-77,600  ",133  ,22.0  ,7.5  ,6.1  ,8.0  ,91  ,22.2  ,0.16  ,0.3  ,0.18  ,0.18  ,1.3  
8/10/2019 22:45,"-75,500  ",133  ,21.9  ,7.5  ,8.6  ,8.0  ,91  ,22.7  ,0.16  ,0.3  ,0.16  ,0.15  ,1.2  
8/10/2019 23:00,"-72,700  ",132  ,21.9  ,7.5  ,6.3  ,8.0  ,91  ,22.5  ,0.16  ,0.3  ,0.18  ,0.17  ,1.2  
8/10/2019 23:15,"-67,700  ",132  ,21.9  ,7.5  ,5.4  ,8.0  ,91  ,22.4  ,0.16  ,0.3  ,0.26  ,0.25  ,1.3  
8/10/2019 23:30,"-64,100  ",132  ,22.0  ,7.5  ,5.6  ,8.0  ,91  ,22.1  ,0.16  ,0.3  ,0.17  ,0.16  ,1.3  
8/10/2019 23:45,"-57,700  ",132  ,22.0  ,7.5  ,5.7  ,8.0  ,91  ,22.6  ,0.16  ,0.3  ,0.15  ,0.15  ,1.3  
8/11/2019 0:00,"-53,800  ",132  ,22.0  ,7.5  ,6.3  ,7.9  ,91  ,22.7  ,0.17  ,0.3  ,0.23  ,0.22  ,1.3  
8/11/2019 0:15,"-49,100  ",132  ,22.0  ,7.5  ,6.6  ,7.9  ,90  ,22.7  ,0.17  ,0.4  ,0.20  ,0.20  ,1.5  
8/11/2019 0:30,"-42,800  ",132  ,22.0  ,7.5  ,5.7  ,7.9  ,91  ,22.6  ,0.17  ,0.3  ,0.18  ,0.18  ,1.4  
8/11/2019 0:45,"-34,000  ",133  ,22.0  ,7.5  ,4.4  ,7.9  ,90  ,23.5  ,0.18  ,0.3  ,0.18  ,0.17  ,1.4  
8/11/2019 1:00,"-24,400  ",134  ,22.0  ,7.6  ,4.2  ,7.9  ,90  ,25.3  ,0.18  ,0.4  ,0.25  ,0.24  ,1.8  
8/11/2019 1:15,"-11,900  ",133  ,22.0  ,7.6  ,3.8  ,7.9  ,90  ,25.0  ,0.18  ,0.5  ,0.26  ,0.25  ,1.9  
8/11/2019 1:30,-535  ,133  ,22.0  ,7.6  ,3.5  ,7.9  ,90  ,24.2  ,0.18  ,0.3  ,0.20  ,0.19  ,1.3  
8/11/2019 1:45,"19,100  ",132  ,22.0  ,7.6  ,4.7  ,7.9  ,91  ,22.1  ,0.17  ,0.3  ,0.26  ,0.25  ,1.4  
8/11/2019 2:00,"37,400  ",132  ,21.9  ,7.5  ,4.3  ,7.9  ,90  ,21.9  ,0.16  ,0.3  ,0.17  ,0.16  ,1.1  
8/11/2019 2:15,"54,100  ",131  ,22.0  ,7.6  ,3.7  ,8.0  ,91  ,21.5  ,0.16  ,0.4  ,0.25  ,0.24  ,1.5  
