Region,Date,Month,Year,PesticideClass,TotalApplication
Sacramento River,2020-06-14,Jun,2020,Pyrethroid,78.77746337365139
Sacramento River,2020-06-15,Jun,2020,Pyrethroid,114.88182180464071
Sacramento River,2020-06-17,Jun,2020,Pyrethroid,135.9333013421643
Sacramento River,2020-06-18,Jun,2020,Pyrethroid,142.69692734786662
Sacramento River,2020-06-19,Jun,2020,Pyrethroid,167.0233534092156
Sacramento River,2020-06-20,Jun,2020,Pyrethroid,261.59857646048397
Sacramento River,2020-06-22,Jun,2020,Pyrethroid,82.21431814771361
Sacramento River,2020-06-23,Jun,2020,Pyrethroid,631.6358409630604
Sacramento River,2020-06-24,Jun,2020,Pyrethroid,191.77486959125702
Sacramento River,2020-06-25,Jun,2020,Pyrethroid,249.56870560105395
Sacramento River,2020-06-26,Jun,2020,Pyrethroid,304.9749514965638
Sacramento River,2020-06-27,Jun,2020,Pyrethroid,283.9590617579902
Sacramento River,2020-06-28,Jun,2020,Pyrethroid,213.89961466232756
Sacramento River,2020-06-29,Jun,2020,Pyrethroid,465.9957770382306
Sacramento River,2020-06-30,Jun,2020,Pyrethroid,653.4763942097742
Sacramento River,2020-07-02,Jul,2020,Pyrethroid,461.5549071941671
Sacramento River,2020-07-03,Jul,2020,Pyrethroid,458.74632570687675
Sacramento River,2020-07-04,Jul,2020,Pyrethroid,125.37793908722388
Sacramento River,2020-07-05,Jul,2020,Pyrethroid,94.68318431979189
Sacramento River,2020-07-06,Jul,2020,Pyrethroid,514.0244236434974
Sacramento River,2020-07-07,Jul,2020,Pyrethroid,492.9861362565673
Sacramento River,2020-07-08,Jul,2020,Pyrethroid,276.7095570831471
Sacramento River,2020-07-09,Jul,2020,Pyrethroid,427.6616118909738
Sacramento River,2020-07-10,Jul,2020,Pyrethroid,646.7160420023873
Sacramento River,2020-07-11,Jul,2020,Pyrethroid,434.4898349648432
Sacramento River,2020-07-12,Jul,2020,Pyrethroid,114.98873206885878
Sacramento River,2020-07-13,Jul,2020,Pyrethroid,295.7881085515068
Sacramento River,2020-07-14,Jul,2020,Pyrethroid,499.35924442534747
Sacramento River,2020-07-15,Jul,2020,Pyrethroid,634.0184986761998
Sacramento River,2020-07-16,Jul,2020,Pyrethroid,456.258621975763
Sacramento River,2020-07-17,Jul,2020,Pyrethroid,290.7350002145395
Sacramento River,2020-07-18,Jul,2020,Pyrethroid,482.1217372590675
Sacramento River,2020-07-19,Jul,2020,Pyrethroid,119.98514283638669
Sacramento River,2020-07-20,Jul,2020,Pyrethroid,223.41877879365083
Sacramento River,2020-07-21,Jul,2020,Pyrethroid,207.73661734888694
Sacramento River,2020-07-22,Jul,2020,Pyrethroid,225.99107405627078
Sacramento River,2020-07-23,Jul,2020,Pyrethroid,301.40266999067967
Sacramento River,2020-07-24,Jul,2020,Pyrethroid,267.3205177516184
Sacramento River,2020-07-25,Jul,2020,Pyrethroid,228.6188858043224
Sacramento River,2020-07-26,Jul,2020,Pyrethroid,229.97469492605495
Sacramento River,2020-07-27,Jul,2020,Pyrethroid,91.19440265707549
Sacramento River,2020-07-28,Jul,2020,Pyrethroid,175.59163568441556
Sacramento River,2020-07-29,Jul,2020,Pyrethroid,185.83408327182804
Sacramento River,2020-07-30,Jul,2020,Pyrethroid,195.30074633796588
Sacramento River,2020-07-31,Jul,2020,Pyrethroid,536.7349854906967
Sacramento River,2020-08-02,Aug,2020,Pyrethroid,217.36636204749058
Sacramento River,2020-08-03,Aug,2020,Pyrethroid,278.0473513477109
Sacramento River,2020-08-04,Aug,2020,Pyrethroid,165.6373125333793
Sacramento River,2020-08-05,Aug,2020,Pyrethroid,172.4586155384676
Sacramento River,2020-08-06,Aug,2020,Pyrethroid,226.71999508445495
Sacramento River,2020-08-07,Aug,2020,Pyrethroid,342.58793187206334
Sacramento River,2020-08-08,Aug,2020,Pyrethroid,96.26250206805864
Sacramento River,2020-08-09,Aug,2020,Pyrethroid,191.43590609703855
Sacramento River,2020-08-10,Aug,2020,Pyrethroid,174.85159592253657
Sacramento River,2020-08-11,Aug,2020,Pyrethroid,300.2774397823807
Sacramento River,2020-08-12,Aug,2020,Pyrethroid,194.65495078596598
Sacramento River,2020-08-13,Aug,2020,Pyrethroid,273.6095307798407
Sacramento River,2020-08-14,Aug,2020,Pyrethroid,246.2735469994036
Sacramento River,2020-08-15,Aug,2020,Pyrethroid,89.99644565853244
Sacramento River,2020-08-16,Aug,2020,Pyrethroid,106.21813414709413
Sacramento River,2020-08-17,Aug,2020,Pyrethroid,153.81992566950237
Sacramento River,2020-08-18,Aug,2020,Pyrethroid,185.11505233849155
Sacramento River,2020-08-20,Aug,2020,Pyrethroid,106.74029639609327
Sacramento River,2020-08-21,Aug,2020,Pyrethroid,127.19376142572428
Sacramento River,2020-08-22,Aug,2020,Pyrethroid,160.33525419147227
Sacramento River,2020-08-23,Aug,2020,Pyrethroid,186.90080364155438
Sacramento River,2020-08-24,Aug,2020,Pyrethroid,125.69116567251343
Sacramento River,2020-08-25,Aug,2020,Pyrethroid,234.8956900829957
Sacramento River,2020-08-26,Aug,2020,Pyrethroid,153.45204656675523
Sacramento River,2020-08-27,Aug,2020,Pyrethroid,138.05711534399137
Sacramento River,2020-08-28,Aug,2020,Pyrethroid,163.10783811436664
Sacramento River,2020-08-29,Aug,2020,Pyrethroid,192.95552952813037
Sacramento River,2020-08-30,Aug,2020,Pyrethroid,116.99566413771551
Sacramento River,2020-08-31,Aug,2020,Pyrethroid,307.8290644260057
Sacramento River,2020-09-03,Sep,2020,Pyrethroid,418.52587164838155
Sacramento River,2020-09-04,Sep,2020,Pyrethroid,280.6209692103286
Sacramento River,2020-09-07,Sep,2020,Pyrethroid,132.8367583651805
Sacramento River,2020-09-09,Sep,2020,Pyrethroid,188.05676596977722
Sacramento River,2020-09-10,Sep,2020,Pyrethroid,280.03370183628937
Sacramento River,2020-09-11,Sep,2020,Pyrethroid,367.55036336894517
Sacramento River,2020-09-17,Sep,2020,Pyrethroid,505.8566853189604
Sacramento River,2020-09-22,Sep,2020,Pyrethroid,336.6523759829516
Sacramento River,2020-10-22,Oct,2020,Pyrethroid,1.0119040012510059
Sacramento River,2020-10-30,Oct,2020,Pyrethroid,8.806107836970794
Sacramento River,2020-12-05,Dec,2020,Pyrethroid,24.444845298380162
Sacramento River,2020-12-30,Dec,2020,Pyrethroid,46.59434033592918
Sacramento River,2020-01-20,Jan,2020,Pyrethroid,58.251157938917146
Sacramento River,2020-01-23,Jan,2020,Pyrethroid,102.65686310828009
Sacramento River,2020-01-25,Jan,2020,Pyrethroid,74.97514686356973
Sacramento River,2020-01-30,Jan,2020,Pyrethroid,66.62077270897238
Sacramento River,2020-01-31,Jan,2020,Pyrethroid,58.315321249909694
Sacramento River,2020-02-03,Feb,2020,Pyrethroid,0.6379170893085094
Sacramento River,2020-03-06,Mar,2020,Pyrethroid,15.655037349318116
Sacramento River,2020-03-13,Mar,2020,Pyrethroid,14.399657550820587
Sacramento River,2020-04-02,Apr,2020,Pyrethroid,102.6885328792882
Sacramento River,2020-04-03,Apr,2020,Pyrethroid,62.56503867635048
Sacramento River,2020-04-09,Apr,2020,Pyrethroid,18.244881516627892
Sacramento River,2020-04-14,Apr,2020,Pyrethroid,11.71588521013376
Sacramento River,2020-04-15,Apr,2020,Pyrethroid,21.104901270398813
Sacramento River,2020-04-21,Apr,2020,Pyrethroid,44.59870737002995
Sacramento River,2020-04-30,Apr,2020,Pyrethroid,101.73224815050536
Sacramento River,2020-05-03,May,2020,Pyrethroid,214.23865386627352
Sacramento River,2020-05-04,May,2020,Pyrethroid,120.40176650779053
Sacramento River,2020-05-26,May,2020,Pyrethroid,208.52633752759428
Sacramento River,2020-05-27,May,2020,Pyrethroid,164.56891838985624
Sacramento River,2020-05-29,May,2020,Pyrethroid,105.73376427822122
Sacramento River,2020-05-30,May,2020,Pyrethroid,52.215726653808645
Sacramento River,2020-05-31,May,2020,Pyrethroid,21.638642714498936
Sacramento River,2020-06-02,Jun,2020,Pyrethroid,84.55173613003144
Sacramento River,2020-06-04,Jun,2020,Pyrethroid,72.92413213007724
Sacramento River,2020-06-08,Jun,2020,Pyrethroid,35.67590040660896
Sacramento River,2020-06-09,Jun,2020,Pyrethroid,57.80936099671366
Sacramento River,2020-06-21,Jun,2020,Pyrethroid,149.25019632383612
Sacramento River,2020-08-19,Aug,2020,Pyrethroid,63.508366163704274
Sacramento River,2020-09-02,Sep,2020,Pyrethroid,376.68394474894325
Sacramento River,2020-09-05,Sep,2020,Pyrethroid,100.48141151606275
Sacramento River,2020-09-06,Sep,2020,Pyrethroid,92.40086023598683
Sacramento River,2020-09-08,Sep,2020,Pyrethroid,20.90487623027443
Sacramento River,2020-09-12,Sep,2020,Pyrethroid,276.4489904509561
Sacramento River,2020-09-13,Sep,2020,Pyrethroid,266.8089356254121
Sacramento River,2020-09-14,Sep,2020,Pyrethroid,372.70549343783006
Sacramento River,2020-09-15,Sep,2020,Pyrethroid,477.1414676550905
Sacramento River,2020-09-16,Sep,2020,Pyrethroid,476.61225460319696
Sacramento River,2020-09-18,Sep,2020,Pyrethroid,450.0857706324228
Sacramento River,2020-09-19,Sep,2020,Pyrethroid,454.50777778265604
Sacramento River,2020-09-20,Sep,2020,Pyrethroid,218.8725523433702
Sacramento River,2020-09-21,Sep,2020,Pyrethroid,469.34210322026337
Sacramento River,2020-09-23,Sep,2020,Pyrethroid,334.00807207600474
Sacramento River,2020-09-24,Sep,2020,Pyrethroid,258.6119409062712
Sacramento River,2020-09-25,Sep,2020,Pyrethroid,274.28454237675936
Sacramento River,2020-09-26,Sep,2020,Pyrethroid,122.69892190962494
Sacramento River,2020-09-27,Sep,2020,Pyrethroid,0.09389909757167537
Sacramento River,2020-09-29,Sep,2020,Pyrethroid,220.22942846019922
Sacramento River,2020-09-30,Sep,2020,Pyrethroid,308.90587850036303
Sacramento River,2020-10-08,Oct,2020,Pyrethroid,14.454838253364201
Sacramento River,2020-10-09,Oct,2020,Pyrethroid,0.5013603933440316
Sacramento River,2020-10-10,Oct,2020,Pyrethroid,3.142072683661433
Sacramento River,2020-10-14,Oct,2020,Pyrethroid,5.178167922860671
Sacramento River,2020-10-21,Oct,2020,Pyrethroid,52.683769354712744
Sacramento River,2020-10-27,Oct,2020,Pyrethroid,7.59165943123384
Sacramento River,2020-10-31,Oct,2020,Pyrethroid,0.6283213826231338
Sacramento River,2020-11-06,Nov,2020,Pyrethroid,4.651702385650326
Sacramento River,2020-11-30,Nov,2020,Pyrethroid,0.6227850864206487
Sacramento River,2020-12-12,Dec,2020,Pyrethroid,0.26579549554526744
Sacramento River,2020-12-18,Dec,2020,Pyrethroid,6.902949417011084
Sacramento River,2020-12-31,Dec,2020,Pyrethroid,33.19481861983642
Sacramento River,2020-01-09,Jan,2020,Other,895.0021850616934
Sacramento River,2020-01-15,Jan,2020,Other,2049.5253115601763
Sacramento River,2020-01-20,Jan,2020,Other,2977.053794543716
Sacramento River,2020-01-29,Jan,2020,Other,3662.2425845870152
Sacramento River,2020-02-03,Feb,2020,Other,746.8087343533518
Sacramento River,2020-02-04,Feb,2020,Other,1817.9451284851948
Sacramento River,2020-02-17,Feb,2020,Other,904.9360935774569
Sacramento River,2020-02-18,Feb,2020,Other,1745.0732377084107
Sacramento River,2020-02-19,Feb,2020,Other,2860.692685319524
Sacramento River,2020-02-20,Feb,2020,Other,3725.1741355675044
Sacramento River,2020-02-21,Feb,2020,Other,3314.9500521584364
Sacramento River,2020-02-23,Feb,2020,Other,336.6306506782388
Sacramento River,2020-02-24,Feb,2020,Other,2074.8917232080125
Sacramento River,2020-02-25,Feb,2020,Other,1662.331867707744
Sacramento River,2020-02-26,Feb,2020,Other,3881.024380673814
Sacramento River,2020-02-29,Feb,2020,Other,1299.9015746658758
Sacramento River,2020-03-15,Mar,2020,Other,2470.242020754413
Sacramento River,2020-05-23,May,2020,Other,875.1083236642893
Sacramento River,2020-06-02,Jun,2020,Other,1107.5871203909858
Sacramento River,2020-06-03,Jun,2020,Other,1336.574897803678
Sacramento River,2020-06-06,Jun,2020,Other,529.1403461626094
Sacramento River,2020-06-15,Jun,2020,Other,1086.9293705374914
Sacramento River,2020-09-16,Sep,2020,Other,237.69239216833145
Sacramento River,2020-09-20,Sep,2020,Other,125.73040282659736
Sacramento River,2020-10-03,Oct,2020,Other,206.5495661179336
Sacramento River,2020-10-16,Oct,2020,Other,191.33881612030063
Sacramento River,2020-10-17,Oct,2020,Other,261.00360224689376
Sacramento River,2020-10-19,Oct,2020,Other,1232.8468465660485
Sacramento River,2020-10-20,Oct,2020,Other,970.0718630590804
Sacramento River,2020-10-21,Oct,2020,Other,1593.954232354242
Sacramento River,2020-10-24,Oct,2020,Other,702.6700324156874
Sacramento River,2020-10-29,Oct,2020,Other,1855.7322165169894
Sacramento River,2020-11-11,Nov,2020,Other,7621.107168146814
Sacramento River,2020-11-21,Nov,2020,Other,2668.989268802794
Sacramento River,2020-12-05,Dec,2020,Other,3269.220353971389
Sacramento River,2020-12-16,Dec,2020,Other,1548.8784984746205
Sacramento River,2020-12-18,Dec,2020,Other,682.7428168631008
Sacramento River,2020-12-21,Dec,2020,Other,1701.5210374927633
Sacramento River,2020-01-10,Jan,2020,Other,1073.8223854051648
Sacramento River,2020-05-24,May,2020,Other,904.38581203196
Sacramento River,2020-09-27,Sep,2020,Other,2.536162941069158
Sacramento River,2020-11-14,Nov,2020,Other,2447.888402738471
Sacramento River,2020-11-16,Nov,2020,Other,2280.8982491766355
Sacramento River,2020-12-02,Dec,2020,Other,2741.1836691437693
Sacramento River,2020-12-11,Dec,2020,Other,2341.2804070734287
Sacramento River,2020-12-19,Dec,2020,Other,809.4233433909662
Sacramento River,2020-12-24,Dec,2020,Other,1005.7404477125066
Sacramento River,2020-08-28,Aug,2020,Rice,159.02200312029714
Sacramento River,2020-09-24,Sep,2020,Rice,46.13476940888254
Sacramento River,2020-10-10,Oct,2020,Rice,26.900240800507813
Sacramento River,2020-11-16,Nov,2020,Rice,192.8658075529209
Sacramento River,2020-05-31,May,2020,Other,1235.4793970356086
Sacramento River,2020-09-18,Sep,2020,Other,269.9291616760146
Sacramento River,2020-09-22,Sep,2020,Other,593.7483271056341
Sacramento River,2020-09-23,Sep,2020,Other,254.5527856731213
Sacramento River,2020-09-24,Sep,2020,Other,255.79620303353045
Sacramento River,2020-09-26,Sep,2020,Other,95.32192530079733
Sacramento River,2020-09-28,Sep,2020,Other,131.46121373269514
Sacramento River,2020-01-02,Jan,2020,Other,1292.2770407422747
Sacramento River,2020-01-03,Jan,2020,Other,1404.3666022087677
Sacramento River,2020-01-05,Jan,2020,Other,1881.680061915593
Sacramento River,2020-01-13,Jan,2020,Other,2481.660722525793
Sacramento River,2020-01-14,Jan,2020,Other,1507.6291937049696
Sacramento River,2020-01-16,Jan,2020,Other,780.1661653654015
Sacramento River,2020-01-18,Jan,2020,Other,3872.885666459486
Sacramento River,2020-01-21,Jan,2020,Other,671.4344231669094
Sacramento River,2020-01-22,Jan,2020,Other,1509.4491947429997
Sacramento River,2020-01-23,Jan,2020,Other,4581.424627506597
Sacramento River,2020-01-25,Jan,2020,Other,3207.005755158579
Sacramento River,2020-01-30,Jan,2020,Other,1837.829019534899
Sacramento River,2020-02-06,Feb,2020,Other,2824.5245724189786
Sacramento River,2020-02-07,Feb,2020,Other,3207.889042618547
Sacramento River,2020-02-08,Feb,2020,Other,1979.4775618369322
Sacramento River,2020-02-11,Feb,2020,Other,907.1341173155115
Sacramento River,2020-10-02,Oct,2020,Other,199.00461026809174
Sacramento River,2020-10-07,Oct,2020,Other,273.19023732027705
Sacramento River,2020-10-27,Oct,2020,Other,1037.078616373006
Sacramento River,2020-11-03,Nov,2020,Other,2304.0897485559585
Sacramento River,2020-11-07,Nov,2020,Other,1531.4993458536337
Sacramento River,2020-11-24,Nov,2020,Other,2760.233517284233
Sacramento River,2020-11-25,Nov,2020,Other,1975.1670955864945
Sacramento River,2020-11-27,Nov,2020,Other,845.5815771191999
Sacramento River,2020-12-09,Dec,2020,Other,2235.3625905991744
Sacramento River,2020-12-10,Dec,2020,Other,3631.7176658815597
Sacramento River,2020-12-28,Dec,2020,Other,794.1263065811085
Sacramento River,2020-12-29,Dec,2020,Other,1072.9390701054847
Sacramento River,2020-12-30,Dec,2020,Other,2339.6228160963124
Sacramento River,2020-03-14,Mar,2020,Rice,31.999999083872
Sacramento River,2020-04-19,Apr,2020,Pyrethroid,20.148628068694308
Sacramento River,2020-11-13,Nov,2020,Pyrethroid,0.4232243893477425
Sacramento River,2020-02-05,Feb,2020,Other,2201.984681160412
Sacramento River,2020-02-10,Feb,2020,Other,1471.3344666087646
Sacramento River,2020-02-16,Feb,2020,Other,1131.5333524988853
Sacramento River,2020-10-23,Oct,2020,Other,958.769432069449
Sacramento River,2020-11-17,Nov,2020,Other,1032.3785656504103
Sacramento River,2020-11-19,Nov,2020,Other,615.9755007231256
Sacramento River,2020-11-28,Nov,2020,Other,468.25967417762945
Sacramento River,2020-01-04,Jan,2020,Other,1043.4142894566667
Sacramento River,2020-01-06,Jan,2020,Other,1998.6436865904602
Sacramento River,2020-01-07,Jan,2020,Other,5074.050415769573
Sacramento River,2020-01-08,Jan,2020,Other,2520.2110750876996
Sacramento River,2020-01-11,Jan,2020,Other,1844.3734123076151
Sacramento River,2020-01-12,Jan,2020,Other,1151.5514656288246
Sacramento River,2020-01-17,Jan,2020,Other,927.624662145154
Sacramento River,2020-01-19,Jan,2020,Other,632.8944666056501
Sacramento River,2020-01-24,Jan,2020,Other,1189.5726478049385
Sacramento River,2020-01-27,Jan,2020,Other,1104.5010320124197
Sacramento River,2020-10-25,Oct,2020,Other,57.28999528185686
Sacramento River,2020-11-02,Nov,2020,Other,2642.1380873839057
Sacramento River,2020-11-04,Nov,2020,Other,3012.7195564398803
Sacramento River,2020-11-05,Nov,2020,Other,3866.1808241095987
Sacramento River,2020-11-06,Nov,2020,Other,1129.3906718113997
Sacramento River,2020-11-08,Nov,2020,Other,1808.0577179104291
Sacramento River,2020-11-09,Nov,2020,Other,1467.6857042147424
Sacramento River,2020-11-10,Nov,2020,Other,4603.602629898615
Sacramento River,2020-11-12,Nov,2020,Other,3827.1734320904234
Sacramento River,2020-11-13,Nov,2020,Other,968.6852637703537
Sacramento River,2020-11-18,Nov,2020,Other,1688.4228081769459
Sacramento River,2020-11-20,Nov,2020,Other,1226.8074828160682
Sacramento River,2020-10-08,Oct,2020,Other,197.4031076135713
Sacramento River,2020-02-02,Feb,2020,Other,558.0333408181629
Sacramento River,2020-10-05,Oct,2020,Other,70.20951577423911
Sacramento River,2020-10-06,Oct,2020,Other,68.54327369004767
Sacramento River,2020-12-03,Dec,2020,Other,2614.2212292475947
Sacramento River,2020-12-12,Dec,2020,Other,2104.5915807081187
Sacramento River,2020-12-20,Dec,2020,Other,2143.2375739465188
Sacramento River,2020-12-22,Dec,2020,Other,3958.40992420181
Sacramento River,2020-01-02,Jan,2020,Pyrethroid,41.395434751852676
Sacramento River,2020-01-03,Jan,2020,Pyrethroid,78.39647623313122
Sacramento River,2020-01-04,Jan,2020,Pyrethroid,33.73712005779414
Sacramento River,2020-01-05,Jan,2020,Pyrethroid,42.79086706221178
Sacramento River,2020-01-06,Jan,2020,Pyrethroid,75.36486544405045
Sacramento River,2020-01-07,Jan,2020,Pyrethroid,65.26372614524179
Sacramento River,2020-01-08,Jan,2020,Pyrethroid,85.99328413185869
Sacramento River,2020-01-09,Jan,2020,Pyrethroid,113.66712518242554
Sacramento River,2020-01-10,Jan,2020,Pyrethroid,87.15168688231292
Sacramento River,2020-01-11,Jan,2020,Pyrethroid,73.09684859492631
Sacramento River,2020-01-12,Jan,2020,Pyrethroid,59.13892180121759
Sacramento River,2020-01-13,Jan,2020,Pyrethroid,15.312670368510414
Sacramento River,2020-01-14,Jan,2020,Pyrethroid,22.947379905857012
Sacramento River,2020-01-15,Jan,2020,Pyrethroid,102.52899212599837
Sacramento River,2020-01-16,Jan,2020,Pyrethroid,18.670856009746913
Sacramento River,2020-01-17,Jan,2020,Pyrethroid,23.67178226576231
Sacramento River,2020-01-18,Jan,2020,Pyrethroid,57.02697754755065
Sacramento River,2020-01-19,Jan,2020,Pyrethroid,43.13398263594581
Sacramento River,2020-01-21,Jan,2020,Pyrethroid,11.577005802015105
Sacramento River,2020-01-22,Jan,2020,Pyrethroid,29.55942263280244
Sacramento River,2020-01-24,Jan,2020,Pyrethroid,33.76113655259733
Sacramento River,2020-01-26,Jan,2020,Pyrethroid,4.4249350587479555
Sacramento River,2020-01-27,Jan,2020,Pyrethroid,25.073652235847515
Sacramento River,2020-01-28,Jan,2020,Pyrethroid,12.895679764474522
Sacramento River,2020-01-29,Jan,2020,Pyrethroid,18.39700810936736
Sacramento River,2020-02-02,Feb,2020,Pyrethroid,3.3257698923947117
Sacramento River,2020-02-05,Feb,2020,Pyrethroid,11.089452219625196
Sacramento River,2020-02-07,Feb,2020,Pyrethroid,10.266841060134238
Sacramento River,2020-02-08,Feb,2020,Pyrethroid,1.341219560154133
Sacramento River,2020-02-10,Feb,2020,Pyrethroid,4.717870776942802
Sacramento River,2020-02-11,Feb,2020,Pyrethroid,9.29883339934451
Sacramento River,2020-02-12,Feb,2020,Pyrethroid,14.420523052661263
Sacramento River,2020-02-13,Feb,2020,Pyrethroid,12.128652711616489
Sacramento River,2020-02-14,Feb,2020,Pyrethroid,9.914732857328078
Sacramento River,2020-02-15,Feb,2020,Pyrethroid,18.784785366106437
Sacramento River,2020-02-19,Feb,2020,Pyrethroid,29.58021865558809
Sacramento River,2020-02-20,Feb,2020,Pyrethroid,4.689124680101177
Sacramento River,2020-02-21,Feb,2020,Pyrethroid,3.71155669555308
Sacramento River,2020-02-22,Feb,2020,Pyrethroid,0.8314403903644372
Sacramento River,2020-02-23,Feb,2020,Pyrethroid,2.1617398656611218
Sacramento River,2020-02-25,Feb,2020,Pyrethroid,12.413768082557834
Sacramento River,2020-02-26,Feb,2020,Pyrethroid,2.603191200793232
Sacramento River,2020-02-27,Feb,2020,Pyrethroid,9.971960618217757
Sacramento River,2020-02-29,Feb,2020,Pyrethroid,11.208950493195243
Sacramento River,2020-03-03,Mar,2020,Pyrethroid,15.182672794923342
Sacramento River,2020-03-07,Mar,2020,Pyrethroid,10.80006325581638
Sacramento River,2020-03-08,Mar,2020,Pyrethroid,3.1953649942577105
Sacramento River,2020-03-15,Mar,2020,Pyrethroid,12.605341828240807
Sacramento River,2020-03-18,Mar,2020,Pyrethroid,25.500452901263266
Sacramento River,2020-03-21,Mar,2020,Pyrethroid,4.647875995024975
Sacramento River,2020-03-30,Mar,2020,Pyrethroid,3.0555502941469475
Sacramento River,2020-04-04,Apr,2020,Pyrethroid,5.013251990786715
Sacramento River,2020-04-06,Apr,2020,Pyrethroid,6.132362081813735
Sacramento River,2020-04-07,Apr,2020,Pyrethroid,1.9763351734658479
Sacramento River,2020-04-11,Apr,2020,Pyrethroid,7.836343063822799
Sacramento River,2020-04-12,Apr,2020,Pyrethroid,1.6404359382229154
Sacramento River,2020-04-17,Apr,2020,Pyrethroid,10.67788570291328
Sacramento River,2020-04-18,Apr,2020,Pyrethroid,7.102945112770911
Sacramento River,2020-05-17,May,2020,Pyrethroid,46.58990418863319
Sacramento River,2020-09-28,Sep,2020,Pyrethroid,2.102195307646124
Sacramento River,2020-10-13,Oct,2020,Pyrethroid,3.791984300139866
Sacramento River,2020-10-15,Oct,2020,Pyrethroid,16.29626885252852
Sacramento River,2020-10-16,Oct,2020,Pyrethroid,1.4639494536022355
Sacramento River,2020-10-19,Oct,2020,Pyrethroid,3.459411425048072
Sacramento River,2020-10-20,Oct,2020,Pyrethroid,6.252439165294961
Sacramento River,2020-10-23,Oct,2020,Pyrethroid,14.952654896793607
Sacramento River,2020-10-24,Oct,2020,Pyrethroid,1.6628807425624343
Sacramento River,2020-10-26,Oct,2020,Pyrethroid,15.78947292058223
Sacramento River,2020-10-28,Oct,2020,Pyrethroid,11.442714919859446
Sacramento River,2020-11-02,Nov,2020,Pyrethroid,1.8707471419114288
Sacramento River,2020-11-03,Nov,2020,Pyrethroid,5.020730294719592
Sacramento River,2020-11-04,Nov,2020,Pyrethroid,8.387584474987221
Sacramento River,2020-11-05,Nov,2020,Pyrethroid,17.97369812141366
Sacramento River,2020-11-10,Nov,2020,Pyrethroid,7.715786363025951
Sacramento River,2020-11-12,Nov,2020,Pyrethroid,6.984112765575309
Sacramento River,2020-11-16,Nov,2020,Pyrethroid,3.791373434643032
Sacramento River,2020-11-20,Nov,2020,Pyrethroid,7.857132882084676
Sacramento River,2020-11-24,Nov,2020,Pyrethroid,0.9179099821273744
Sacramento River,2020-11-29,Nov,2020,Pyrethroid,0.7250208109840651
Sacramento River,2020-12-03,Dec,2020,Pyrethroid,14.507001208680151
Sacramento River,2020-12-04,Dec,2020,Pyrethroid,0.6651539849701803
Sacramento River,2020-12-10,Dec,2020,Pyrethroid,7.7739817157813915
Sacramento River,2020-12-11,Dec,2020,Pyrethroid,7.99553912458585
Sacramento River,2020-12-13,Dec,2020,Pyrethroid,7.143746337948572
Sacramento River,2020-12-14,Dec,2020,Pyrethroid,7.5694498139567985
Sacramento River,2020-12-15,Dec,2020,Pyrethroid,16.012928278343253
Sacramento River,2020-12-16,Dec,2020,Pyrethroid,0.4390007841481201
Sacramento River,2020-12-17,Dec,2020,Pyrethroid,30.63698310075563
Sacramento River,2020-12-19,Dec,2020,Pyrethroid,8.447451434230464
Sacramento River,2020-12-20,Dec,2020,Pyrethroid,13.628168114819047
Sacramento River,2020-12-21,Dec,2020,Pyrethroid,3.967849027809371
Sacramento River,2020-12-22,Dec,2020,Pyrethroid,11.584202780861247
Sacramento River,2020-12-23,Dec,2020,Pyrethroid,25.176479642713044
Sacramento River,2020-12-24,Dec,2020,Pyrethroid,25.602182862692846
Sacramento River,2020-12-26,Dec,2020,Pyrethroid,2.055320311267271
Sacramento River,2020-12-27,Dec,2020,Pyrethroid,5.673763145092315
Sacramento River,2020-12-28,Dec,2020,Pyrethroid,16.9220515886457
Sacramento River,2020-12-29,Dec,2020,Pyrethroid,19.720141667476497
Sacramento River,2020-10-18,Oct,2020,Other,52.66157229435896
Sacramento River,2020-03-09,Mar,2020,Pyrethroid,88.88344918279748
Sacramento River,2020-12-23,Dec,2020,Other,4325.117603233354
Sacramento River,2020-12-14,Dec,2020,Other,418.87689738987507
Sacramento River,2020-01-26,Jan,2020,Other,466.12659000657214
Sacramento River,2020-10-12,Oct,2020,Other,469.98575629376717
Sacramento River,2020-10-13,Oct,2020,Other,335.2927609597712
Sacramento River,2020-10-14,Oct,2020,Other,222.22911016684452
Sacramento River,2020-10-15,Oct,2020,Other,478.3916217034316
Sacramento River,2020-10-26,Oct,2020,Other,446.81237803420936
Sacramento River,2020-11-23,Nov,2020,Other,3217.0365612888427
Sacramento River,2020-11-26,Nov,2020,Other,713.8800746105285
Sacramento River,2020-12-26,Dec,2020,Other,242.31296412979006
Sacramento River,2020-02-09,Feb,2020,Other,1177.3646218481613
Sacramento River,2020-11-15,Nov,2020,Other,1359.7186636412303
Sacramento River,2020-11-22,Nov,2020,Other,655.9245857237536
Sacramento River,2020-11-29,Nov,2020,Other,1578.5536472476058
Sacramento River,2020-12-06,Dec,2020,Other,130.87415232003943
Sacramento River,2020-12-07,Dec,2020,Other,500.82359856938206
Sacramento River,2020-12-13,Dec,2020,Other,330.85842021097136
Sacramento River,2020-12-15,Dec,2020,Other,1305.4341530489014
Sacramento River,2020-12-17,Dec,2020,Other,439.11132283663557
Sacramento River,2020-12-25,Dec,2020,Other,800.4687237958187
Sacramento River,2020-12-27,Dec,2020,Other,92.77917610989086
