Date,LIS_DailyAvgInstFlow,LIS_DailyAvgNetFlow,SR_DailyAvgNetFlow
4/16/2015,82.1,89.7,NA
4/17/2015,110,96.8,NA
4/18/2015,87.4,92.9,NA
4/19/2015,105,100,NA
4/20/2015,89.6,97.5,NA
4/21/2015,104,111,NA
4/22/2015,123,119,NA
4/23/2015,87.6,93.3,NA
4/24/2015,80.6,74.1,NA
4/25/2015,64.8,70.8,NA
4/26/2015,104,97.6,NA
4/27/2015,87.5,86,NA
4/28/2015,70,64.2,NA
4/29/2015,47.8,48.2,NA
4/30/2015,22.9,22.7,NA
5/1/2015,1.94,-7.36,NA
5/2/2015,-27.2,-26.2,NA
5/3/2015,-41.5,-31,NA
5/4/2015,-11,-14,NA
5/5/2015,-13.9,-15.4,NA
5/6/2015,-37.5,-30.3,NA
5/7/2015,-37.3,-35.4,NA
5/8/2015,-34,-28.6,NA
5/9/2015,-15.6,-16.7,NA
5/10/2015,-2.73,-8.99,NA
5/11/2015,-14,-21,NA
5/12/2015,-34.1,-36.8,NA
5/13/2015,-37.1,-36.8,NA
5/14/2015,-32,-37.2,NA
5/15/2015,-48.2,-45.9,NA
5/16/2015,-49.4,-49.7,NA
5/17/2015,-58.8,-53.8,NA
5/18/2015,-51.7,-51.7,NA
5/19/2015,-65.4,-63.1,NA
5/20/2015,-88.1,-70.3,NA
5/21/2015,-37.3,-41.6,NA
5/22/2015,-32.2,-27.6,NA
5/23/2015,-10.8,-20.4,NA
5/24/2015,-33.7,-32.9,NA
5/25/2015,-32.8,-33.3,NA
5/26/2015,-0.765,-6.35,NA
5/27/2015,15.5,1.58,NA
5/28/2015,-17.5,-23.2,NA
5/29/2015,-47.3,-46.6,NA
5/30/2015,-52.8,-52.6,NA
5/31/2015,-60.5,-48.6,NA
6/1/2015,-16.8,-22.4,NA
6/2/2015,-21.5,-24.8,NA
6/3/2015,-54.1,-38.6,NA
6/4/2015,-36.6,-42.6,NA
6/5/2015,-65.3,-52.6,NA
6/6/2015,-53.1,-41.7,NA
6/7/2015,-24.2,-32.9,NA
6/8/2015,-45.5,-51.6,NA
6/9/2015,-85.4,-79.5,NA
6/10/2015,-57.2,-74.3,NA
6/11/2015,-71.4,NA,NA
6/12/2015,NA,NA,NA
6/13/2015,-99.9,NA,NA
6/14/2015,-78.6,-73.1,NA
6/15/2015,-43.6,-42.8,NA
6/16/2015,-38.1,-36.6,NA
6/17/2015,-63.5,-50,NA
6/18/2015,-55.3,-50.2,NA
6/19/2015,-57.7,-53.1,NA
6/20/2015,-69.9,-66,NA
6/21/2015,-75,-67.4,NA
6/22/2015,-38.6,-48.4,NA
6/23/2015,-52.2,-53.9,NA
6/24/2015,-56,-64.7,NA
6/25/2015,-83,-85.3,NA
6/26/2015,-97.1,-103,NA
6/27/2015,-108,-108,NA
6/28/2015,-93.8,-99.4,NA
6/29/2015,-87.3,-92.4,NA
6/30/2015,-92.7,-92.1,NA
7/1/2015,-110,-104,NA
7/2/2015,-121,-112,NA
7/3/2015,-104,-100,NA
7/4/2015,-103,-94.3,NA
7/5/2015,-99.5,-81.4,NA
7/6/2015,-55.6,-60,NA
7/7/2015,-67.2,-71.5,NA
7/8/2015,-92.3,-95.8,NA
7/9/2015,-86,-97.1,NA
7/10/2015,-68.3,-81.7,NA
7/11/2015,-80,-86.2,NA
7/12/2015,-95.3,-97.5,NA
7/13/2015,-91.4,-94,NA
7/14/2015,-101,-92.8,NA
7/15/2015,-95.5,-92.1,NA
7/16/2015,-97.6,-88,NA
7/17/2015,-98.3,-90.4,NA
7/18/2015,-90.7,-79.7,NA
7/19/2015,-62.5,-65.9,NA
7/20/2015,-94.1,-86.4,NA
7/21/2015,-110,-105,NA
7/22/2015,-114,-105,NA
7/23/2015,-66.4,-81.7,NA
7/24/2015,-61.8,-73.2,NA
7/25/2015,-80.1,-89.6,NA
7/26/2015,-111,-118,NA
7/27/2015,-116,-124,NA
7/28/2015,-109,-115,NA
7/29/2015,-112,-117,NA
7/30/2015,-132,-120,NA
7/31/2015,-127,-118,NA
8/1/2015,-109,-102,NA
8/2/2015,-89.7,-81.6,NA
8/3/2015,-84,-72,NA
8/4/2015,-72.6,-67,NA
8/5/2015,-59.4,-63.5,NA
8/6/2015,-71.3,-75.7,NA
8/7/2015,-96.5,-98.9,NA
8/8/2015,-72.3,-90.6,NA
8/9/2015,-76.8,-86.6,NA
8/10/2015,-94.1,-91.2,NA
8/11/2015,-59.4,-55.1,NA
8/12/2015,-3.14,4.3,NA
8/13/2015,53.7,40.7,NA
8/14/2015,-2.89,0.864,NA
8/15/2015,-52.2,-40.2,NA
8/16/2015,-48.6,-44.3,NA
8/17/2015,-44.1,-43.9,NA
8/18/2015,-57.1,-45.4,NA
8/19/2015,-36.6,-29.7,NA
8/20/2015,-20.1,-5.73,NA
8/21/2015,73.4,85.7,NA
8/22/2015,224,215,NA
8/23/2015,328,302,NA
8/24/2015,373,331,NA
8/25/2015,211,211,NA
8/26/2015,75,80,NA
8/27/2015,31.2,42.1,NA
8/28/2015,76.3,88.7,NA
8/29/2015,192,179,NA
8/30/2015,201,209,NA
8/31/2015,192,200,NA
9/1/2015,204,209,NA
9/2/2015,212,217,NA
9/3/2015,202,204,NA
9/4/2015,193,204,NA
9/5/2015,279,267,NA
9/6/2015,348,330,NA
9/7/2015,339,336,NA
9/8/2015,332,330,NA
9/9/2015,337,338,NA
9/10/2015,337,338,NA
9/11/2015,348,351,NA
9/12/2015,378,374,NA
9/13/2015,383,NA,NA
9/14/2015,NA,NA,NA
9/15/2015,NA,NA,NA
9/16/2015,NA,NA,NA
9/17/2015,325,NA,NA
9/18/2015,288,297,NA
9/19/2015,278,282,NA
9/20/2015,248,254,NA
9/21/2015,213,211,NA
9/22/2015,162,155,NA
9/23/2015,155,131,NA
9/24/2015,119,121,NA
9/25/2015,128,120,NA
9/26/2015,85.1,85.7,NA
9/27/2015,49,57.2,NA
9/28/2015,35.8,42.2,NA
9/29/2015,13.4,24.5,NA
9/30/2015,11,17.4,7710
10/1/2015,-6.33,5.16,7580
10/2/2015,-17.1,-11.5,7460
10/3/2015,-64.4,-39.9,7050
10/4/2015,-10.4,-34.6,7260
10/5/2015,-10.2,-35.6,7300
10/6/2015,-22.7,-40.7,7300
10/7/2015,-40.7,-41.8,7310
10/8/2015,-49.5,-45.9,7350
10/9/2015,-59.1,-57.9,7250
10/10/2015,-84.6,-76.1,6970
10/11/2015,-76.5,-76.5,7170
10/12/2015,-76.8,-76.8,7320
10/13/2015,-89.8,-83.3,7100
10/14/2015,-80.9,-77.6,6870
10/15/2015,-72.4,-68.7,7040
10/16/2015,-77.2,-72.6,7120
10/17/2015,-80.5,-71.3,7150
10/18/2015,-64.2,-61.5,7330
10/19/2015,-56.1,-58.5,7470
10/20/2015,-39.2,-51.6,7440
10/21/2015,-50.8,-64.9,7090
10/22/2015,-65.1,-73.7,7040
10/23/2015,-57.5,-61.6,6930
10/24/2015,-58.4,-58,6640
10/25/2015,-67.2,-61.9,6380
10/26/2015,-62.5,-61.4,6330
10/27/2015,-79,-73.2,6270
10/28/2015,-95.5,-82.1,6340
10/29/2015,-63.6,-66.8,6600
10/30/2015,-64.2,-63.9,6470
10/31/2015,-98.4,-84.8,6220
11/1/2015,-94.5,-95.7,6360
11/2/2015,-106,-100,6450
11/3/2015,-54.6,-78.7,6770
11/4/2015,-55.1,-63.1,6620
11/5/2015,-65.7,-75.5,6030
11/6/2015,-92.1,-92.2,5750
11/7/2015,-106,-101,5630
11/8/2015,-111,-108,5610
11/9/2015,-114,-103,5970
11/10/2015,-67,-76.2,6450
11/11/2015,-77.7,-72.4,6420
11/12/2015,-81.8,-76.4,6340
11/13/2015,-57.1,-64.1,6300
11/14/2015,-98.1,-84.2,5940
11/15/2015,-147,-111,6000
11/16/2015,21.1,-28.2,6940
11/17/2015,-3.69,-3.08,6410
11/18/2015,-11.7,-10.6,6050
11/19/2015,-16,-20.6,5950
11/20/2015,-33.9,-36.4,5830
11/21/2015,-37.5,-42.8,5810
11/22/2015,-56.7,-62.6,5600
11/23/2015,-112,-95.7,5420
11/24/2015,-97.6,-88.2,5600
11/25/2015,-20.9,-31.6,6240
11/26/2015,-11.9,-2.87,6380
11/27/2015,-21.2,-15.4,6280
11/28/2015,-28.3,-29.9,6110
11/29/2015,-35.2,-26.5,6160
11/30/2015,-2.18,-14.1,6240
12/1/2015,-18,-13.6,6230
12/2/2015,16.6,2.87,6420
12/3/2015,0.371,6.32,6590
12/4/2015,31.5,27.3,7260
12/5/2015,37.8,32.8,7500
12/6/2015,18.7,23.4,7530
12/7/2015,32.8,30.5,7800
12/8/2015,31.7,32.4,7860
12/9/2015,25.8,24,7720
12/10/2015,1.02,13.7,7680
12/11/2015,17.5,19.6,8260
12/12/2015,22,19.2,9100
12/13/2015,35.6,47,10000
12/14/2015,106,87.3,10500
12/15/2015,45.4,47,10000
12/16/2015,12,17.1,10200
12/17/2015,21.7,19.5,9420
12/18/2015,40.7,39,8190
12/19/2015,73.5,65.5,8110
12/20/2015,74.5,76.4,9490
12/21/2015,105,99.7,12600
12/22/2015,139,132,14300
12/23/2015,134,140,17700
12/24/2015,120,133,22300
12/25/2015,152,151,22100
12/26/2015,152,146,18000
12/27/2015,110,117,14000
12/28/2015,108,109,11500
12/29/2015,116,112,10300
12/30/2015,109,101,9450
12/31/2015,83.2,87.9,8700
1/1/2016,86.9,86.1,8200
1/2/2016,89.6,86.1,7670
1/3/2016,81.5,80.9,7230
1/4/2016,74.8,72.8,7200
1/5/2016,119,109,8230
1/6/2016,167,184,10200
1/7/2016,257,237,16200
1/8/2016,198,215,23400
1/9/2016,227,228,25100
1/10/2016,240,237,21800
1/11/2016,202,204,18500
1/12/2016,150,160,17100
1/13/2016,148,158,15900
1/14/2016,188,175,15200
1/15/2016,170,164,17300
1/16/2016,145,157,22000
1/17/2016,296,365,25700
1/18/2016,917,882,29700
1/19/2016,1360,1310,35700
1/20/2016,1610,1540,40100
1/21/2016,1390,1490,44200
1/22/2016,1610,1580,48600
1/23/2016,1570,1580,50000
1/24/2016,1570,1520,49000
1/25/2016,1280,1330,48100
1/26/2016,1220,1210,47200
1/27/2016,1080,1060,44800
1/28/2016,931,908,40100
1/29/2016,649,678,34500
1/30/2016,537,552,32500
1/31/2016,511,502,38100
2/1/2016,440,509,42000
2/2/2016,802,800,41200
2/3/2016,1120,1010,37500
2/4/2016,824,829,32200
2/5/2016,522,540,27900
2/6/2016,244,286,24700
2/7/2016,230,232,22100
2/8/2016,238,225,20000
2/9/2016,185,198,18700
2/10/2016,204,192,18500
2/11/2016,180,177,18300
2/12/2016,152,148,17700
2/13/2016,86.1,94,17400
2/14/2016,49.5,NA,17200
2/15/2016,NA,NA,16700
2/16/2016,NA,NA,15700
2/17/2016,96.2,NA,15000
2/18/2016,122,NA,15800
2/19/2016,NA,NA,16300
2/20/2016,73.8,NA,16800
2/21/2016,48.4,NA,17600
2/22/2016,NA,NA,18200
2/23/2016,NA,NA,19700
2/24/2016,NA,NA,20500
2/25/2016,136,NA,19500
2/26/2016,99.5,106,18100
2/27/2016,91.2,90.7,17000
2/28/2016,80,84.3,16100
2/29/2016,72.1,74.4,15400
3/1/2016,72,64.6,14500
3/2/2016,46.4,55.5,13800
3/3/2016,82.9,76.8,13600
3/4/2016,103,110,14500
3/5/2016,163,211,17200
3/6/2016,543,586,24100
3/7/2016,1170,1150,38400
3/8/2016,1700,1640,52900
3/9/2016,1910,1900,61300
3/10/2016,2040,2050,63800
3/11/2016,2320,2340,64900
3/12/2016,2770,NA,70100
3/13/2016,NA,NA,77000
3/14/2016,NA,NA,80900
3/15/2016,NA,NA,82000
3/16/2016,NA,NA,80000
3/17/2016,NA,NA,77000
3/18/2016,NA,NA,75400
3/19/2016,NA,NA,72800
3/20/2016,NA,NA,68900
3/21/2016,NA,NA,66200
3/22/2016,NA,NA,64700
3/23/2016,NA,NA,64200
3/24/2016,NA,NA,63100
3/25/2016,NA,NA,60200
3/26/2016,NA,NA,57600
3/27/2016,2850,NA,55000
3/28/2016,2610,2600,50800
3/29/2016,2310,2290,45900
3/30/2016,1910,1940,40700
3/31/2016,1680,1660,36000
4/1/2016,1390,1390,32100
4/2/2016,1140,1150,28900
4/3/2016,986,997,26300
4/4/2016,872,896,24600
4/5/2016,968,979,23500
4/6/2016,1120,1110,22800
4/7/2016,1110,1110,21800
4/8/2016,1060,1030,21100
4/9/2016,843,855,20900
4/10/2016,710,713,21100
4/11/2016,611,617,21100
4/12/2016,546,552,20900
4/13/2016,522,516,20600
4/14/2016,477,477,20100
4/15/2016,449,448,20100
4/16/2016,402,407,19900
4/17/2016,361,362,19600
4/18/2016,330,332,18900
4/19/2016,354,344,18100
4/20/2016,336,337,17100
4/21/2016,311,312,16100
4/22/2016,292,297,15400
4/23/2016,294,295,15400
4/24/2016,299,302,15000
4/25/2016,309,300,15200
4/26/2016,276,283,14800
4/27/2016,289,286,14000
4/28/2016,258,260,13300
4/29/2016,213,218,12500
4/30/2016,195,186,11900
5/1/2016,134,146,11100
5/2/2016,165,158,10500
5/3/2016,163,156,9980
5/4/2016,134,136,9820
5/5/2016,135,130,10300
5/6/2016,113,113,11000
5/7/2016,106,114,12000
5/8/2016,144,142,13300
5/9/2016,140,142,14600
5/10/2016,118,126,15400
5/11/2016,114,114,15700
5/12/2016,95.4,89.3,15300
5/13/2016,70.5,70.8,14300
5/14/2016,73.5,67,13700
5/15/2016,41.4,46.9,13200
5/16/2016,44.2,41.7,13000
5/17/2016,27.2,24.4,13000
5/18/2016,1,-4.12,12600
5/19/2016,1.21,5,12400
5/20/2016,27.9,35,13000
5/21/2016,74,68.1,14200
5/22/2016,57.2,56.3,15000
5/23/2016,23.7,34.5,15600
5/24/2016,39.2,41.5,16200
5/25/2016,43.1,43.7,16500
5/26/2016,34.4,34.1,15900
5/27/2016,15,14.7,14500
5/28/2016,8.4,4.68,13500
5/29/2016,11.5,16.3,12900
5/30/2016,49.7,36.2,12500
5/31/2016,28.9,22.2,12200
6/1/2016,-14.2,-12.6,11600
6/2/2016,-38.8,-33.9,11200
6/3/2016,-34.2,-36.4,11100
6/4/2016,-52,-55.7,11600
6/5/2016,-61.8,-60.1,12500
6/6/2016,-61.9,-49.4,12900
6/7/2016,-28.2,-22.5,13300
6/8/2016,-8.7,0.462,13400
6/9/2016,18.1,9.15,13500
6/10/2016,-10.3,-8.74,13700
6/11/2016,-22.4,-30.3,13400
6/12/2016,-46.5,-45.4,12700
6/13/2016,-28.6,-32.8,12600
6/14/2016,-5.09,-16.7,12800
6/15/2016,-24.6,-18,12900
6/16/2016,-1.86,-14.9,13300
6/17/2016,-41.3,-33.8,13300
6/18/2016,-36.5,-32.2,13600
6/19/2016,-26.2,-30.2,13900
6/20/2016,-30.1,-29.3,14800
6/21/2016,-19.8,-15.4,15900
6/22/2016,4.51,13.1,16200
6/23/2016,24.1,29.2,16200
6/24/2016,26.5,22.5,16000
6/25/2016,-4.35,7.25,15500
6/26/2016,16.8,4.32,15200
6/27/2016,-0.949,-2.79,15100
6/28/2016,-1.33,-11.3,14800
6/29/2016,-23.1,-27.1,15400
6/30/2016,-36.8,-47.8,16800
7/1/2016,-78.1,-77.3,17000
7/2/2016,-82.4,-81.2,17000
7/3/2016,-69.1,-71.6,17200
7/4/2016,-87.6,-78.8,17400
7/5/2016,-95.5,-85.9,17800
7/6/2016,-104,-93.2,18200
7/7/2016,-97.6,-86.2,18200
7/8/2016,-68.5,-65.8,18200
7/9/2016,-64.3,-62.9,18100
7/10/2016,-47.3,-56,18300
7/11/2016,-61.7,-65,18700
7/12/2016,-61.4,-72.5,18800
7/13/2016,-68.3,-57.1,18800
7/14/2016,39.8,51,18700
7/15/2016,216,192,18300
7/16/2016,252,242,18100
7/17/2016,272,274,18100
7/18/2016,309,315,18400
7/19/2016,328,329,18700
7/20/2016,329,329,18600
7/21/2016,342,347,18700
7/22/2016,353,367,18800
7/23/2016,432,432,18700
7/24/2016,506,505,18800
7/25/2016,548,538,18900
7/26/2016,521,524,19000
7/27/2016,502,504,19000
7/28/2016,495,465,19000
7/29/2016,343,338,19300
7/30/2016,209,215,19500
7/31/2016,173,180,19400
8/1/2016,175,161,19500
8/2/2016,77.7,78,19600
8/3/2016,-30.1,-10.3,19500
8/4/2016,-62.5,-42.7,19400
8/5/2016,-33.1,-36.1,19600
8/6/2016,-60.5,-46.3,19500
8/7/2016,-51.8,-52.8,19500
8/8/2016,-69.4,-61.8,19700
8/9/2016,-65.1,-70.4,19600
8/10/2016,-70.5,-66.8,19600
8/11/2016,-25.6,-39.1,19800
8/12/2016,-5.09,-25.9,19800
8/13/2016,-25.2,-33.2,19900
8/14/2016,-38.2,-41.7,19700
8/15/2016,-34.7,-32.4,19500
8/16/2016,-22.8,-22.9,19300
8/17/2016,-27.2,-24.1,19000
8/18/2016,-26.3,-25.8,18200
8/19/2016,-52.6,NA,17700
8/20/2016,NA,NA,17400
8/21/2016,-45.6,NA,17200
8/22/2016,-48.4,-38.1,17300
8/23/2016,-44.3,-36.5,17500
8/24/2016,-15.7,-20.6,17700
8/25/2016,-1.38,-13.9,17800
8/26/2016,1.44,-7.34,17800
8/27/2016,36.8,13.1,18100
8/28/2016,23.4,12.8,18400
8/29/2016,-1.36,4.34,18800
8/30/2016,-4.48,-1.26,18900
8/31/2016,-13.1,-4.9,19100
9/1/2016,-4.32,-6.94,19300
9/2/2016,-29,-20.7,19300
9/3/2016,-32,-20.3,19100
9/4/2016,-0.448,-3.45,18800
9/5/2016,-13.6,-4.48,18700
9/6/2016,-8.21,-8,18500
9/7/2016,-8.08,-4.06,18300
9/8/2016,-14.6,0.766,18400
9/9/2016,23.1,10.7,18500
9/10/2016,38.8,18.2,18200
9/11/2016,22.6,16.1,17800
9/12/2016,30.9,24.2,17600
9/13/2016,35,25.1,17700
9/14/2016,5.16,9.7,17500
9/15/2016,0.406,2,17100
9/16/2016,-9.23,1.33,17000
9/17/2016,28.2,29.4,16800
9/18/2016,25.7,26.1,16400
9/19/2016,-21.8,-11.4,16000
9/20/2016,-55.3,-35.4,15600
9/21/2016,-44.2,-26.2,15300
9/22/2016,35.9,9.75,15500
9/23/2016,3.78,-9.71,15300
9/24/2016,-28.9,-40.7,14800
9/25/2016,-37.7,-45.2,14200
9/26/2016,-49.3,-53.9,13900
9/27/2016,-66.4,-63,13700
9/28/2016,-64.3,-58.8,13300
9/29/2016,-33.7,-31.9,13200
9/30/2016,-10.3,-9.1,13100
10/1/2016,-11.3,-13,13300
10/2/2016,-42.9,-31.9,13300
10/3/2016,-25.8,-31.8,13400
10/4/2016,-43.7,-36.1,13100
10/5/2016,-38.9,-38.4,13000
10/6/2016,-40.5,-38.9,12700
10/7/2016,-40.4,-39.6,12300
10/8/2016,-45.1,-43.7,11900
10/9/2016,-36.4,-43.7,11600
10/10/2016,-32,-39.4,11500
10/11/2016,-26.1,-33.7,11500
10/12/2016,-29.9,-35.6,11500
10/13/2016,-63.1,-54,11100
10/14/2016,-62.9,-60.5,10800
10/15/2016,-68.3,-62.8,10700
10/16/2016,-60.8,-54.2,11500
10/17/2016,-23.1,-21.7,12300
10/18/2016,-11.6,-12.1,11900
10/19/2016,-29.5,-26.5,11200
10/20/2016,-44,-37.1,10500
10/21/2016,-37,-35.4,9670
10/22/2016,-25.9,-31.3,9260
10/23/2016,-7.67,-23.8,8980
10/24/2016,-17.8,-26.7,8840
10/25/2016,-28.5,-24.2,8980
10/26/2016,-20.9,-23,9220
10/27/2016,-26.2,-14.8,10600
10/28/2016,22,16,12800
10/29/2016,14.6,14.7,13600
10/30/2016,-3.62,7.16,14300
10/31/2016,31.3,25.5,15300
11/1/2016,20.8,23.5,15700
11/2/2016,18.7,18,16600
11/3/2016,-7.48,-3.24,17800
11/4/2016,-22.3,-17.9,17900
11/5/2016,-21.9,-18.2,16700
11/6/2016,-6.4,-13.7,15100
11/7/2016,-16.5,-20.7,13700
11/8/2016,-25.4,-32.1,12500
11/9/2016,-37.4,-37.8,12200
11/10/2016,-32,-30.1,12000
11/11/2016,-3.45,-11,11500
11/12/2016,-8.01,-6.68,11100
11/13/2016,-24.4,-17.4,11100
11/14/2016,-6.23,-5.9,11000
11/15/2016,-24.7,-16,10800
11/16/2016,-37.7,-31.2,11000
11/17/2016,-6.68,-14.4,11100
11/18/2016,-12.8,-13.2,10900
11/19/2016,-19.7,-16.5,11000
11/20/2016,5.16,3.12,12200
11/21/2016,47.8,42,14600
11/22/2016,87.8,80.4,18800
11/23/2016,82.1,83.1,21800
11/24/2016,74.1,72.3,21200
11/25/2016,57.3,56.6,19400
11/26/2016,24.9,37.5,18100
11/27/2016,46.3,42.9,17700
11/28/2016,62.3,58,18300
11/29/2016,58.7,61.8,19800
11/30/2016,80.8,80.2,20100
12/1/2016,84.8,85.5,18900
12/2/2016,78.9,75.4,17700
12/3/2016,58.4,61.5,16400
12/4/2016,42.5,45.3,15400
12/5/2016,39.3,36.5,14700
12/6/2016,36.2,39.3,14100
12/7/2016,67,66.6,13800
12/8/2016,91.7,77.9,13700
12/9/2016,19.8,26.2,14100
12/10/2016,5.45,15.3,16600
12/11/2016,49,40.8,27200
12/12/2016,49.4,82.2,39500
12/13/2016,308,399,42100
12/14/2016,1140,1040,43100
12/15/2016,1500,1510,51400
12/16/2016,1800,1830,67300
12/17/2016,2300,2300,77400
12/18/2016,3080,NA,81700
12/19/2016,NA,NA,80800
12/20/2016,NA,NA,76800
12/21/2016,NA,NA,70900
12/22/2016,NA,NA,63600
12/23/2016,NA,NA,55700
12/24/2016,NA,NA,48800
12/25/2016,NA,NA,45100
12/26/2016,2260,NA,43500
12/27/2016,1950,1950,40700
12/28/2016,1610,1610,36700
12/29/2016,1230,1240,33200
12/30/2016,918,928,29900
12/31/2016,704,726,26900
1/1/2017,640,603,24800
1/2/2017,454,473,22500
1/3/2017,447,470,21000
1/4/2017,451,NA,23500
1/5/2017,NA,NA,33600
1/6/2017,1120,NA,49100
1/7/2017,1840,1780,60400
1/8/2017,2450,NA,70500
1/9/2017,NA,NA,82000
1/10/2017,NA,NA,90200
1/11/2017,NA,NA,91900
1/12/2017,NA,NA,89500
1/13/2017,NA,NA,86000
1/14/2017,NA,NA,82500
1/15/2017,NA,NA,80200
1/16/2017,NA,NA,80200
1/17/2017,NA,NA,78500
1/18/2017,NA,NA,78500
1/19/2017,NA,NA,79700
1/20/2017,NA,NA,79700
1/21/2017,NA,NA,78400
1/22/2017,NA,NA,76000
1/23/2017,NA,NA,74900
1/24/2017,NA,NA,73400
1/25/2017,NA,NA,72600
1/26/2017,NA,NA,71100
1/27/2017,NA,NA,70500
1/28/2017,NA,NA,69300
1/29/2017,NA,NA,68400
1/30/2017,NA,NA,67500
1/31/2017,NA,NA,66100
2/1/2017,NA,NA,65900
2/2/2017,NA,NA,67600
2/3/2017,NA,NA,69400
2/4/2017,NA,NA,72300
2/5/2017,NA,NA,76900
2/6/2017,NA,NA,81600
2/7/2017,NA,NA,89800
2/8/2017,NA,NA,95200
2/9/2017,NA,NA,96200
2/10/2017,NA,NA,94000
2/11/2017,NA,NA,91600
2/12/2017,NA,NA,91500
2/13/2017,NA,NA,88400
2/14/2017,NA,NA,83400
2/15/2017,NA,NA,81800
2/16/2017,NA,NA,82100
2/17/2017,NA,NA,82200
2/18/2017,NA,NA,82300
2/19/2017,NA,NA,82000
2/20/2017,NA,NA,82100
2/21/2017,NA,NA,82500
2/22/2017,NA,NA,81600
2/23/2017,NA,NA,80900
2/24/2017,NA,NA,80900
2/25/2017,NA,NA,79900
2/26/2017,NA,NA,79700
2/27/2017,NA,NA,79400
2/28/2017,NA,NA,77800
3/1/2017,NA,NA,75500
3/2/2017,NA,NA,74200
3/3/2017,NA,NA,74100
3/4/2017,NA,NA,73900
3/5/2017,NA,NA,72400
3/6/2017,NA,NA,71400
3/7/2017,NA,NA,69600
3/8/2017,NA,NA,67500
3/9/2017,NA,NA,66100
3/10/2017,NA,NA,64800
3/11/2017,NA,NA,64200
3/12/2017,NA,NA,63000
3/13/2017,NA,NA,61900
3/14/2017,NA,NA,60400
3/15/2017,NA,NA,58900
3/16/2017,NA,NA,56000
3/17/2017,NA,NA,53200
3/18/2017,NA,NA,54200
3/19/2017,NA,NA,59800
3/20/2017,NA,NA,65600
3/21/2017,NA,NA,68100
3/22/2017,NA,NA,68900
3/23/2017,NA,NA,69300
3/24/2017,NA,NA,69200
3/25/2017,NA,NA,68300
3/26/2017,NA,NA,68900
3/27/2017,NA,NA,69000
3/28/2017,NA,NA,71500
3/29/2017,NA,NA,73600
3/30/2017,NA,NA,70100
3/31/2017,NA,NA,66300
4/1/2017,NA,NA,64000
4/2/2017,NA,NA,60100
4/3/2017,NA,NA,56100
4/4/2017,NA,NA,53400
4/5/2017,NA,NA,50600
4/6/2017,NA,NA,48900
4/7/2017,NA,NA,50400
4/8/2017,NA,NA,56600
4/9/2017,NA,NA,64700
4/10/2017,NA,NA,67900
4/11/2017,NA,NA,68200
4/12/2017,NA,NA,68300
4/13/2017,NA,NA,67900
4/14/2017,NA,NA,67000
4/15/2017,NA,NA,68100
4/16/2017,NA,NA,70100
4/17/2017,NA,NA,71100
4/18/2017,NA,NA,71900
4/19/2017,NA,NA,73100
4/20/2017,NA,NA,73800
4/21/2017,NA,NA,74600
4/22/2017,NA,NA,75700
4/23/2017,NA,NA,75900
4/24/2017,NA,NA,76100
4/25/2017,NA,NA,75800
4/26/2017,NA,NA,75700
4/27/2017,NA,NA,74000
4/28/2017,NA,NA,72700
4/29/2017,NA,NA,73500
4/30/2017,NA,NA,73900
5/1/2017,NA,NA,72200
5/2/2017,NA,NA,71100
5/3/2017,NA,NA,69300
5/4/2017,NA,NA,65800
5/5/2017,NA,NA,61100
5/6/2017,NA,NA,55600
5/7/2017,NA,NA,50700
5/8/2017,2440,NA,45900
5/9/2017,2020,1990,42000
5/10/2017,1410,1460,41000
5/11/2017,1080,1100,44800
5/12/2017,881,860,50300
5/13/2017,574,612,54100
5/14/2017,485,492,56100
5/15/2017,457,456,56400
5/16/2017,428,439,55300
5/17/2017,451,453,52700
5/18/2017,495,481,50400
5/19/2017,465,450,48800
5/20/2017,324,327,46100
5/21/2017,227,229,42600
5/22/2017,203,219,40700
5/23/2017,304,287,39500
5/24/2017,339,340,38500
5/25/2017,412,411,37700
5/26/2017,455,457,36900
5/27/2017,451,457,35500
5/28/2017,462,454,34300
5/29/2017,398,419,34100
5/30/2017,441,456,34400
5/31/2017,552,545,34800
6/1/2017,634,625,35200
6/2/2017,691,680,35400
6/3/2017,693,681,36900
6/4/2017,632,644,39400
6/5/2017,635,630,40000
6/6/2017,613,588,40100
6/7/2017,454,475,39400
6/8/2017,423,430,37600
6/9/2017,422,431,35500
6/10/2017,457,444,33400
6/11/2017,414,412,31300
6/12/2017,357,367,29700
6/13/2017,326,329,28000
6/14/2017,305,306,26500
6/15/2017,283,286,25000
6/16/2017,250,246,23300
6/17/2017,218,216,21700
6/18/2017,210,201,20700
6/19/2017,161,155,20200
6/20/2017,108,103,19700
6/21/2017,85.5,85.7,19100
6/22/2017,86.5,77.4,18500
6/23/2017,64.1,59.2,17900
6/24/2017,18.3,30.3,17000
6/25/2017,8.89,24,16200
6/26/2017,19.4,30.8,15800
6/27/2017,18.8,28.7,15800
6/28/2017,30.8,33.4,15700
6/29/2017,54.4,47.5,15300
6/30/2017,52.3,47.2,14700
7/1/2017,69.9,56.1,14400
7/2/2017,56.6,51.3,13800
7/3/2017,36.5,30.6,13300
7/4/2017,19,14.6,13000
7/5/2017,-4.79,-3.11,13000
7/6/2017,-27.3,-26.7,13000
7/7/2017,-52.8,-41,12900
7/8/2017,-32.9,-37.6,12700
7/9/2017,-30.2,-29.2,12700
