Survey.x,StationCode,Latitude,Longitude,Intersect,geometry,RegionMult,Region
EDSM,19-10-USSC04,38.56403,-121.55063,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-11-CS01,38.32349,-121.65328,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-11-CS02,38.2531,-121.67246,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-11-CS03,38.24249,-121.68688,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-11-CS04,38.27345,-121.69404,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-11-CS05,38.23233,-121.67606,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-11-CS09,38.24166,-121.68151,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-11-LSSC01,38.18029,-121.66533,Y,"c(616895.517591065, 4226660.5611463)",LowerSacRiver,Downstream
EDSM,19-11-LSSC02,38.24086,-121.67235,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-11-LSSC03,38.40793,-121.61381,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-11-LSSC04,38.18245,-121.66346,Y,"c(617055.849706995, 4226902.60108896)",LowerSacRiver,Downstream
EDSM,19-11-LSSC05,38.33157,-121.64795,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-11-LSSC06,38.42769,-121.60461,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-11-RV01,38.15901,-121.67872,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-11-RV02,38.1484,-121.68652,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-11-RV03,38.11057,-121.71181,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-11-RV04,38.11904,-121.69411,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-11-RV05,38.09302,-121.70968,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-11-USSC01,38.56065,-121.55863,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-12-CS01,38.31944,-121.69264,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-CS02,38.24387,-121.67739,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-CS03,38.29104,-121.69271,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-CS04,38.24377,-121.68641,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-CS05,38.33447,-121.66717,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-CS06,38.27115,-121.66741,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-CS07,38.25949,-121.74685,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-LSSC01,38.24979,-121.66962,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-LSSC02,38.18527,-121.66134,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-12-LSSC03,38.4574,-121.59064,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-12-LSSC04,38.38624,-121.62434,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-12-LSSC05,38.27202,-121.66293,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-12-RV01,38.11311,-121.68828,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-12-RV02,38.08838,-121.68613,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-12-USSC01,38.50071,-121.58518,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-12-USSC02,38.56094,-121.55672,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-13-CS01,38.32856,-121.66735,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-CS02,38.27748,-121.70875,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-CS03,38.31515,-121.69275,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-CS04,38.31848,-121.6673,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-CS05,38.23682,-121.68398,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-CS06,38.25171,-121.72341,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-LSSC01,38.18393,-121.66088,Y,"c(617279.445962988, 4227070.08820413)",LowerSacRiver,Downstream
EDSM,19-13-LSSC02,38.26242,-121.66542,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-LSSC03,38.36149,-121.63544,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-13-LSSC04,38.2403,-121.67126,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-LSSC05,38.28057,-121.66014,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-13-RV01,38.13348,-121.69225,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-13-RV02,38.09759,-121.72438,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-13-RV03,38.11534,-121.68691,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-13-RV04,38.08146,-121.73141,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-13-RV05,38.08215,-121.72227,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-13-USSC01,38.49861,-121.5844,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-14-CS01,38.24033,-121.68668,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-14-CS02,38.28169,-121.66439,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-14-CS03,38.25463,-121.68694,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-14-CS05,38.25917,-121.66905,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-14-CS06,38.30138,-121.72993,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-14-CS07,38.25849,-121.69394,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-14-LSSC01,38.33246,-121.64707,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-14-LSSC02,38.36819,-121.63218,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-14-LSSC03,38.4699,-121.58547,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-14-LSSC04,38.21629,-121.67037,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-14-LSSC05,38.29712,-121.65665,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-14-LSSC06,38.41457,-121.61108,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-14-RV01,38.16224,-121.68,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-14-RV02,38.12024,-121.70395,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-14-USSC01,38.48576,-121.5845,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-15-CS02,38.26475,-121.69744,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-15-CS04,38.29767,-121.65919,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-15-CS06,38.27538,-121.69471,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-15-CS07,38.25106,-121.71802,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-15-CS08,38.25848,-121.67125,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-15-CS09,38.28437,-121.69237,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-15-CS11,38.23561,-121.68369,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-15-LSSC01,38.44046,-121.59932,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-15-LSSC02,38.21907,-121.67299,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-15-LSSC03,38.33664,-121.6469,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-15-RV01,38.16379,-121.67615,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-15-RV02,38.10921,-121.70232,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-15-RV03,38.13905,-121.68707,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-15-USSC01,38.56092,-121.55891,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-15-USSC02,38.49457,-121.58529,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-15-USSC03,38.56199,-121.54879,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-16-LSSC01,38.17945,-121.6638,Y,"c(617030.870540456, 4226569.28357505)",LowerSacRiver,Downstream
EDSM,19-16-LSSC02,38.23843,-121.67269,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-16-LSSC03,38.35505,-121.63896,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-16-RV01,38.17674,-121.66763,Y,"c(616699.729213942, 4226263.74513125)",LowerSacRiver,Downstream
EDSM,19-16-RV02,38.08326,-121.7118,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-16-RV03,38.10746,-121.7153,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-17-CS01,38.32649,-121.65253,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-17-CS03,38.26041,-121.69583,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-17-CS04,38.25266,-121.68752,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-17-CS05,38.32171,-121.69141,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-17-CS06,38.30774,-121.65701,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-17-CS09,38.23473,-121.68044,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-17-LSSC01,38.23773,-121.67221,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-17-LSSC02,38.45239,-121.59285,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-17-LSSC03,38.4009,-121.61767,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-17-LSSC04,38.19939,-121.65758,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-17-RV01,38.16001,-121.68158,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-17-RV02,38.08461,-121.71262,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-17-RV03,38.09299,-121.73442,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-17-RV04,38.10128,-121.70904,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-17-RV05,38.14503,-121.6899,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-17-USSC01,38.56165,-121.55428,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-17-USSC02,38.55813,-121.5708,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-18-CS01,38.23794,-121.68325,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-18-CS02,38.28645,-121.66296,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-18-CS03,38.25888,-121.69292,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-18-CS04,38.25724,-121.72994,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-18-CS05,38.23366,-121.67818,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-18-CS06,38.3108,-121.66715,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-18-LSSC01,38.28691,-121.65841,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-18-LSSC02,38.18626,-121.66217,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-18-RV01,38.15029,-121.68749,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-18-RV02,38.09671,-121.72573,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-18-USSC01,38.56092,-121.55411,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-18-USSC02,38.53659,-121.58414,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-18-USSC03,38.56151,-121.54593,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-18-USSC04,38.54452,-121.58375,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-19-CS01,38.28845,-121.66621,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-19-CS02,38.23445,-121.68032,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-19-CS03,38.2676,-121.69914,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-19-LSSC01,38.22551,-121.67464,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-19-LSSC02,38.31766,-121.65116,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-19-LSSC03,38.33847,-121.64627,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-19-RV01,38.16254,-121.68314,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-19-USSC01,38.5629,-121.5551,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-20-CS01,38.23595,-121.68211,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-20-CS02,38.27473,-121.66494,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-20-CS03,38.25828,-121.72809,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-20-LSSC01,38.18046,-121.66598,Y,"c(616838.314108312, 4226678.60507721)",LowerSacRiver,Downstream
EDSM,19-20-LSSC02,38.23556,-121.67407,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-20-LSSC03,38.43106,-121.60275,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-20-RV01,38.16834,-121.6752,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-20-RV02,38.13112,-121.69111,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-20-RV03,38.1598,-121.68013,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-20-RV04,38.105,-121.72219,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-21-CS01,38.2622,-121.67064,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-21-CS02,38.28785,-121.69308,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-21-CS04,38.26346,-121.69734,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-21-LSSC01,38.28233,-121.65905,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-21-LSSC02,38.41719,-121.60953,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-21-RV01,38.16384,-121.68255,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-21-RV02,38.10204,-121.68539,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-21-RV03,38.12252,-121.69751,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-21-RV04,38.09975,-121.72143,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-21-RV05,38.1478,-121.69121,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-21-USSC01,38.53616,-121.5853,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-22-CS01,38.3315,-121.65129,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-22-CS02,38.27268,-121.70404,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-22-CS03,38.2514,-121.71899,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-22-LSSC01,38.46262,-121.58813,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-22-LSSC02,38.3198,-121.65086,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-22-RV01,38.16066,-121.67844,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-22-RV02,38.10645,-121.71185,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-22-USSC01,38.56347,-121.55068,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-23-CS01,38.3174,-121.65458,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-23-CS02,38.24047,-121.68154,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-23-CS05,38.31396,-121.65537,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-23-LSSC02,38.27661,-121.6609,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-23-RV01,38.15907,-121.68238,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-23-RV02,38.10371,-121.71574,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-23-RV03,38.11107,-121.71061,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-23-USSC01,38.49232,-121.58482,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-23-USSC02,38.56343,-121.55407,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-24-CS01,38.31973,-121.6934,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-24-CS02,38.2583,-121.7276,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-24-CS03,38.23917,-121.68491,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-24-LSSC01,38.36951,-121.631,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-24-RV01,38.09609,-121.73099,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-24-RV02,38.08589,-121.70932,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-24-RV03,38.12084,-121.6943,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-24-RV04,38.11108,-121.70344,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-24-RV05,38.12524,-121.69922,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-24-USSC01,38.55729,-121.57184,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-25-CS01,38.27915,-121.66511,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-25-CS02,38.23443,-121.67667,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-25-CS03,38.29549,-121.72724,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-25-CS04,38.27357,-121.69472,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-25-LSSC01,38.19103,-121.65842,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-25-LSSC02,38.44491,-121.59756,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-25-LSSC03,38.34129,-121.6452,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-25-RV01,38.16016,-121.68194,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-25-RV02,38.09737,-121.72358,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-26-CS01,38.31857,-121.66711,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-26-CS02,38.25745,-121.69281,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-26-CS03,38.30656,-121.69249,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-26-LSSC01,38.18033,-121.66597,Y,"c(616839.397630789, 4226664.19253959)",LowerSacRiver,Downstream
EDSM,19-26-LSSC02,38.22615,-121.67367,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-26-LSSC03,38.28094,-121.6601,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-26-RV01,38.15074,-121.68461,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-26-RV02,38.09282,-121.72612,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-26-RV03,38.14355,-121.69295,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-27-CS01,38.27048,-121.70484,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-27-CS02,38.24834,-121.68698,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-27-CS04,38.2467,-121.67665,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-27-LSSC01,38.22371,-121.67455,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-27-LSSC02,38.26061,-121.66595,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-27-LSSC03,38.35058,-121.64057,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-27-RV01,38.13399,-121.69154,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-27-RV02,38.10139,-121.72079,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-27-RV03,38.08124,-121.72995,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-27-USSC01,38.48569,-121.58479,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-28-CS01,38.31377,-121.69304,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-28-CS03,38.24487,-121.69594,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-28-CS04,38.2549,-121.6718,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-28-LSSC01,38.18133,-121.66574,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-28-LSSC02,38.34126,-121.64467,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-28-LSSC03,38.37506,-121.62856,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-28-RV01,38.16664,-121.67442,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-28-RV02,38.093,-121.73687,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-28-RV03,38.10647,-121.71992,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-29-CS01,38.33361,-121.6509,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-29-CS02,38.26565,-121.69631,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-29-LSSC01,38.20158,-121.65792,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-29-LSSC02,38.40096,-121.61692,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-29-LSSC03,38.33209,-121.6475,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-29-RV01,38.15718,-121.68024,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-29-RV02,38.12221,-121.69968,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-29-RV03,38.09388,-121.73471,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-30-CS01,38.32171,-121.69173,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-30-CS02,38.27236,-121.69363,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-30-CS03,38.28325,-121.71485,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-30-CS04,38.236,-121.68058,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-30-LSSC01,38.20877,-121.65951,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-30-LSSC02,38.34968,-121.64125,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-30-LSSC03,38.2499,-121.66836,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-30-RV01,38.17672,-121.66731,Y,"c(616727.790515282, 4226261.92887329)",LowerSacRiver,Downstream
EDSM,19-30-RV02,38.13126,-121.69088,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-30-RV03,38.08125,-121.73127,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-30-RV04,38.1567,-121.6876,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-31-CS01,38.31207,-121.69304,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-31-CS02,38.25157,-121.71996,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-31-CS03,38.2582,-121.73758,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-31-LSSC01,38.27453,-121.66103,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-31-LSSC02,38.38879,-121.62286,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-31-RV01,38.09258,-121.73958,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-31-RV02,38.13162,-121.69335,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-31-USSC01,38.56253,-121.55184,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-32-CS01,38.31694,-121.69277,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-32-CS02,38.28879,-121.66577,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-32-CS03,38.26075,-121.75241,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-32-LSSC01,38.22396,-121.67493,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-32-LSSC02,38.184,-121.66163,Y,"c(617213.646316561, 4227076.90661616)",LowerSacRiver,Downstream
EDSM,19-32-RV01,38.16423,-121.67515,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-32-RV02,38.11315,-121.68812,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-32-USSC01,38.49206,-121.58444,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-33-CS01,38.32201,-121.65367,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-33-CS02,38.26591,-121.69464,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-33-CS03,38.24659,-121.70361,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-33-CS04,38.28353,-121.66589,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-33-LSSC01,38.40531,-121.61593,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-33-LSSC02,38.28419,-121.65999,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-33-LSSC03,38.47054,-121.58499,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-33-RV01,38.1052,-121.70411,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-33-RV02,38.14842,-121.68374,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-33-RV03,38.09739,-121.72907,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-34-CS01,38.33006,-121.65161,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-34-CS02,38.24506,-121.68216,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-34-CS03,38.28092,-121.69324,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-34-LSSC01,38.26991,-121.66257,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-34-LSSC02,38.42408,-121.60614,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-34-RV01,38.16599,-121.68076,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-34-RV02,38.09957,-121.72033,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-34-RV03,38.13033,-121.69718,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-34-RV04,38.16968,-121.67435,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-34-USSC01,38.50048,-121.58467,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-35-CS01,38.29037,-121.66666,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-35-CS02,38.37373,-121.63389,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-35-CS03,38.25532,-121.68828,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-35-LSSC01,38.21142,-121.66637,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-35-RV01,38.11199,-121.68334,N,"c(NA, NA)",LowerSacRiver,Downstream
