physical_data_id,surface_irr,depth1irr,depth2irr,depth3irr,depth4irr,station_code,date,time,water_temp,secchi,ec,sp_cond,p_h,do,turb,year,period,wy_type,action_type,region,md
ES0922B0217,NA,NA,NA,NA,NA,BL5,9/6/2022,8:16:00,25.1,1.47,156,156,7.96,6.73,4.1,2022,Before,critically dry,NM,Downstream,9/6/2023
ES0922B0219,NA,NA,NA,NA,NA,LIB,9/6/2022,7:52:00,24.3,1.79,139,142,7.83,7.71,3,2022,Before,critically dry,NM,Downstream,9/6/2023
ES0922B0220,NA,NA,NA,NA,NA,RYI,9/6/2022,7:33:00,24.2,2,141,144,7.93,8.05,4,2022,Before,critically dry,NM,Downstream,9/6/2023
ES0922B0221,NA,NA,NA,NA,NA,RVB,9/6/2022,6:48:00,24,1.33,157,159,7.85,8,4.9,2022,Before,critically dry,NM,Downstream,9/6/2023
ES0922B0215,NA,NA,NA,NA,NA,LIS,9/7/2022,8:50:00,25.5,0.42,222,220,7.62,6.54,16,2022,Before,critically dry,NM,Upstream,9/7/2023
ES0922B0216,504.6,0.01,0.03,0.06,2.19,STTD,9/7/2022,6:20:00,25.6,0.89,163,161,7.81,6.7,6.8,2022,Before,critically dry,NM,Upstream,9/7/2023
ES0922B0222,1597.9,0.05,0.07,0.7,2.19,SHR,9/6/2022,7:29:00,23.3,2.41,102,106,NA,8.27,5.3,2022,Before,critically dry,NM,Middle Sac River,9/6/2023
ES0922B0230,976.3,0.03,0.16,0.67,1.97,STTD,9/20/2022,8:57:00,20.2,0.45,160,176,7.68,6.94,19.3,2022,Before,critically dry,NM,Upstream,9/20/2023
ES0922B0231,NA,NA,NA,NA,NA,LIS,9/20/2022,12:41:00,21.3,0.23,298,321,7.67,6.85,27.6,2022,Before,critically dry,NM,Upstream,9/20/2023
ES0922B0232,513.5,0.04,0.05,0.79,2.19,SHR,9/21/2022,9:24:00,19.9,1.3,109,120,7.62,8.46,4.4,2022,Before,critically dry,NM,Middle Sac River,9/21/2023
ES1022B0329,NA,NA,NA,NA,NA,LIS,10/4/2022,12:34:00,23.2,0.26,216,224,8.05,8.07,19.4,2022,After,critically dry,NM,Upstream,10/4/2023
ES1022B0330,1269.5,0.01,0.04,0.24,1.48,STTD,10/4/2022,8:25:00,19.4,0.47,161,180,7.43,7.5,13.8,2022,After,critically dry,NM,Upstream,10/4/2023
ES1022B0336,1893.5,0.04,0.07,1.16,2.19,SHR,10/5/2022,9:05:00,20.7,2.75,115,125,7.95,8.59,7.2,2022,After,critically dry,NM,Middle Sac River,10/5/2023
ES1022B0327,NA,NA,NA,NA,NA,RD22,10/4/2022,8:32:00,19.8,0.28,NA,851,7.29,1.96,7.9,2022,After,critically dry,NM,Upstream,10/4/2023
ES1022B0328,NA,NA,NA,NA,NA,I80,10/4/2022,10:19:00,19,0.2,NA,672,7.24,0.97,3.3,2022,After,critically dry,NM,Upstream,10/4/2023
ES1022B0331,NA,NA,NA,NA,NA,BL5,10/4/2022,10:17:00,19.3,1.62,149,167,8.16,8.2,8.7,2022,After,critically dry,NM,Downstream,10/4/2023
ES1022B0332,NA,NA,NA,NA,NA,LIB,10/4/2022,9:33:00,20,0.96,150,165,8.12,8.47,9.3,2022,After,critically dry,NM,Downstream,10/4/2023
ES1022B0334,NA,NA,NA,NA,NA,RYI,10/4/2022,9:09:00,20.1,1.59,149,165,8.14,8.54,9.5,2022,After,critically dry,NM,Downstream,10/4/2023
ES1022B0335,NA,NA,NA,NA,NA,RVB,10/4/2022,8:33:00,20.4,1.87,155,170,8.04,8.5,8,2022,After,critically dry,NM,Downstream,10/4/2023
ES1022B0344,NA,NA,NA,NA,NA,STTD,10/18/2022,9:19:00,17.7,0.64,163,189,7.46,7.93,11.5,2022,After,critically dry,NM,Upstream,10/18/2023
ES1022B0345,NA,NA,NA,NA,NA,LIS,10/18/2022,12:31:00,18.8,0.38,190,215,7.58,7.67,19.5,2022,After,critically dry,NM,Upstream,10/18/2023
