Type,Month,Fish_ID,FL_mm,Weight_g,Preservative,K
Control,Summer,FCCL_082919_63,49,0.61,Liquid Nitrogen,0.518491445
Control,Summer,FCCL_082919_64,50,0.52,Liquid Nitrogen,0.416
Control,Summer,FCCL_082919_65,47,0.43,Liquid Nitrogen,0.414166418
Control,Summer,FCCL_082919_66,54,1.1,Liquid Nitrogen,0.698572372
Control,Summer,FCCL_082919_67,49,0.66,Liquid Nitrogen,0.560990744
Control,Summer,FCCL_082919_68,45,0.4,Liquid Nitrogen,0.438957476
Control,Summer,FCCL_082919_69,51,0.79,Liquid Nitrogen,0.595547715
Control,Summer,FCCL_082919_70,56,0.99,Liquid Nitrogen,0.563729956
Control,Summer,FCCL_082919_71,56,1.09,Liquid Nitrogen,0.620672376
Control,Summer,FCCL_082919_72,42,0.34,Liquid Nitrogen,0.458913724
Control,Summer,FCCL_082919_73,55,1.02,Liquid Nitrogen,0.613072878
Control,Summer,FCCL_082919_74,46,0.45,Liquid Nitrogen,0.462316101
Control,Summer,FCCL_082919_75,51,0.8,Liquid Nitrogen,0.603086294
Control,Summer,FCCL_082919_76,53,1.04,Liquid Nitrogen,0.698563243
Control,Summer,FCCL_082919_77,54,1.11,Liquid Nitrogen,0.70492303
Control,Summer,FCCL_082919_78,54,1.1,Liquid Nitrogen,0.698572372
Control,Summer,FCCL_082919_79,53,0.78,Liquid Nitrogen,0.523922433
Control,Summer,FCCL_082919_80,44,0.35,Liquid Nitrogen,0.410875282
Control,Summer,FCCL_082919_81,49,0.62,Liquid Nitrogen,0.526991305
Control,Summer,FCCL_082919_82,49,0.89,Liquid Nitrogen,0.756487518
Control,Summer,FCCL_082919_83,54,0.96,Liquid Nitrogen,0.609663161
Control,Summer,FCCL_082919_84,52,0.93,Liquid Nitrogen,0.661413291
Control,Summer,FCCL_082919_85,52,0.89,Liquid Nitrogen,0.632965407
Control,Summer,FCCL_082919_86,60,1.26,Liquid Nitrogen,0.583333333
Control,Summer,FCCL_082919_87,59,1.46,Liquid Nitrogen,0.710880859
Control,Summer,FCCL_082919_88,54,1.09,Liquid Nitrogen,0.692221714
