StationCode,Year,Week,WaterTemp,Chla,SpCnd
I80,2013,33,24.968457943925234,11.354859813084111,774.5981308411215
I80,2013,34,23.93497023809524,9.79001488095238,867.2916666666666
I80,2013,35,23.56517857142857,9.740119047619048,917.9627976190476
I80,2013,36,22.79077380952381,10.186443452380953,896.6681547619048
I80,2013,37,22.355223880597016,9.166373134328358,911.2223880597015
I80,2013,38,20.50625,7.707261904761904,942.4672619047619
I80,2013,39,19.370982142857144,7.757291666666666,681.3973214285714
I80,2013,40,17.825892857142858,7.0806547619047615,669.2410714285714
I80,2013,41,16.961492537313433,25.836119402985073,728.6432835820896
I80,2013,42,16.420089285714287,48.187916666666666,794.7931547619048
I80,2013,43,16.264434523809523,38.12220238095238,943.0327380952381
I80,2013,44,14.482096774193549,39.291476323119774,745.241935483871
I80,2014,30,25.437291666666667,14.331708333333333,1049.8145833333333
I80,2014,31,24.555208333333333,10.741071428571429,1001.8630952380952
I80,2014,32,23.496279761904763,9.364017857142857,1090.5505952380952
I80,2014,33,23.175171232876714,14.211489726027397,1009.1369863013699
I80,2014,34,22.496279761904763,12.083511904761904,1069.501488095238
I80,2014,35,23.516964285714284,9.714402277039849,1033.1830357142858
I80,2014,36,23.302098950524737,17.362618510158015,734.2173913043479
I80,2014,37,23.249404761904763,13.854776785714286,778.9047619047619
I80,2014,38,22.762797619047618,13.438539493293591,941.1815476190476
I80,2014,39,21.786846038863978,12.749402092675636,708.6756352765321
I80,2014,40,20.80386904761905,11.930535714285714,677.0446428571429
I80,2014,41,20.596846846846848,11.0846996996997,672.1486486486486
I80,2014,42,18.939285714285713,11.739419642857143,664.2514880952381
I80,2014,43,17.420386904761905,13.838214285714285,668.1473214285714
I80,2014,44,16.00267857142857,9.916130952380952,749.4806547619048
I80,2014,45,15.337239583333334,8.258177083333333,707.1380208333334
I80,2015,30,23.016822429906544,26.892616822429908,1096.5196261682242
I80,2015,31,23.3,9.201430700447094,682.6840536512668
I80,2015,32,22.537297297297297,12.407081081081081,974.1513513513513
I80,2015,35,24.279775280898875,9.234751203852328,703.0706260032102
I80,2015,36,22.085863095238096,8.83796130952381,685.6339285714286
I80,2015,37,22.433184523809523,9.01467261904762,655.7797619047619
I80,2015,38,20.978571428571428,9.252380952380953,656.6056547619048
I80,2015,39,21.53188622754491,12.667754491017964,676.3862275449102
I80,2015,40,19.956845238095237,13.591324404761904,826.6145833333334
I80,2015,41,21.34642857142857,12.548050595238095,904.1592261904761
I80,2015,42,19.737202380952382,13.90108630952381,959.6532738095239
I80,2015,43,17.924255952380953,28.227678571428573,1020.8035714285714
I80,2015,44,16.088839285714286,40.13534226190476,1142.9464285714287
I80,2015,45,12.375855513307984,22.13003802281369,1166.7300380228137
I80,2016,25,25.66122448979592,31.532857142857143,854.5102040816327
I80,2016,26,26.639434523809523,21.855357142857144,801.3660714285714
I80,2016,27,24.62857142857143,22.697633928571427,809.0505952380952
I80,2016,28,24.460565476190474,50.79864583333333,892.639880952381
I80,2016,29,25.527232142857144,25.95429794520548,639.6994047619048
I80,2016,30,25.60866965620329,11.246450151057402,497.40059790732437
I80,2016,31,24.538690476190474,10.692440119760478,466.59375
I80,2016,32,23.097916666666666,24.722098214285715,875.2574404761905
I80,2016,33,24.43125,25.468655589123866,776.1770833333334
I80,2016,34,23.10982142857143,19.581805970149254,752.2202380952381
I80,2016,35,22.41592261904762,15.32313432835821,766.9389880952381
I80,2016,36,22.732142857142858,24.498905547226386,763.1919642857143
I80,2016,37,21.538473053892215,12.130928143712575,751.3188622754491
I80,2016,38,21.183333333333334,12.856354166666666,765.2708333333334
I80,2017,28,26.273958333333333,22.03296875,NA
I80,2017,29,26.58080357142857,23.50997023809524,NA
I80,2017,30,26.27993966817496,19.414268476621416,701.1551724137931
I80,2017,31,26.24300595238095,19.989315476190477,761.7559523809524
I80,2017,32,24.95282738095238,18.08998511904762,634.1458333333334
I80,2017,33,24.144345238095237,20.422425595238096,658.8348214285714
I80,2017,34,24.32315789473684,29.22818045112782,681.781954887218
I80,2017,35,26.023214285714285,16.651220238095238,637.8645833333334
I80,2017,36,25.448958333333334,13.88157738095238,663.3050595238095
I80,2017,37,24.404613095238094,12.022861400894188,691.1294642857143
I80,2017,38,20.434672619047618,13.220193452380952,854.8779761904761
I80,2017,39,19.494642857142857,14.120669642857143,1058.827380952381
I80,2017,40,17.587125748502995,17.607035928143713,850.0254491017964
I80,2017,41,15.87827380952381,16.17766369047619,850.9389880952381
I80,2017,42,15.448214285714286,18.26549107142857,826.2202380952381
I80,2017,43,18.285267857142856,16.53074404761905,960.1369047619048
I80,2017,44,16.122395833333332,20.51017361111111,900.3975694444445
I80,2018,28,24.81597222222222,15.053611111111111,1016.4375
I80,2018,29,25.034077380952382,17.21183035714286,936.8660714285714
I80,2018,30,24.7498502994012,19.712754491017964,1111.317365269461
I80,2018,31,23.64575260804769,15.502265275707899,946.4694485842027
I80,2018,32,23.70877976190476,13.29626488095238,879.5223214285714
I80,2018,33,23.439434523809524,12.178718330849478,802.3333333333334
I80,2018,34,21.728035982008997,11.695922038980509,963.28035982009
I80,2018,35,22.06949404761905,10.490074404761906,616.1636904761905
I80,2018,36,22.545495495495494,5.700810810810811,552.539039039039
I80,2018,37,21.476190476190474,6.495669642857143,587.4315476190476
I80,2018,38,20.477529761904762,8.782261904761905,606.8392857142857
I80,2018,39,19.368815592203898,9.406431784107946,831.9550224887556
I80,2018,40,19.792410714285715,5.966726190476191,755.9196428571429
I80,2018,41,17.906994047619047,9.826398809523809,882.2529761904761
I80,2018,42,16.356521739130436,14.431304347826087,1017.1319340329835
I80,2018,43,16.733630952380953,11.341041666666667,1084.9136904761904
I80,2018,44,15.508035714285715,10.721919642857143,1087.1056547619048
I80,2018,45,12.805357142857144,8.074888226527571,994.5639880952381
I80,2019,28,26.160046189376445,34.716651270207855,836.1709006928406
I80,2019,29,25.617261904761904,47.63142857142857,830.5967261904761
I80,2019,30,26.681994047619046,55.465714285714284,793.3318452380952
I80,2019,31,25.410119047619048,31.8721875,741.6324404761905
I80,2019,32,24.69016393442623,38.86695976154993,724.5424739195231
I80,2019,33,26.143898809523808,41.8802380952381,678.4300595238095
I80,2019,34,25.471577380952382,23.939776785714287,688.7455357142857
I80,2019,35,25.30044642857143,6.817522388059701,561.5610119047619
