Date,LIS_DailyAvgInstFlow,LIS_DailyAvgNetFlow,SR_DailyAvgNetFlow
2017-07-10,-16.8,-4.97,12800
2017-07-11,17.6,24.3,12800
2017-07-12,51,50.4,12700
2017-07-13,44,43.2,12900
2017-07-14,5.36,4.53,13800
2017-07-15,-37.3,-29.2,14800
2017-07-16,-28.4,-35,15200
2017-07-17,-31,-39.7,15200
2017-07-18,-46.8,-49.1,15200
2017-07-19,-33.1,-45.3,15200
2017-07-20,-31.2,-41.4,15200
2017-07-21,-49.9,-41.7,15500
2017-07-22,-15,-20.3,15900
2017-07-23,-29.9,-20.1,16000
2017-07-24,-29,-13.7,16500
2017-07-25,11.9,14.9,17200
2017-07-26,15.1,19.8,17500
2017-07-27,-1.74,8.33,17600
2017-07-28,2.14,-0.506,18100
2017-07-29,-14.5,-18.5,18600
2017-07-30,-14.3,-23.6,18800
2017-07-31,-8.53,-19.3,18700
2017-08-01,-5.34,-12.7,18800
2017-08-02,-7.77,-17.8,18900
2017-08-03,-56.2,-49.4,18900
2017-08-04,-59.2,-55.6,18900
2017-08-05,-37.5,-39.7,18600
2017-08-06,-31.6,-27.3,18600
2017-08-07,-19.8,-18.1,18900
2017-08-08,-29.8,-21,19000
2017-08-09,-16.8,-9.15,19100
2017-08-10,0.781,1.83,19400
2017-08-11,-15.1,-6.42,19600
2017-08-12,-15.4,-4.97,19500
2017-08-13,-3.65,-1.12,19300
2017-08-14,-0.772,-1.38,19300
2017-08-15,10.6,-11.5,19600
2017-08-16,-26.3,-40.2,19700
2017-08-17,-36.3,-48.8,19900
2017-08-18,-33.8,-43.4,20000
2017-08-19,-51.3,-42.8,20100
2017-08-20,-31.8,-33.7,20300
2017-08-21,-45.7,-27.4,20600
2017-08-22,-11.8,-9.98,20800
2017-08-23,-26.6,-12.1,20900
2017-08-24,-11.3,-5.92,21200
2017-08-25,-10.6,-11.6,21500
2017-08-26,-45.3,-34.7,21600
2017-08-27,-35.2,-36.7,21600
2017-08-28,-35.9,-29.7,21400
2017-08-29,10.5,-2.31,21200
2017-08-30,27.8,7.64,21200
2017-08-31,-8.41,-10.1,21000
2017-09-01,-17.2,-19.5,20600
2017-09-02,-13.8,-19.9,20400
2017-09-03,-28.6,-32.3,20600
2017-09-04,-48,-36.1,20900
2017-09-05,-8.62,-14.3,21300
2017-09-06,-30.7,-20.9,21500
2017-09-07,-26.1,-19,21700
2017-09-08,-9.56,-1.05,21800
2017-09-09,26.6,27.8,22100
2017-09-10,32.7,43.7,22400
2017-09-11,54.2,70.9,22500
2017-09-12,107,111,22100
2017-09-13,117,108,21700
2017-09-14,157,116,22200
2017-09-15,98.2,81.4,22300
2017-09-16,37.9,48.2,22000
2017-09-17,69.8,58,21900
2017-09-18,-1.39,4.9,21600
2017-09-19,-66.9,-54.6,21500
2017-09-20,-87.2,-75.1,21200
2017-09-21,-69.5,-67.3,20700
2017-09-22,-60.8,-57.5,20900
2017-09-23,-72.2,-66.4,20900
2017-09-24,-79.9,-75,20600
2017-09-25,-71.8,-72.6,20500
2017-09-26,-72.1,-70.3,20400
2017-09-27,-61.7,-62.3,20400
2017-09-28,-38.6,-50.5,20400
2017-09-29,-39,-50.7,20500
2017-09-30,-45.3,-52.1,20400
2017-10-01,-42,-44.8,20100
2017-10-02,-58.6,-59.4,19800
2017-10-03,-91.9,-84.3,19400
2017-10-04,-83,-82.8,18700
2017-10-05,-83.9,-78,17500
2017-10-06,-75.2,-70.5,16300
2017-10-07,-65.7,-61.5,14900
2017-10-08,-47,-46.2,14200
2017-10-09,-56.3,-51.6,13500
2017-10-10,-78.9,-71.8,13300
2017-10-11,-69.1,-69.2,13400
2017-10-12,-44.7,-58.8,13300
2017-10-13,-45.7,-58.4,13100
2017-10-14,-56.7,-61,12700
2017-10-15,-58,-63.7,12300
2017-10-16,-78.4,-71,11900
2017-10-17,-74.3,-70,11700
2017-10-18,-56.8,-56.9,11600
2017-10-19,-52.3,-47.8,11600
2017-10-20,-37.8,-37.1,12000
2017-10-21,-39,-35.9,11900
2017-10-22,-34.4,-36.2,11700
2017-10-23,-54.6,-49.4,11400
2017-10-24,-66.2,-63.4,11300
2017-10-25,-77.3,-72.5,11200
2017-10-26,-75.9,-73,11200
2017-10-27,-56,-63.4,11100
2017-10-28,-53.1,-61.4,10800
2017-10-29,-60.8,-67.5,10400
2017-10-30,-63.1,-62.7,10200
2017-10-31,-15.9,-27.8,10300
2017-11-01,-40.1,-29.8,10400
2017-11-02,-31.9,-29.7,10700
2017-11-03,-32.1,-30.1,10700
2017-11-04,-46.1,-37.2,10800
2017-11-05,-20.2,-19.3,11200
2017-11-06,-4.11,-2.5,11700
2017-11-07,1.28,-0.0406,11900
2017-11-08,-31.1,-15.2,11400
2017-11-09,5.52,-1.59,11300
2017-11-10,21.6,14.1,11400
2017-11-11,19.6,4,11800
2017-11-12,-10.1,-11.8,12200
2017-11-13,-27.6,-25.3,12300
2017-11-14,-35.6,-36.3,12200
2017-11-15,-44.4,-40.4,12100
2017-11-16,-22.9,-21.3,13300
2017-11-17,9.39,11.1,15800
2017-11-18,31.7,28.6,18700
2017-11-19,15,18.4,19500
2017-11-20,5.56,9.7,17500
2017-11-21,18,18.9,15500
2017-11-22,28.9,32.6,14500
2017-11-23,49.3,42.6,15100
2017-11-24,46.5,47.4,15600
2017-11-25,49,43.6,15100
2017-11-26,30.6,37,14600
2017-11-27,47.6,35.9,14700
2017-11-28,2.49,6.38,15200
2017-11-29,-13.9,-14.9,16200
2017-11-30,-30.4,-26,16600
2017-12-01,-14,-15.1,16400
2017-12-02,-9.66,-7.24,16300
2017-12-03,-3.57,9.01,16000
2017-12-04,58.3,41.6,15900
2017-12-05,-0.193,13.6,15400
2017-12-06,-2.89,-2.66,15200
2017-12-07,3.18,0.958,15100
2017-12-08,-2.15,-2.36,14700
2017-12-09,-0.0208,-3.63,14500
2017-12-10,6.41,-1.25,14400
2017-12-11,-1.29,2.01,14300
2017-12-12,7.36,5,14300
2017-12-13,-5.27,-1.41,14200
2017-12-14,-3.51,-4.68,14200
2017-12-15,-4.32,6.28,14200
2017-12-16,60.2,38.9,14500
2017-12-17,4.63,19.3,14300
2017-12-18,17.3,15.8,14100
2017-12-19,22.7,23.4,14000
2017-12-20,29.7,32.9,14100
2017-12-21,44.3,40.9,14300
2017-12-22,40.5,39.8,14300
2017-12-23,44.6,42.2,14100
2017-12-24,30.3,29.4,13800
2017-12-25,19,17.2,13700
2017-12-26,17,15.6,13700
2017-12-27,14.3,14.5,13800
2017-12-28,28.2,19.9,13700
2017-12-29,0.967,2.73,13400
2017-12-30,-12.4,-8.25,13200
2017-12-31,-9.86,2.15,13100
2018-01-01,33,15.4,13100
2018-01-02,-22.1,-3.23,12900
2018-01-03,11.2,5.61,12600
2018-01-04,11.3,14.6,12500
2018-01-05,32.2,30.3,12700
2018-01-06,59.8,57.5,12900
2018-01-07,83.6,87.4,13000
2018-01-08,156,199,14700
2018-01-09,487,432,19800
2018-01-10,496,492,25200
2018-01-11,458,449,27400
2018-01-12,379,387,26300
2018-01-13,305,313,23700
2018-01-14,287,280,21100
2018-01-15,276,276,19400
2018-01-16,270,263,18200
2018-01-17,227,242,17400
2018-01-18,235,235,16600
2018-01-19,238,233,16200
2018-01-20,205,205,16700
2018-01-21,180,182,18100
2018-01-22,171,169,18600
2018-01-23,157,168,18100
2018-01-24,219,221,18400
2018-01-25,314,296,19300
2018-01-26,284,279,19900
2018-01-27,207,212,21100
2018-01-28,175,185,21300
2018-01-29,200,204,20000
2018-01-30,263,258,18600
2018-01-31,287,281,17800
2018-02-01,253,252,17500
2018-02-02,212,221,17000
2018-02-03,213,211,16400
2018-02-04,206,208,16000
2018-02-05,218,217,15700
2018-02-06,228,223,15600
2018-02-07,212,214,15600
2018-02-08,210,209,15400
2018-02-09,212,217,14800
2018-02-10,254,245,14500
2018-02-11,254,261,13900
2018-02-12,285,279,13700
2018-02-13,257,256,13400
2018-02-14,210,216,13200
2018-02-15,203,196,13300
2018-02-16,156,162,12900
2018-02-17,138,141,12100
2018-02-18,136,146,11400
2018-02-19,184,167,11600
2018-02-20,147,148,11500
2018-02-21,110,115,11400
2018-02-22,109,110,11500
2018-02-23,116,109,11700
2018-02-24,84.5,87.2,11300
2018-02-25,75.5,79.3,11200
2018-02-26,93.2,NA,11700
2018-02-27,NA,NA,12400
2018-02-28,NA,NA,12200
2018-03-01,191,NA,13300
2018-03-02,341,317,16000
2018-03-03,311,301,17600
2018-03-04,216,223,17400
2018-03-05,159,164,16000
2018-03-06,133,137,14500
2018-03-07,139,141,13300
2018-03-08,153,150,12500
2018-03-09,151,152,12200
2018-03-10,159,157,12200
2018-03-11,153,154,12100
2018-03-12,151,151,11800
2018-03-13,175,176,12300
2018-03-14,204,200,16000
2018-03-15,187,195,22300
2018-03-16,222,215,27100
2018-03-17,207,207,29200
2018-03-18,170,171,28200
2018-03-19,133,138,25400
2018-03-20,136,150,22800
2018-03-21,244,249,25900
2018-03-22,411,439,39600
2018-03-23,811,786,52900
2018-03-24,1060,1020,58700
2018-03-25,997,987,57800
2018-03-26,853,861,50800
2018-03-27,750,743,44300
2018-03-28,610,608,40000
2018-03-29,433,441,36400
2018-03-30,326,346,33600
2018-03-31,352,341,31100
2018-04-01,300,304,29300
2018-04-02,279,279,28300
2018-04-03,262,263,28400
2018-04-04,244,243,32400
2018-04-05,222,256,41400
2018-04-06,461,465,53100
2018-04-07,769,791,63900
2018-04-08,1250,1340,72900
2018-04-09,2300,2220,77500
2018-04-10,2820,2700,75500
2018-04-11,2640,2650,68700
2018-04-12,2290,2240,58900
2018-04-13,1510,1580,49600
2018-04-14,1170,1180,42900
2018-04-15,894,918,37900
2018-04-16,760,746,34200
2018-04-17,571,587,31100
2018-04-18,464,453,28000
2018-04-19,302,315,25100
2018-04-20,214,226,23000
2018-04-21,187,182,21500
2018-04-22,141,148,19800
2018-04-23,148,142,18700
2018-04-24,141,142,17400
2018-04-25,146,141,15700
2018-04-26,127,131,14600
2018-04-27,136,134,14500
2018-04-28,121,124,14300
2018-04-29,116,117,13700
2018-04-30,114,115,13300
2018-05-01,109,112,12400
2018-05-02,123,115,11800
2018-05-03,92.1,91,11700
2018-05-04,55,58.6,11400
2018-05-05,33.3,38,10600
2018-05-06,42.6,41.4,10300
2018-05-07,52,53.3,10300
2018-05-08,59.5,57.2,9820
2018-05-09,70.3,64.4,9590
2018-05-10,63.3,71,10300
2018-05-11,101,88.8,11500
2018-05-12,61.4,61.9,10700
2018-05-13,54.3,55.3,9750
2018-05-14,65.2,64.2,8880
2018-05-15,55.5,53.6,8230
2018-05-16,40.5,42.3,8170
2018-05-17,27.1,32.1,8030
2018-05-18,24.7,24.6,8050
2018-05-19,14.9,25.6,8350
2018-05-20,45.7,40.7,8790
2018-05-21,46.5,39.6,8830
2018-05-22,17.5,13.4,9190
2018-05-23,-6.49,-2.41,10500
2018-05-24,-4.18,-8.07,11500
2018-05-25,-16.9,-15.9,12400
2018-05-26,-26.2,-25.2,13100
2018-05-27,-31.4,-29.1,13900
2018-05-28,-16.4,-20.1,14600
2018-05-29,-13.3,-18.2,14700
2018-05-30,-25.2,-8.43,14300
2018-05-31,40.9,30.6,14300
2018-06-01,5.23,10.1,13800
2018-06-02,-35.4,-27.7,13000
2018-06-03,-38,-40.3,12200
2018-06-04,-40.6,-33.6,11900
2018-06-05,-1.2,-12.7,12000
2018-06-06,-15,-16.1,12000
2018-06-07,-8,-15.1,12100
2018-06-08,-22.1,-24.8,12000
2018-06-09,-34.4,-34.3,12000
2018-06-10,-31.3,-35.4,11900
2018-06-11,-53.6,-50,11500
2018-06-12,-62.3,-65.1,11100
2018-06-13,-65.9,-60.2,10800
2018-06-14,-31.5,-28.1,10700
2018-06-15,7.7,8.69,10600
2018-06-16,-17.7,-2.14,10500
2018-06-17,-6.28,-12.9,10900
2018-06-18,-18,-17.4,11300
2018-06-19,-29.4,-34.1,11400
2018-06-20,-45.7,-47.6,11700
2018-06-21,-47.7,-50.3,12100
2018-06-22,-45.7,-51.5,12400
2018-06-23,-56.7,-63.6,13100
2018-06-24,-97.4,-88.4,13300
2018-06-25,-46.8,-52.6,13700
2018-06-26,-43.4,-45.6,13600
2018-06-27,-80.6,-70.4,13100
2018-06-28,-64.5,-66.2,12700
2018-06-29,-81.6,-77.3,12500
2018-06-30,-99.6,-94,12000
2018-07-01,-107,-95.7,11700
2018-07-02,-74.1,-76.4,12000
2018-07-03,-68.9,-70.6,12100
2018-07-04,-74.9,NA,12200
2018-07-05,NA,NA,12400
2018-07-06,-69.6,NA,12800
2018-07-07,-73.2,-76.2,13100
2018-07-08,-75.9,-79.6,13300
2018-07-09,-66.2,-73,13700
2018-07-10,-69,-72.1,14000
2018-07-11,-58.6,-70.5,14700
2018-07-12,-89.5,-77.9,15700
2018-07-13,-81.2,-79.6,16300
2018-07-14,-103,-88.9,16300
2018-07-15,-88.3,-80.1,16400
2018-07-16,-73.5,-69.3,16800
2018-07-17,-77.4,-76.2,16900
2018-07-18,-83.2,-84.8,17000
2018-07-19,-81.5,-91.7,16800
2018-07-20,-96.8,-102,16700
2018-07-21,-103,-107,16700
2018-07-22,-93.4,-96.8,16600
2018-07-23,-81.9,-89.2,16500
2018-07-24,-107,-103,16500
2018-07-25,-98.7,-102,16500
2018-07-26,-116,-108,16500
2018-07-27,-111,-107,16700
2018-07-28,-102,-99.8,16800
2018-07-29,-107,-98.6,16900
2018-07-30,-100,-94.7,17200
2018-07-31,-93.6,-88.1,17600
2018-08-01,-79.9,-79,18000
2018-08-02,-78.1,-78.3,18400
2018-08-03,-74.8,-78.1,18400
2018-08-04,-79.8,-81.2,18300
2018-08-05,-68.3,-79.9,19100
2018-08-06,-68.1,-77.7,19700
2018-08-07,-78.5,-80.6,20000
2018-08-08,-54.9,-70.3,20100
2018-08-09,-81.9,-73,20200
2018-08-10,-73,-71.8,20000
2018-08-11,-86.8,-75.6,19800
2018-08-12,-78.4,-71.3,19700
2018-08-13,-73.1,-65.1,19500
2018-08-14,-76,-64.7,19200
2018-08-15,-64.7,-62.4,18900
2018-08-16,-57.9,-60,18600
2018-08-17,-53.8,-61.6,18200
2018-08-18,-68.2,-75.8,17700
2018-08-19,-83.9,-89.9,17300
2018-08-20,-87.9,-96.4,17200
2018-08-21,-85.1,-89.4,17300
2018-08-22,-65.4,-73.7,17500
2018-08-23,-81.2,-70.2,17500
2018-08-24,-49.4,-51.5,17800
2018-08-25,-45.6,-45,18000
2018-08-26,-55.4,-45.6,17800
2018-08-27,-26.1,-1.8,17600
2018-08-28,165,153,17400
2018-08-29,271,269,17600
2018-08-30,307,305,17900
2018-08-31,323,320,18100
2018-09-01,306,311,18000
2018-09-02,289,296,17800
2018-09-03,285,282,17600
2018-09-04,282,279,17500
2018-09-05,339,337,17600
2018-09-06,432,424,18000
2018-09-07,472,463,17900
2018-09-08,448,445,17800
2018-09-09,399,408,17800
2018-09-10,392,395,17800
2018-09-11,390,395,17700
2018-09-12,400,408,17800
2018-09-13,449,444,17900
2018-09-14,453,457,17600
2018-09-15,481,487,17300
2018-09-16,551,531,17300
2018-09-17,487,492,17000
2018-09-18,448,440,16800
2018-09-19,390,387,16700
2018-09-20,322,326,16500
2018-09-21,283,282,16200
2018-09-22,249,244,16100
2018-09-23,179,178,15800
2018-09-24,102,109,15500
2018-09-25,73.5,72.5,15400
2018-09-26,17.6,21,15500
2018-09-27,-49,-38.6,15300
2018-09-28,-83.5,-63.1,15300
2018-09-29,-47.9,-50.9,15400
2018-09-30,-46.4,-47.7,15400
2018-10-01,-51.6,-52.8,15200
2018-10-02,-56.1,-66.3,14900
2018-10-03,-65,-74.3,14600
2018-10-04,-66.9,-78.9,14200
2018-10-05,-75.4,-82.4,13800
2018-10-06,-99.3,-84.7,13600
2018-10-07,-63.6,-68.3,13300
2018-10-08,-86.4,-81.3,12300
2018-10-09,-110,-98.2,11500
2018-10-10,-96.8,-93.4,11400
2018-10-11,-89.6,-85,11600
2018-10-12,-83.7,NA,11400
2018-10-13,NA,NA,11100
2018-10-14,NA,NA,11100
2018-10-15,-69,NA,10900
2018-10-16,-73.5,-75.6,10600
2018-10-17,-49.1,-66.2,10500
2018-10-18,-67.4,-67.8,10500
2018-10-19,-44.1,-37.9,10500
2018-10-20,3.53,-4.67,10400
2018-10-21,-13.4,-9.69,10300
2018-10-22,-10.3,-11.7,10300
2018-10-23,-15.5,-13.8,10200
2018-10-24,-10.1,-11.6,9910
2018-10-25,-13.6,-12,9580
2018-10-26,-10.1,-9.72,9060
2018-10-27,-6.14,-7.83,8510
2018-10-28,-19.3,-17.6,8370
2018-10-29,-72.5,-42.4,8760
2018-10-30,-21.6,-33.4,8910
2018-10-31,-24.8,-28.3,8890
2018-11-01,-2.8,-16,8980
2018-11-02,9.63,-0.219,9110
2018-11-03,-12.7,-11,9190
2018-11-04,-28,-25,8910
2018-11-05,-25,-21.8,8770
2018-11-06,-22,-21.1,8560
2018-11-07,-35.3,-24.3,8330
2018-11-08,-14.2,-22.4,8280
2018-11-09,-54,-48.8,7850
2018-11-10,-77.9,-70.5,7460
2018-11-11,-80.5,-76.3,7440
2018-11-12,-57.5,-60.7,7540
2018-11-13,-41.9,-48.3,7670
2018-11-14,-52.2,-49.4,7810
2018-11-15,-37.5,-46.5,7890
2018-11-16,-40.7,-46.2,7990
2018-11-17,-50.5,-50.3,8130
2018-11-18,-53.1,-52.8,8240
2018-11-19,-54,-54.5,8450
2018-11-20,-53.8,-51,9000
2018-11-21,-31.7,-22.5,9750
2018-11-22,34.1,32.2,10400
2018-11-23,67.6,67.2,11300
2018-11-24,71.2,75.2,12200
2018-11-25,59,62.8,12600
2018-11-26,36.1,36.1,12700
2018-11-27,5.28,17.6,12600
2018-11-28,28,48.2,12500
2018-11-29,162,134,13300
2018-11-30,220,196,15400
2018-12-01,212,218,17100
2018-12-02,293,296,18500
2018-12-03,364,334,17600
2018-12-04,209,225,15700
2018-12-05,152,151,14200
2018-12-06,70.2,87.2,13200
2018-12-07,69.5,70.4,12700
2018-12-08,84.8,83.1,12300
2018-12-09,72.9,75.1,11600
2018-12-10,38.3,42.1,11100
2018-12-11,6.51,11.7,11200
2018-12-12,22.2,12.1,11200
2018-12-13,12,9.94,10600
2018-12-14,3.74,9.96,10000
2018-12-15,29.7,22.2,10100
2018-12-16,54.2,63.6,10600
2018-12-17,171,152,12700
2018-12-18,172,178,16200
2018-12-19,228,245,21600
2018-12-20,356,313,21900
2018-12-21,174,195,18800
2018-12-22,98.5,117,16600
2018-12-23,111,111,15800
2018-12-24,109,128,15600
2018-12-25,198,177,15800
2018-12-26,183,178,17500
2018-12-27,164,154,20300
2018-12-28,126,126,19900
2018-12-29,114,110,17500
2018-12-30,95.9,106,15600
2018-12-31,141,129,14400
2019-01-01,117,119,13200
2019-01-02,97.5,99.3,12500
2019-01-03,82.8,89,12300
2019-01-04,95.8,97.6,11900
2019-01-05,92.5,119,11800
2019-01-06,204,244,13200
2019-01-07,623,572,17100
2019-01-08,864,899,23300
2019-01-09,1240,1190,27700
2019-01-10,1330,1350,29700
2019-01-11,1510,1500,32900
2019-01-12,1650,1620,33400
2019-01-13,1610,1570,30700
2019-01-14,1270,1240,27400
2019-01-15,712,766,25000
2019-01-16,614,865,25400
2019-01-17,2320,2150,33100
2019-01-18,3060,NA,43900
2019-01-19,NA,NA,50500
2019-01-20,NA,NA,55100
2019-01-21,NA,NA,56000
2019-01-22,NA,NA,55100
2019-01-23,NA,NA,54400
2019-01-24,NA,NA,51600
2019-01-25,NA,NA,45800
2019-01-26,NA,NA,39800
2019-01-27,NA,NA,35000
2019-01-28,NA,NA,31700
2019-01-29,3060,NA,28800
2019-01-30,2790,2780,26300
2019-01-31,2410,2390,24300
2019-02-01,1870,1900,23000
2019-02-02,1500,1590,22900
2019-02-03,1800,1850,26800
2019-02-04,2440,2390,36200
2019-02-05,2720,2670,45100
2019-02-06,2770,2810,51900
2019-02-07,3070,3040,55200
2019-02-08,3170,3160,53500
2019-02-09,3210,3200,49300
2019-02-10,3180,3170,45700
2019-02-11,3110,3110,44000
2019-02-12,3090,NA,44600
2019-02-13,NA,NA,50000
2019-02-14,NA,NA,61600
2019-02-15,NA,NA,75200
2019-02-16,NA,NA,81000
2019-02-17,NA,NA,79800
2019-02-18,NA,NA,75500
2019-02-19,NA,NA,72000
2019-02-20,NA,NA,68700
2019-02-21,NA,NA,63400
2019-02-22,NA,NA,58700
2019-02-23,NA,NA,54300
2019-02-24,NA,NA,49600
2019-02-25,NA,NA,47000
2019-02-26,NA,NA,55000
2019-02-27,NA,NA,74700
2019-02-28,NA,NA,83400
2019-03-01,NA,NA,82900
2019-03-02,NA,NA,80700
2019-03-03,NA,NA,80900
2019-03-04,NA,NA,80700
2019-03-05,NA,NA,79700
2019-03-06,NA,NA,79500
2019-03-07,NA,NA,80200
2019-03-08,NA,NA,80500
2019-03-09,NA,NA,79800
2019-03-10,NA,NA,78300
2019-03-11,NA,NA,77000
2019-03-12,NA,NA,74900
2019-03-13,NA,NA,71800
2019-03-14,NA,NA,70700
2019-03-15,NA,NA,69500
2019-03-16,NA,NA,68200
2019-03-17,NA,NA,67300
2019-03-18,NA,NA,66000
2019-03-19,NA,NA,64800
2019-03-20,NA,NA,63400
2019-03-21,NA,NA,61700
2019-03-22,NA,NA,60300
2019-03-23,NA,NA,59000
2019-03-24,NA,NA,57600
2019-03-25,NA,NA,56300
2019-03-26,NA,NA,56400
2019-03-27,NA,NA,59000
2019-03-28,NA,NA,62800
2019-03-29,NA,NA,65300
2019-03-30,NA,NA,66000
2019-03-31,NA,NA,66200
2019-04-01,NA,NA,66100
2019-04-02,NA,NA,65800
2019-04-03,NA,NA,65700
2019-04-04,NA,NA,67800
2019-04-05,NA,NA,70500
2019-04-06,NA,NA,71500
2019-04-07,NA,NA,72200
2019-04-08,NA,NA,72000
2019-04-09,NA,NA,70600
2019-04-10,NA,NA,69700
2019-04-11,NA,NA,69200
2019-04-12,NA,NA,69700
2019-04-13,NA,NA,71300
2019-04-14,NA,NA,71500
2019-04-15,NA,NA,71000
2019-04-16,NA,NA,69800
2019-04-17,NA,NA,69100
2019-04-18,NA,NA,68000
2019-04-19,NA,NA,67300
2019-04-20,NA,NA,65600
2019-04-21,NA,NA,62700
2019-04-22,NA,NA,60300
2019-04-23,NA,NA,58100
2019-04-24,NA,NA,55700
2019-04-25,2220,NA,53500
2019-04-26,1940,1940,51000
2019-04-27,1670,1650,49000
2019-04-28,1280,1320,47000
2019-04-29,1140,1160,45200
2019-04-30,1100,1080,43200
2019-05-01,900,898,41400
2019-05-02,678,697,39700
2019-05-03,566,545,37900
2019-05-04,356,376,36100
2019-05-05,288,294,34200
2019-05-06,280,286,33700
2019-05-07,289,281,34100
2019-05-08,250,256,33700
2019-05-09,250,259,33100
2019-05-10,283,269,32800
2019-05-11,229,231,31800
2019-05-12,193,187,30800
2019-05-13,157,162,30600
2019-05-14,175,170,30600
2019-05-15,168,195,31000
2019-05-16,320,302,32300
2019-05-17,378,388,34900
2019-05-18,522,565,38000
2019-05-19,937,919,40800
2019-05-20,1260,1270,42400
2019-05-21,1580,1540,43200
2019-05-22,1590,1560,42800
2019-05-23,1420,1450,42400
2019-05-24,1460,1440,41000
2019-05-25,1350,1330,38800
2019-05-26,1090,1110,37000
2019-05-27,980,989,37000
2019-05-28,939,941,38200
2019-05-29,913,905,38500
2019-05-30,825,815,36900
2019-05-31,645,661,35900
2019-06-01,597,620,37500
2019-06-02,747,741,40300
2019-06-03,849,825,42300
2019-06-04,764,750,44500
2019-06-05,557,546,46400
2019-06-06,322,366,47100
2019-06-07,342,344,46400
2019-06-08,366,367,46200
2019-06-09,370,353,45300
2019-06-10,263,262,43700
2019-06-11,188,181,40700
2019-06-12,108,104,36500
2019-06-13,64.3,56.7,32400
2019-06-14,45.9,48.1,28600
2019-06-15,25.8,33.9,26200
2019-06-16,34.7,39.9,25100
2019-06-17,60.8,63.3,24500
2019-06-18,63.2,69.4,23500
2019-06-19,58.6,67.8,22300
2019-06-20,63.5,70.3,21400
2019-06-21,63.2,66.7,20700
2019-06-22,66,60,19800
2019-06-23,54.6,55,19000
2019-06-24,56.9,52.8,18300
2019-06-25,48.1,34.7,17600
2019-06-26,-2.03,-3.58,16600
2019-06-27,-14.7,-23.7,16000
2019-06-28,-26.2,NA,15500
2019-06-29,NA,NA,15500
2019-06-30,NA,NA,16500
2019-07-01,NA,NA,18200
2019-07-02,NA,NA,19300
2019-07-03,NA,NA,19300
2019-07-04,-46.9,NA,19000
2019-07-05,-48.7,-38.5,19100
2019-07-06,-39.3,-27.5,19200
2019-07-07,-14.1,-6.19,19000
2019-07-08,39,31.3,19000
2019-07-09,56.1,42.3,18800
2019-07-10,33.1,17.2,18300
2019-07-11,-11.7,NA,18000
2019-07-12,NA,NA,17700
2019-07-13,-39.4,NA,17500
2019-07-14,-55.8,NA,17400
2019-07-15,NA,NA,17300
2019-07-16,NA,NA,17300
2019-07-17,NA,NA,17100
2019-07-18,-41.8,NA,16700
2019-07-19,-45.8,-37.2,16600
2019-07-20,-38.2,-33.5,16900
2019-07-21,-17.6,-19,17300
2019-07-22,-9.69,-6.99,17600
2019-07-23,-1.81,-6.18,17600
2019-07-24,-26.7,-33.9,17700
2019-07-25,-63.5,-62.1,17600
2019-07-26,-62.8,-70.7,17500
2019-07-27,-60.7,-70.8,17600
2019-07-28,-65,NA,18000
2019-07-29,NA,NA,18400
2019-07-30,NA,NA,18800
2019-07-31,-33.9,NA,18900
2019-08-01,-70.4,-53.1,19200
2019-08-02,-47.4,-43.5,19300
2019-08-03,-45.7,-35.4,19400
2019-08-04,-46.8,-34,19500
2019-08-05,-37.9,-34.3,19700
2019-08-06,-38.8,-36.8,19900
2019-08-07,-32.5,-43.5,20200
2019-08-08,-47.8,-57.4,20300
2019-08-09,-42.4,-54.7,20300
2019-08-10,-42.1,-51.9,20100
2019-08-11,-50,-44.7,20100
2019-08-12,-28,-29.7,20400
2019-08-13,-37.7,-34.7,20500
2019-08-14,-48.3,-43.5,20500
2019-08-15,-46.7,-49.5,20500
2019-08-16,-75.5,-68.7,20400
2019-08-17,-93.7,-75.4,20400
2019-08-18,-49.5,-46,20700
2019-08-19,-20.7,-20.5,21000
2019-08-20,-18.1,-11,21200
2019-08-21,-8.53,-9.89,21500
2019-08-22,-40.8,-28.6,21600
2019-08-23,-20.2,-22.8,21800
2019-08-24,19,-5.84,22000
2019-08-25,19,-3.79,22100
2019-08-26,-13.7,-2.09,21800
2019-08-27,113,127,21300
2019-08-28,326,328,21000
2019-08-29,508,498,21100
2019-08-30,579,573,21100
2019-08-31,574,579,21300
2019-09-01,599,599,21900
2019-09-02,603,605,22000
2019-09-03,572,581,22000
2019-09-04,592,598,22100
2019-09-05,665,661,22500
2019-09-06,718,697,22800
2019-09-07,657,664,22300
2019-09-08,656,655,22100
2019-09-09,670,668,21500
2019-09-10,662,663,21300
2019-09-11,662,663,21400
2019-09-12,677,674,21400
2019-09-13,653,656,21200
2019-09-14,651,648,21400
2019-09-15,646,654,21400
2019-09-16,661,647,21400
2019-09-17,602,624,21300
2019-09-18,657,635,21100
2019-09-19,572,562,20900
2019-09-20,409,400,20900
2019-09-21,140,187,20700
2019-09-22,75.6,75.6,20200
2019-09-23,63.8,37.9,19800
2019-09-24,-2.62,-7.37,19500
2019-09-25,-12.6,-10.9,19100
2019-09-26,4.97,7.34,18600
2019-09-27,41,39.6,18600
2019-09-28,47.6,61.9,18800
2019-09-29,64.5,64.5,18900
2019-09-30,32,42.8,19000
2019-10-01,18.9,18.6,19100
2019-10-02,-29.5,-19.6,19200
2019-10-03,-45.7,-37.5,19400
2019-10-04,-30.4,-38.6,19300
